Messstelle:                ;Apetlon, Bl 171
HZB-Nummer:                ;345843
HD-Nummer:                 ;
DBMS-Nummer:               ;1002421
PorenGW-Gebiet:            ;318 Seewinkel
Grundwasserkörper:         ;Seewinkel [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;07.12.2003
 Geländehöhe:              ;118,76
 Messpunkthöhe:            ;119,56
 Sohllage:                 ;109,76
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  07.12.2003               ;16 50 19                 ;47 45 14
  06.12.2003               ;16 50 14                 ;47 45 12
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.2004 00:00:00   ;   116,25 ;     
01.02.2004 00:00:00   ;   116,35 ;     
01.03.2004 00:00:00   ;   116,56 ;     
01.04.2004 00:00:00   ;   116,92 ;     
01.05.2004 00:00:00   ;   116,97 ;     
01.06.2004 00:00:00   ;   117,04 ;     
01.07.2004 00:00:00   ;   116,91 ;     
01.08.2004 00:00:00   ;   116,69 ;     
01.09.2004 00:00:00   ;   116,50 ;     
01.10.2004 00:00:00   ;   116,41 ;     
01.11.2004 00:00:00   ;   116,42 ;     
01.12.2004 00:00:00   ;   116,43 ;     
01.01.2005 00:00:00   ;   116,46 ;     
01.02.2005 00:00:00   ;   116,53 ;     
01.03.2005 00:00:00   ;   116,71 ;     
01.04.2005 00:00:00   ;   116,77 ;     
01.05.2005 00:00:00   ;   116,77 ;     
01.06.2005 00:00:00   ;   116,65 ;     
01.07.2005 00:00:00   ;   116,56 ;     
01.08.2005 00:00:00   ;   116,51 ;     
01.09.2005 00:00:00   ;   116,59 ;     
01.10.2005 00:00:00   ;   116,52 ;     
01.11.2005 00:00:00   ;   116,49 ;     
01.12.2005 00:00:00   ;   116,68 ;     
01.01.2006 00:00:00   ;   117,15 ;     
01.02.2006 00:00:00   ;   117,20 ;     
01.03.2006 00:00:00   ;   117,37 ;     
01.04.2006 00:00:00   ;   117,27 ;     
01.05.2006 00:00:00   ;   117,30 ;     
01.06.2006 00:00:00   ;   117,23 ;     
01.07.2006 00:00:00   ;   116,96 ;     
01.08.2006 00:00:00   ;   116,81 ;     
01.09.2006 00:00:00   ;   116,75 ;     
01.10.2006 00:00:00   ;   116,64 ;     
01.11.2006 00:00:00   ;   116,59 ;     
01.12.2006 00:00:00   ;   116,60 ;     
01.01.2007 00:00:00   ;   116,61 ;     
01.02.2007 00:00:00   ;   116,70 ;     
01.03.2007 00:00:00   ;   116,87 ;     
01.04.2007 00:00:00   ;   117,11 ;     
01.05.2007 00:00:00   ;   116,92 ;     
01.06.2007 00:00:00   ;   116,74 ;     
01.07.2007 00:00:00   ;   116,50 ;     
01.08.2007 00:00:00   ;   116,31 ;     
01.09.2007 00:00:00   ;   116,55 ;     
