Messstelle:                ;Lustenau, Bl 32.6
HZB-Nummer:                ;378430
HD-Nummer:                 ;2132.006
DBMS-Nummer:               ;4002890
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;28.07.1977
 Geländehöhe:              ;253,04
 Messpunkthöhe:            ;254,04
 Sohllage:                 ;247,08
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 18 40                 ;48 19 00
  01.01.2003               ;14 18 46                 ;48 19 00
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  2016 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.04.2015 00:00:00   ;   249,53 ;     
01.05.2015 00:00:00   ;   249,67 ;     
01.06.2015 00:00:00   ;   249,65 ;     
01.07.2015 00:00:00   ;   249,53 ;     
01.08.2015 00:00:00   ;   249,44 ;     
01.09.2015 00:00:00   ;   249,45 ;     
01.10.2015 00:00:00   ;   249,48 ;     
01.11.2015 00:00:00   ;   249,46 ;     
01.12.2015 00:00:00   ;   249,45 ;     
01.01.2016 00:00:00   ;   249,43 ;     
01.02.2016 00:00:00   ;   249,57 ;     
01.03.2016 00:00:00   ;   249,51 ;     
01.04.2016 00:00:00   ;   249,48 ;     
01.05.2016 00:00:00   ;   249,62 ;     
01.06.2016 00:00:00   ;   249,86 ;     
01.07.2016 00:00:00   ;   249,79 ;     
01.08.2016 00:00:00   ;   249,71 ;     
01.09.2016 00:00:00   ;   249,60 ;     
01.10.2016 00:00:00   ;   249,57 ;     
01.11.2016 00:00:00   ;   249,56 ;     
01.12.2016 00:00:00   ;   249,51 ;     
01.01.2017 00:00:00   ;   249,57 ;     
01.02.2017 00:00:00   ;   249,54 ;     
01.03.2017 00:00:00   ;   249,60 ;     
01.04.2017 00:00:00   ;   249,54 ;     
01.05.2017 00:00:00   ;   249,65 ;     
01.06.2017 00:00:00   ;   249,54 ;     
01.07.2017 00:00:00   ;   249,57 ;     
01.08.2017 00:00:00   ;   249,71 ;     
01.09.2017 00:00:00   ;   249,68 ;     
01.10.2017 00:00:00   ;   249,60 ;     
01.11.2017 00:00:00   ;   249,63 ;     
01.12.2017 00:00:00   ;   249,61 ;     
01.01.2018 00:00:00   ;   249,77 ;     
01.02.2018 00:00:00   ;   249,53 ;     
01.03.2018 00:00:00   ;   249,42 ;     
01.04.2018 00:00:00   ;   249,51 ;     
01.05.2018 00:00:00   ;   249,58 ;     
01.06.2018 00:00:00   ;   249,57 ;     
01.07.2018 00:00:00   ;   249,49 ;     
01.08.2018 00:00:00   ;   249,43 ;     
01.09.2018 00:00:00   ;   249,51 ;     
01.10.2018 00:00:00   ;   249,48 ;     
01.11.2018 00:00:00   ;   249,45 ;     
01.12.2018 00:00:00   ;   249,51 ;     
01.01.2019 00:00:00   ;   249,65 ;     
01.02.2019 00:00:00   ;   249,53 ;     
01.03.2019 00:00:00   ;   249,67 ;     
01.04.2019 00:00:00   ;   249,58 ;     
01.05.2019 00:00:00   ;   249,69 ;     
01.06.2019 00:00:00   ;   249,80 ;     
01.07.2019 00:00:00   ;   249,58 ;     
01.08.2019 00:00:00   ;   249,57 ;     
01.09.2019 00:00:00   ;   249,53 ;     
01.10.2019 00:00:00   ;   249,52 ;     
01.11.2019 00:00:00   ;   249,50 ;     
01.12.2019 00:00:00   ;   249,46 ;     
01.01.2020 00:00:00   ;   249,44 ;     
01.02.2020 00:00:00   ;   249,62 ;     
01.03.2020 00:00:00   ;   249,59 ;     
01.04.2020 00:00:00   ;   249,50 ;     
01.05.2020 00:00:00   ;   249,47 ;     
01.06.2020 00:00:00   ;   249,51 ;     
01.07.2020 00:00:00   ;   249,58 ;     
01.08.2020 00:00:00   ;   249,51 ;     
01.09.2020 00:00:00   ;   249,47 ;     
01.10.2020 00:00:00   ;   249,46 ;     
01.11.2020 00:00:00   ;   249,45 ;     
01.12.2020 00:00:00   ;   249,36 ;     
01.01.2021 00:00:00   ;   249,38 ;     
01.02.2021 00:00:00   ;   249,53 ;     
01.03.2021 00:00:00   ;   249,37 ;     
01.04.2021 00:00:00   ;   249,37 ;     
01.05.2021 00:00:00   ;   249,49 ;     
01.06.2021 00:00:00   ;   249,56 ;     
01.07.2021 00:00:00   ;   249,60 ;     
01.08.2021 00:00:00   ;   249,65 ;     
01.09.2021 00:00:00   ;   249,59 ;     
01.10.2021 00:00:00   ;   249,47 ;     
01.11.2021 00:00:00   ;   249,42 ;     
01.12.2021 00:00:00   ;   249,43 ;     
01.01.2022 00:00:00   ;Lücke         ; 
