Messstelle:                ;Eltendorf, Bl 25 A
HZB-Nummer:                ;345108
HD-Nummer:                 ;
DBMS-Nummer:               ;1002314
PorenGW-Gebiet:            ;335 Lafnitztal
Grundwasserkörper:         ;Lafnitztal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;30.06.2013
 Geländehöhe:              ;230,68
 Messpunkthöhe:            ;231,48
 Sohllage:                 ;223,48
 T-Messtiefe u.GOK:        ;6,20
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1995               ;16 11 43                 ;46 59 47
  31.12.1994               ;16 11 43                 ;46 59 47
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1995 00:00:00   ;   229,60 ;     
01.02.1995 00:00:00   ;   229,73 ;     
01.03.1995 00:00:00   ;   229,90 ;     
01.04.1995 00:00:00   ;   229,52 ;     
01.05.1995 00:00:00   ;   229,21 ;     
01.06.1995 00:00:00   ;   229,39 ;     
01.07.1995 00:00:00   ;   229,02 ;     
01.08.1995 00:00:00   ;   228,75 ;     
01.09.1995 00:00:00   ;   229,16 ;     
01.10.1995 00:00:00   ;   228,96 ;     
01.11.1995 00:00:00   ;   228,86 ;     
01.12.1995 00:00:00   ;   229,15 ;     
01.01.1996 00:00:00   ;   229,69 ;     
01.02.1996 00:00:00   ;   229,54 ;     
01.03.1996 00:00:00   ;   229,84 ;     
01.04.1996 00:00:00   ;   229,92 ;     
01.05.1996 00:00:00   ;   229,60 ;     
01.06.1996 00:00:00   ;   229,20 ;     
01.07.1996 00:00:00   ;   229,23 ;     
01.08.1996 00:00:00   ;   228,84 ;     
01.09.1996 00:00:00   ;   229,21 ;     
01.10.1996 00:00:00   ;   229,65 ;     
01.11.1996 00:00:00   ;   229,53 ;     
01.12.1996 00:00:00   ;   229,66 ;     
01.01.1997 00:00:00   ;   229,46 ;     
01.02.1997 00:00:00   ;   229,63 ;     
01.03.1997 00:00:00   ;   229,53 ;     
01.04.1997 00:00:00   ;   229,25 ;     
01.05.1997 00:00:00   ;   229,15 ;     
01.06.1997 00:00:00   ;   229,08 ;     
01.07.1997 00:00:00   ;   229,46 ;     
01.08.1997 00:00:00   ;   229,22 ;     
01.09.1997 00:00:00   ;   228,89 ;     
01.10.1997 00:00:00   ;   228,82 ;     
01.11.1997 00:00:00   ;   228,93 ;     
01.12.1997 00:00:00   ;   229,65 ;     
01.01.1998 00:00:00   ;   229,54 ;     
01.02.1998 00:00:00   ;   229,18 ;     
01.03.1998 00:00:00   ;   229,23 ;     
01.04.1998 00:00:00   ;   229,11 ;     
01.05.1998 00:00:00   ;   228,88 ;     
01.06.1998 00:00:00   ;   228,74 ;     
01.07.1998 00:00:00   ;   229,54 ;     
01.08.1998 00:00:00   ;   229,19 ;     
01.09.1998 00:00:00   ;   229,68 ;     
01.10.1998 00:00:00   ;   230,06 ;     
01.11.1998 00:00:00   ;   230,03 ;     
01.12.1998 00:00:00   ;   229,85 ;     
01.01.1999 00:00:00   ;   229,81 ;     
01.02.1999 00:00:00   ;   229,73 ;     
01.03.1999 00:00:00   ;   229,71 ;     
01.04.1999 00:00:00   ;   229,65 ;     
01.05.1999 00:00:00   ;   229,73 ;     
01.06.1999 00:00:00   ;   229,72 ;     
01.07.1999 00:00:00   ;   229,49 ;     
01.08.1999 00:00:00   ;   229,29 ;     
01.09.1999 00:00:00   ;   229,26 ;     
01.10.1999 00:00:00   ;   229,07 ;     
01.11.1999 00:00:00   ;   229,14 ;     
01.12.1999 00:00:00   ;   229,61 ;     
01.01.2000 00:00:00   ;   229,38 ;     
01.02.2000 00:00:00   ;   229,78 ;     
01.03.2000 00:00:00   ;   229,55 ;     
01.04.2000 00:00:00   ;   229,35 ;     
01.05.2000 00:00:00   ;   229,04 ;     
01.06.2000 00:00:00   ;   228,77 ;     
01.07.2000 00:00:00   ;   228,64 ;     
01.08.2000 00:00:00   ;   228,54 ;     
01.09.2000 00:00:00   ;   228,54 ;     
