Messstelle:                ;Pernau, Bl 27.7
HZB-Nummer:                ;376194
HD-Nummer:                 ;W27.7
DBMS-Nummer:               ;4002973
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.01.1978
 Geländehöhe:              ;306,96
 Messpunkthöhe:            ;307,16
 Sohllage:                 ;295,64
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 03 38                 ;48 10 28
  01.01.2003               ;14 03 43                 ;48 10 30
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1988 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.03.1987 00:00:00   ;   301,64 ;     
01.04.1987 00:00:00   ;   301,92 ;     
01.05.1987 00:00:00   ;   301,93 ;     
01.06.1987 00:00:00   ;   301,96 ;     
01.07.1987 00:00:00   ;   301,83 ;     
01.08.1987 00:00:00   ;   301,56 ;     
01.09.1987 00:00:00   ;   301,39 ;     
01.10.1987 00:00:00   ;   301,29 ;     
01.11.1987 00:00:00   ;   301,06 ;     
01.12.1987 00:00:00   ;   301,00 ;     
01.01.1988 00:00:00   ;   301,30 ;     
01.02.1988 00:00:00   ;   301,25 ;     
01.03.1988 00:00:00   ;   301,47 ;     
01.04.1988 00:00:00   ;   302,37 ;     
01.05.1988 00:00:00   ;   302,28 ;     
01.06.1988 00:00:00   ;   301,79 ;     
01.07.1988 00:00:00   ;   301,39 ;     
01.08.1988 00:00:00   ;   301,15 ;     
01.09.1988 00:00:00   ;   301,06 ;     
01.10.1988 00:00:00   ;   300,90 ;     
01.11.1988 00:00:00   ;   300,83 ;     
01.12.1988 00:00:00   ;   301,21 ;     
01.01.1989 00:00:00   ;   301,58 ;     
01.02.1989 00:00:00   ;   301,49 ;     
01.03.1989 00:00:00   ;   301,39 ;     
01.04.1989 00:00:00   ;   301,40 ;     
01.05.1989 00:00:00   ;   301,52 ;     
01.06.1989 00:00:00   ;   301,44 ;     
01.07.1989 00:00:00   ;   301,35 ;     
01.08.1989 00:00:00   ;   301,31 ;     
01.09.1989 00:00:00   ;   301,25 ;     
01.10.1989 00:00:00   ;   301,39 ;     
01.11.1989 00:00:00   ;   301,22 ;     
01.12.1989 00:00:00   ;   301,01 ;     
01.01.1990 00:00:00   ;   301,03 ;     
01.02.1990 00:00:00   ;   301,05 ;     
01.03.1990 00:00:00   ;   301,44 ;     
01.04.1990 00:00:00   ;   301,45 ;     
01.05.1990 00:00:00   ;   301,52 ;     
01.06.1990 00:00:00   ;   301,54 ;     
01.07.1990 00:00:00   ;   301,73 ;     
01.08.1990 00:00:00   ;   301,53 ;     
01.09.1990 00:00:00   ;   301,32 ;     
01.10.1990 00:00:00   ;   301,28 ;     
01.11.1990 00:00:00   ;   301,20 ;     
01.12.1990 00:00:00   ;   301,27 ;     
01.01.1991 00:00:00   ;   301,31 ;     
01.02.1991 00:00:00   ;   301,20 ;     
01.03.1991 00:00:00   ;   301,08 ;     
01.04.1991 00:00:00   ;   301,07 ;     
01.05.1991 00:00:00   ;   301,13 ;     
01.06.1991 00:00:00   ;   301,24 ;     
01.07.1991 00:00:00   ;   301,39 ;     
01.08.1991 00:00:00   ;   301,72 ;     
01.09.1991 00:00:00   ;   301,83 ;     
01.10.1991 00:00:00   ;   301,68 ;     
01.11.1991 00:00:00   ;   301,33 ;     
01.12.1991 00:00:00   ;   301,20 ;     
01.01.1992 00:00:00   ;   301,35 ;     
01.02.1992 00:00:00   ;   301,32 ;     
01.03.1992 00:00:00   ;   301,35 ;     
01.04.1992 00:00:00   ;   301,68 ;     
01.05.1992 00:00:00   ;   301,54 ;     
01.06.1992 00:00:00   ;   301,45 ;     
01.07.1992 00:00:00   ;   301,37 ;     
01.08.1992 00:00:00   ;   301,17 ;     
01.09.1992 00:00:00   ;   301,19 ;     
01.10.1992 00:00:00   ;   301,13 ;     
01.11.1992 00:00:00   ;   301,15 ;     
01.12.1992 00:00:00   ;   301,58 ;     
01.01.1993 00:00:00   ;   301,55 ;     
01.02.1993 00:00:00   ;   301,46 ;     
01.03.1993 00:00:00   ;   301,38 ;     
01.04.1993 00:00:00   ;   301,39 ;     
01.05.1993 00:00:00   ;   301,33 ;     
01.06.1993 00:00:00   ;   301,31 ;     
01.07.1993 00:00:00   ;   301,30 ;     
01.08.1993 00:00:00   ;   301,41 ;     
01.09.1993 00:00:00   ;   301,52 ;     
01.10.1993 00:00:00   ;   301,59 ;     
01.11.1993 00:00:00   ;   301,43 ;     
01.12.1993 00:00:00   ;   301,28 ;     
01.01.1994 00:00:00   ;   301,45 ;     
01.02.1994 00:00:00   ;   301,53 ;     
01.03.1994 00:00:00   ;   301,51 ;     
01.04.1994 00:00:00   ;   301,96 ;     
01.05.1994 00:00:00   ;   302,26 ;     
01.06.1994 00:00:00   ;   301,94 ;     
01.07.1994 00:00:00   ;   301,41 ;     
01.08.1994 00:00:00   ;   301,27 ;     
01.09.1994 00:00:00   ;   301,23 ;     
01.10.1994 00:00:00   ;   301,07 ;     
01.11.1994 00:00:00   ;   301,00 ;     
01.12.1994 00:00:00   ;   301,05 ;     
01.01.1995 00:00:00   ;   301,17 ;     
01.02.1995 00:00:00   ;   301,37 ;     
01.03.1995 00:00:00   ;   301,56 ;     
01.04.1995 00:00:00   ;   301,78 ;     
01.05.1995 00:00:00   ;   301,76 ;     
01.06.1995 00:00:00   ;   301,83 ;     
01.07.1995 00:00:00   ;   301,69 ;     
01.08.1995 00:00:00   ;   301,50 ;     
01.09.1995 00:00:00   ;   301,59 ;     
01.10.1995 00:00:00   ;   301,69 ;     
01.11.1995 00:00:00   ;   301,36 ;     
01.12.1995 00:00:00   ;   301,26 ;     
01.01.1996 00:00:00   ;   301,46 ;     
