Messstelle:                ;Badersdorf, Bl 27
HZB-Nummer:                ;353425
HD-Nummer:                 ;
DBMS-Nummer:               ;1002444
PorenGW-Gebiet:            ;332 Oberes Pinkatal
Grundwasserkörper:         ;Pinkatal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;07.02.1996
 Geländehöhe:              ;250,70
 Messpunkthöhe:            ;251,66
 Sohllage:                 ;242,40
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  07.02.1996               ;16 21 57                 ;47 11 44
  06.02.1996               ;16 21 53                 ;47 11 42
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  2012 bis -> FG42 durch Entnahme für Beregnung zeitweise beeinflusst
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.2006 00:00:00   ;   249,92 ;     
01.02.2006 00:00:00   ;   249,84 ;     
01.03.2006 00:00:00   ;   249,90 ;     
01.04.2006 00:00:00   ;   249,64 ;     
01.05.2006 00:00:00   ;   249,78 ;     
01.06.2006 00:00:00   ;   249,73 ;     
01.07.2006 00:00:00   ;   249,58 ;     
01.08.2006 00:00:00   ;   249,40 ;     
01.09.2006 00:00:00   ;   249,34 ;     
01.10.2006 00:00:00   ;   249,29 ;     
01.11.2006 00:00:00   ;   249,20 ;     
01.12.2006 00:00:00   ;   249,25 ;     
01.01.2007 00:00:00   ;   249,36 ;     
01.02.2007 00:00:00   ;   249,48 ;     
01.03.2007 00:00:00   ;   249,54 ;     
01.04.2007 00:00:00   ;   249,29 ;     
01.05.2007 00:00:00   ;   249,53 ;     
01.06.2007 00:00:00   ;   249,34 ;     
01.07.2007 00:00:00   ;   249,20 ;     
01.08.2007 00:00:00   ;   249,08 ;     
01.09.2007 00:00:00   ;   249,34 ;     
01.10.2007 00:00:00   ;   249,78 ;     
01.11.2007 00:00:00   ;   249,57 ;     
01.12.2007 00:00:00   ;   249,53 ;     
01.01.2008 00:00:00   ;   249,61 ;     
01.02.2008 00:00:00   ;   249,54 ;     
01.03.2008 00:00:00   ;   249,50 ;     
01.04.2008 00:00:00   ;   249,40 ;     
01.05.2008 00:00:00   ;   249,40 ;     
01.06.2008 00:00:00   ;   249,28 ;     
01.07.2008 00:00:00   ;   249,25 ;     
01.08.2008 00:00:00   ;   249,34 ;     
01.09.2008 00:00:00   ;   249,31 ;     
01.10.2008 00:00:00   ;   249,24 ;     
01.11.2008 00:00:00   ;   249,23 ;     
01.12.2008 00:00:00   ;   249,24 ;     
01.01.2009 00:00:00   ;   249,28 ;     
01.02.2009 00:00:00   ;   249,32 ;     
01.03.2009 00:00:00   ;   249,27 ;     
01.04.2009 00:00:00   ;   249,32 ;     
01.05.2009 00:00:00   ;   249,42 ;     
01.06.2009 00:00:00   ;   249,57 ;     
01.07.2009 00:00:00   ;   249,70 ;     
01.08.2009 00:00:00   ;   249,61 ;     
