Messstelle:                ;Klagenfurt, Bl 233
HZB-Nummer:                ;354415
HD-Nummer:                 ;
DBMS-Nummer:               ;2002453
PorenGW-Gebiet:            ;442 Klagenfurter Becken
Grundwasserkörper:         ;Gruppe Sattnitz [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;15.06.2007
 Geländehöhe:              ;444,05
 Messpunkthöhe:            ;444,89
 Sohllage:                 ;419,39
 T-Messtiefe u.GOK:        ;19,16
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  15.06.2007               ;14 17 50                 ;46 35 54
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2019 HG28 gerätetechnisch bedingte Datenausfälle
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.2009 00:00:00   ;   438,30 ;     
01.02.2009 00:00:00   ;   438,14 ;     
01.03.2009 00:00:00   ;   438,22 ;     
01.04.2009 00:00:00   ;   438,41 ;     
01.05.2009 00:00:00   ;   438,07 ;     
01.06.2009 00:00:00   ;   437,95 ;     
01.07.2009 00:00:00   ;   438,10 ;     
01.08.2009 00:00:00   ;   437,96 ;     
01.09.2009 00:00:00   ;   438,37 ;     
01.10.2009 00:00:00   ;   438,21 ;     
01.11.2009 00:00:00   ;   438,02 ;     
01.12.2009 00:00:00   ;   438,08 ;     
01.01.2010 00:00:00   ;   438,39 ;     
01.02.2010 00:00:00   ;   438,01 ;     
01.03.2010 00:00:00   ;   438,28 ;     
01.04.2010 00:00:00   ;   438,09 ;     
01.05.2010 00:00:00   ;   437,90 ;     
01.06.2010 00:00:00   ;   437,79 ;     
01.07.2010 00:00:00   ;   437,57 ;     
01.08.2010 00:00:00   ;   437,51 ;     
01.09.2010 00:00:00   ;   437,88 ;     
01.10.2010 00:00:00   ;   438,15 ;     
01.11.2010 00:00:00   ;   438,48 ;     
01.12.2010 00:00:00   ;   438,61 ;     
01.01.2011 00:00:00   ;   438,46 ;     
01.02.2011 00:00:00   ;   438,12 ;     
01.03.2011 00:00:00   ;   437,92 ;     
01.04.2011 00:00:00   ;   437,83 ;     
01.05.2011 00:00:00   ;   437,67 ;     
01.06.2011 00:00:00   ;   437,76 ;     
01.07.2011 00:00:00   ;   437,78 ;     
01.08.2011 00:00:00   ;   437,86 ;     
01.09.2011 00:00:00   ;   437,62 ;     
01.10.2011 00:00:00   ;   437,60 ;     
01.11.2011 00:00:00   ;   437,68 ;     
01.12.2011 00:00:00   ;   437,46 ;     
01.01.2012 00:00:00   ;   437,40 ;     
01.02.2012 00:00:00   ;   437,28 ;     
01.03.2012 00:00:00   ;   437,31 ;     
01.04.2012 00:00:00   ;   437,24 ;     
01.05.2012 00:00:00   ;   437,29 ;     
01.06.2012 00:00:00   ;   437,47 ;     
01.07.2012 00:00:00   ;   437,68 ;     
01.08.2012 00:00:00   ;   437,96 ;     
01.09.2012 00:00:00   ;   437,84 ;     
01.10.2012 00:00:00   ;   438,20 ;     
01.11.2012 00:00:00   ;   439,19 ;     
01.12.2012 00:00:00   ;   438,56 ;     
01.01.2013 00:00:00   ;   438,21 ;     
01.02.2013 00:00:00   ;   438,13 ;     
01.03.2013 00:00:00   ;   438,82 ;     
01.04.2013 00:00:00   ;   439,09 ;     
01.05.2013 00:00:00   ;   438,40 ;     
01.06.2013 00:00:00   ;   438,30 ;     
01.07.2013 00:00:00   ;   437,98 ;     
01.08.2013 00:00:00   ;   437,77 ;     
01.09.2013 00:00:00   ;   437,79 ;     
01.10.2013 00:00:00   ;   437,69 ;     
01.11.2013 00:00:00   ;   438,26 ;     
01.12.2013 00:00:00   ;   438,46 ;     
01.01.2014 00:00:00   ;   438,90 ;     
01.02.2014 00:00:00   ;   439,52 ;     
01.03.2014 00:00:00   ;   439,26 ;     
01.04.2014 00:00:00   ;   438,67 ;     
01.05.2014 00:00:00   ;   438,43 ;     
01.06.2014 00:00:00   ;   438,25 ;     
01.07.2014 00:00:00   ;   438,28 ;     
01.08.2014 00:00:00   ;   438,52 ;     
01.09.2014 00:00:00   ;   439,16 ;     
01.10.2014 00:00:00   ;   437,62 ;     
01.11.2014 00:00:00   ;   438,41 ;     
01.12.2014 00:00:00   ;   438,75 ;     
01.01.2015 00:00:00   ;   438,33 ;     
01.02.2015 00:00:00   ;   438,13 ;     
01.03.2015 00:00:00   ;   438,26 ;     
01.04.2015 00:00:00   ;   438,10 ;     
01.05.2015 00:00:00   ;   438,02 ;     
