Messstelle:                ;Kotezicken, Bl 28
HZB-Nummer:                ;353433
HD-Nummer:                 ;
DBMS-Nummer:               ;1002445
PorenGW-Gebiet:            ;332 Oberes Pinkatal
Grundwasserkörper:         ;Gruppe Hügelland Raab Ost [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;07.02.1996
 Geländehöhe:              ;255,25
 Messpunkthöhe:            ;256,23
 Sohllage:                 ;246,95
 T-Messtiefe u.GOK:        ;8,02
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  07.02.1996               ;16 20 22                 ;47 11 04
  06.02.1996               ;16 20 18                 ;47 11 02
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.2006 00:00:00   ;   254,07 ;     
01.02.2006 00:00:00   ;   253,99 ;     
01.03.2006 00:00:00   ;   254,26 ;     
01.04.2006 00:00:00   ;   254,10 ;     
01.05.2006 00:00:00   ;   254,18 ;     
01.06.2006 00:00:00   ;   254,08 ;     
01.07.2006 00:00:00   ;   253,87 ;     
01.08.2006 00:00:00   ;   253,53 ;     
01.09.2006 00:00:00   ;   253,29 ;     
01.10.2006 00:00:00   ;   253,11 ;     
01.11.2006 00:00:00   ;   253,11 ;     
01.12.2006 00:00:00   ;   253,17 ;     
01.01.2007 00:00:00   ;   253,20 ;     
01.02.2007 00:00:00   ;   253,52 ;     
01.03.2007 00:00:00   ;   253,93 ;     
01.04.2007 00:00:00   ;   253,74 ;     
01.05.2007 00:00:00   ;   253,44 ;     
01.06.2007 00:00:00   ;   253,27 ;     
01.07.2007 00:00:00   ;   252,96 ;     
01.08.2007 00:00:00   ;   252,78 ;     
01.09.2007 00:00:00   ;   252,90 ;     
01.10.2007 00:00:00   ;   253,37 ;     
01.11.2007 00:00:00   ;   253,50 ;     
01.12.2007 00:00:00   ;   253,72 ;     
01.01.2008 00:00:00   ;   253,69 ;     
01.02.2008 00:00:00   ;   253,64 ;     
01.03.2008 00:00:00   ;   253,70 ;     
01.04.2008 00:00:00   ;   253,66 ;     
01.05.2008 00:00:00   ;   253,45 ;     
01.06.2008 00:00:00   ;   253,21 ;     
01.07.2008 00:00:00   ;   253,20 ;     
01.08.2008 00:00:00   ;   253,36 ;     
01.09.2008 00:00:00   ;   253,17 ;     
01.10.2008 00:00:00   ;   253,06 ;     
01.11.2008 00:00:00   ;   253,04 ;     
01.12.2008 00:00:00   ;   253,34 ;     
01.01.2009 00:00:00   ;   253,61 ;     
01.02.2009 00:00:00   ;   254,16 ;     
01.03.2009 00:00:00   ;   254,10 ;     
01.04.2009 00:00:00   ;   253,91 ;     
01.05.2009 00:00:00   ;   253,53 ;     
01.06.2009 00:00:00   ;   253,53 ;     
01.07.2009 00:00:00   ;   254,01 ;     
01.08.2009 00:00:00   ;   253,81 ;     
01.09.2009 00:00:00   ;   253,80 ;     
01.10.2009 00:00:00   ;   253,60 ;     
01.11.2009 00:00:00   ;   253,81 ;     
01.12.2009 00:00:00   ;   254,04 ;     
01.01.2010 00:00:00   ;   254,30 ;     
01.02.2010 00:00:00   ;   254,28 ;     
01.03.2010 00:00:00   ;   254,24 ;     
01.04.2010 00:00:00   ;   254,14 ;     
01.05.2010 00:00:00   ;   253,80 ;     
01.06.2010 00:00:00   ;   254,01 ;     
