Messstelle:                ;Altirdning, Bl  1230
HZB-Nummer:                ;336784
HD-Nummer:                 ;uw1230
DBMS-Nummer:               ;6002781
PorenGW-Gebiet:            ;157 Oberes Ennstal
Grundwasserkörper:         ;Oberes Ennstal (Landesgrenze bis Trautenfels) [DUJ
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1992
 Geländehöhe:              ;644,26
 Messpunkthöhe:            ;645,16
 Sohllage:                 ;635,16
 T-Messtiefe u.GOK:        ;7,10
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;14 04 54                 ;47 30 16
  01.01.1992               ;14 04 54                 ;47 30 16
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1992 00:00:00   ;   641,98 ;     
01.02.1992 00:00:00   ;   641,92 ;     
01.03.1992 00:00:00   ;   642,21 ;     
01.04.1992 00:00:00   ;   642,39 ;     
01.05.1992 00:00:00   ;   642,95 ;     
01.06.1992 00:00:00   ;   642,65 ;     
01.07.1992 00:00:00   ;   642,25 ;     
01.08.1992 00:00:00   ;   642,01 ;     
01.09.1992 00:00:00   ;   642,05 ;     
01.10.1992 00:00:00   ;   642,00 ;     
01.11.1992 00:00:00   ;   642,46 ;     
01.12.1992 00:00:00   ;   642,35 ;     
01.01.1993 00:00:00   ;   642,04 ;     
01.02.1993 00:00:00   ;   641,87 ;     
01.03.1993 00:00:00   ;   641,98 ;     
01.04.1993 00:00:00   ;   642,39 ;     
01.05.1993 00:00:00   ;   642,45 ;     
01.06.1993 00:00:00   ;   642,44 ;     
01.07.1993 00:00:00   ;   642,76 ;     
01.08.1993 00:00:00   ;   642,49 ;     
01.09.1993 00:00:00   ;   642,37 ;     
01.10.1993 00:00:00   ;   642,48 ;     
01.11.1993 00:00:00   ;   642,22 ;     
01.12.1993 00:00:00   ;   641,95 ;     
01.01.1994 00:00:00   ;   641,96 ;     
01.02.1994 00:00:00   ;   641,88 ;     
01.03.1994 00:00:00   ;   642,43 ;     
01.04.1994 00:00:00   ;   642,42 ;     
01.05.1994 00:00:00   ;   642,73 ;     
01.06.1994 00:00:00   ;   642,75 ;     
01.07.1994 00:00:00   ;   642,22 ;     
01.08.1994 00:00:00   ;   641,97 ;     
01.09.1994 00:00:00   ;   641,95 ;     
01.10.1994 00:00:00   ;   641,81 ;     
01.11.1994 00:00:00   ;   642,00 ;     
01.12.1994 00:00:00   ;   641,99 ;     
01.01.1995 00:00:00   ;   641,86 ;     
