Messstelle:                ;Eckartsau, Bl 1894.5
HZB-Nummer:                ;331058
HD-Nummer:                 ;3HD30454
DBMS-Nummer:               ;10001056
Fremdnummer:               ;1894.005
PorenGW-Gebiet:            ;224 Marchfeld
Grundwasserkörper:         ;Marchfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;via donau (WSD)
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;via donau - Österreichische Wasserstraßen-GmbH
Höhenangaben [m ü.A.]:     ;gültig seit: ;28.01.2014
 Geländehöhe:              ;146,03
 Messpunkthöhe:            ;147,86
 Sohllage:                 ;138,28
 T-Messtiefe u.GOK:        ;7,45
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.10.2021               ;16 48 14                 ;48 07 24
  01.01.2010               ;16 48 14                 ;48 07 24
  01.01.2007               ;16 48 14                 ;48 07 24
  01.01.1983               ;16 48 15                 ;48 07 24
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1983 00:00:00   ;   142,92 ;     
01.02.1983 00:00:00   ;   143,00 ;     
01.03.1983 00:00:00   ;   142,88 ;     
01.04.1983 00:00:00   ;   143,21 ;     
01.05.1983 00:00:00   ;   143,36 ;     
01.06.1983 00:00:00   ;   143,30 ;     
01.07.1983 00:00:00   ;   143,01 ;     
