Messstelle:                ;Dietzen, Bl 39116
HZB-Nummer:                ;332882
HD-Nummer:                 ;uw39116
DBMS-Nummer:               ;6002691
PorenGW-Gebiet:            ;400 Unteres Murtal
Grundwasserkörper:         ;Unteres Murtal [MUR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1988
 Geländehöhe:              ;213,86
 Messpunkthöhe:            ;214,76
 Sohllage:                 ;206,76
 T-Messtiefe u.GOK:        ;6,10
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;15 55 57                 ;46 42 12
  01.01.1988               ;15 55 57                 ;46 42 12
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1988 00:00:00   ;   211,60 ;     
01.02.1988 00:00:00   ;   211,81 ;     
01.03.1988 00:00:00   ;   211,74 ;     
01.04.1988 00:00:00   ;   211,82 ;     
01.05.1988 00:00:00   ;   211,95 ;     
01.06.1988 00:00:00   ;   211,84 ;     
01.07.1988 00:00:00   ;   211,64 ;     
01.08.1988 00:00:00   ;   211,46 ;     
01.09.1988 00:00:00   ;   211,69 ;     
01.10.1988 00:00:00   ;   211,67 ;     
01.11.1988 00:00:00   ;   211,54 ;     
01.12.1988 00:00:00   ;   211,50 ;     
01.01.1989 00:00:00   ;   211,41 ;     
01.02.1989 00:00:00   ;   211,33 ;     
01.03.1989 00:00:00   ;   211,43 ;     
01.04.1989 00:00:00   ;   211,67 ;     
01.05.1989 00:00:00   ;   211,87 ;     
01.06.1989 00:00:00   ;   211,87 ;     
01.07.1989 00:00:00   ;   212,23 ;     
01.08.1989 00:00:00   ;   212,04 ;     
01.09.1989 00:00:00   ;   211,98 ;     
01.10.1989 00:00:00   ;   212,07 ;     
01.11.1989 00:00:00   ;   211,65 ;     
01.12.1989 00:00:00   ;   211,47 ;     
01.01.1990 00:00:00   ;   211,35 ;     
01.02.1990 00:00:00   ;   211,37 ;     
01.03.1990 00:00:00   ;   211,48 ;     
01.04.1990 00:00:00   ;   211,71 ;     
01.05.1990 00:00:00   ;   211,75 ;     
01.06.1990 00:00:00   ;   211,83 ;     
01.07.1990 00:00:00   ;   211,87 ;     
01.08.1990 00:00:00   ;   211,53 ;     
01.09.1990 00:00:00   ;   211,35 ;     
01.10.1990 00:00:00   ;   211,36 ;     
01.11.1990 00:00:00   ;   211,96 ;     
01.12.1990 00:00:00   ;   211,81 ;     
01.01.1991 00:00:00   ;   211,64 ;     
01.02.1991 00:00:00   ;   211,44 ;     
01.03.1991 00:00:00   ;   211,53 ;     
01.04.1991 00:00:00   ;   211,67 ;     
01.05.1991 00:00:00   ;   212,01 ;     
01.06.1991 00:00:00   ;   211,96 ;     
01.07.1991 00:00:00   ;   211,96 ;     
01.08.1991 00:00:00   ;   211,99 ;     
01.09.1991 00:00:00   ;   211,56 ;     
01.10.1991 00:00:00   ;   211,47 ;     
01.11.1991 00:00:00   ;   211,75 ;     
01.12.1991 00:00:00   ;   211,82 ;     
01.01.1992 00:00:00   ;   211,61 ;     
01.02.1992 00:00:00   ;   211,52 ;     
01.03.1992 00:00:00   ;   211,55 ;     
01.04.1992 00:00:00   ;   211,72 ;     
01.05.1992 00:00:00   ;   211,98 ;     
01.06.1992 00:00:00   ;   211,93 ;     
01.07.1992 00:00:00   ;   211,59 ;     
01.08.1992 00:00:00   ;   211,28 ;     
01.09.1992 00:00:00   ;   211,16 ;     
01.10.1992 00:00:00   ;   211,32 ;     
01.11.1992 00:00:00   ;   211,69 ;     
01.12.1992 00:00:00   ;   211,88 ;     
01.01.1993 00:00:00   ;   211,60 ;     
01.02.1993 00:00:00   ;   211,46 ;     
01.03.1993 00:00:00   ;   211,40 ;     
01.04.1993 00:00:00   ;   211,42 ;     
01.05.1993 00:00:00   ;   211,54 ;     
01.06.1993 00:00:00   ;   211,39 ;     
01.07.1993 00:00:00   ;   211,35 ;     
01.08.1993 00:00:00   ;   211,38 ;     
01.09.1993 00:00:00   ;   211,21 ;     
01.10.1993 00:00:00   ;   211,89 ;     
01.11.1993 00:00:00   ;   212,00 ;     
01.12.1993 00:00:00   ;   211,83 ;     
01.01.1994 00:00:00   ;   211,90 ;     
01.02.1994 00:00:00   ;   211,62 ;     
01.03.1994 00:00:00   ;   211,59 ;     
01.04.1994 00:00:00   ;   211,81 ;     
01.05.1994 00:00:00   ;   211,81 ;     
01.06.1994 00:00:00   ;   211,72 ;     
01.07.1994 00:00:00   ;   211,60 ;     
01.08.1994 00:00:00   ;   211,47 ;     
01.09.1994 00:00:00   ;   211,52 ;     
01.10.1994 00:00:00   ;   211,53 ;     
01.11.1994 00:00:00   ;   211,84 ;     
01.12.1994 00:00:00   ;   211,65 ;     
01.01.1995 00:00:00   ;   211,63 ;     
01.02.1995 00:00:00   ;   211,74 ;     
01.03.1995 00:00:00   ;   211,98 ;     
01.04.1995 00:00:00   ;   211,80 ;     
01.05.1995 00:00:00   ;   211,86 ;     
01.06.1995 00:00:00   ;   211,87 ;     
01.07.1995 00:00:00   ;   211,76 ;     
01.08.1995 00:00:00   ;   211,53 ;     
01.09.1995 00:00:00   ;   211,71 ;     
01.10.1995 00:00:00   ;   211,60 ;     
01.11.1995 00:00:00   ;   211,39 ;     
01.12.1995 00:00:00   ;   211,36 ;     
01.01.1996 00:00:00   ;   211,64 ;     
01.02.1996 00:00:00   ;   211,52 ;     
01.03.1996 00:00:00   ;   211,60 ;     
01.04.1996 00:00:00   ;   212,25 ;     
01.05.1996 00:00:00   ;   212,17 ;     
01.06.1996 00:00:00   ;   211,79 ;     
01.07.1996 00:00:00   ;   211,89 ;     
01.08.1996 00:00:00   ;   211,61 ;     
01.09.1996 00:00:00   ;   211,75 ;     
01.10.1996 00:00:00   ;   212,07 ;     
01.11.1996 00:00:00   ;   211,93 ;     
01.12.1996 00:00:00   ;   211,76 ;     
01.01.1997 00:00:00   ;   211,55 ;     
01.02.1997 00:00:00   ;   211,50 ;     
01.03.1997 00:00:00   ;   211,52 ;     
01.04.1997 00:00:00   ;   211,50 ;     
01.05.1997 00:00:00   ;   211,66 ;     
01.06.1997 00:00:00   ;   211,69 ;     
01.07.1997 00:00:00   ;   211,84 ;     
01.08.1997 00:00:00   ;   211,83 ;     
01.09.1997 00:00:00   ;   211,59 ;     
01.10.1997 00:00:00   ;   211,39 ;     
01.11.1997 00:00:00   ;   211,31 ;     
01.12.1997 00:00:00   ;   211,57 ;     
01.01.1998 00:00:00   ;   211,56 ;     
01.02.1998 00:00:00   ;   211,36 ;     
01.03.1998 00:00:00   ;   211,33 ;     
01.04.1998 00:00:00   ;   211,45 ;     
01.05.1998 00:00:00   ;   211,52 ;     
01.06.1998 00:00:00   ;   211,44 ;     
01.07.1998 00:00:00   ;   211,61 ;     
01.08.1998 00:00:00   ;   211,57 ;     
01.09.1998 00:00:00   ;   211,80 ;     
01.10.1998 00:00:00   ;   211,99 ;     
01.11.1998 00:00:00   ;   212,07 ;     
01.12.1998 00:00:00   ;   211,79 ;     
01.01.1999 00:00:00   ;   211,60 ;     
01.02.1999 00:00:00   ;   211,49 ;     
01.03.1999 00:00:00   ;   211,65 ;     
01.04.1999 00:00:00   ;   211,74 ;     
01.05.1999 00:00:00   ;   212,05 ;     
01.06.1999 00:00:00   ;   211,92 ;     
01.07.1999 00:00:00   ;   211,93 ;     
01.08.1999 00:00:00   ;   211,93 ;     
01.09.1999 00:00:00   ;   211,98 ;     
01.10.1999 00:00:00   ;   211,69 ;     
01.11.1999 00:00:00   ;   211,52 ;     
01.12.1999 00:00:00   ;   211,57 ;     
01.01.2000 00:00:00   ;   211,47 ;     
01.02.2000 00:00:00   ;   211,50 ;     
01.03.2000 00:00:00   ;   211,59 ;     
01.04.2000 00:00:00   ;   211,81 ;     
01.05.2000 00:00:00   ;   211,90 ;     
01.06.2000 00:00:00   ;   211,60 ;     
01.07.2000 00:00:00   ;   211,43 ;     
01.08.2000 00:00:00   ;   211,36 ;     
01.09.2000 00:00:00   ;   211,22 ;     
01.10.2000 00:00:00   ;   211,50 ;     
01.11.2000 00:00:00   ;   211,73 ;     
01.12.2000 00:00:00   ;   211,75 ;     
01.01.2001 00:00:00   ;   211,70 ;     
01.02.2001 00:00:00   ;   211,58 ;     
01.03.2001 00:00:00   ;   211,52 ;     
01.04.2001 00:00:00   ;   211,70 ;     
01.05.2001 00:00:00   ;   211,74 ;     
01.06.2001 00:00:00   ;   211,60 ;     
01.07.2001 00:00:00   ;   211,41 ;     
01.08.2001 00:00:00   ;   211,20 ;     
01.09.2001 00:00:00   ;   211,24 ;     
01.10.2001 00:00:00   ;   211,24 ;     
01.11.2001 00:00:00   ;   211,11 ;     
01.12.2001 00:00:00   ;   211,04 ;     
01.01.2002 00:00:00   ;   210,97 ;     
01.02.2002 00:00:00   ;   211,02 ;     
01.03.2002 00:00:00   ;   211,13 ;     
01.04.2002 00:00:00   ;   211,28 ;     
01.05.2002 00:00:00   ;   211,45 ;     
01.06.2002 00:00:00   ;   211,38 ;     
01.07.2002 00:00:00   ;   211,25 ;     
01.08.2002 00:00:00   ;   211,42 ;     
01.09.2002 00:00:00   ;   211,34 ;     
01.10.2002 00:00:00   ;   211,33 ;     
01.11.2002 00:00:00   ;   211,36 ;     
01.12.2002 00:00:00   ;   211,75 ;     
01.01.2003 00:00:00   ;   211,58 ;     
01.02.2003 00:00:00   ;   211,44 ;     
01.03.2003 00:00:00   ;   211,43 ;     
01.04.2003 00:00:00   ;   211,37 ;     
01.05.2003 00:00:00   ;   211,41 ;     
01.06.2003 00:00:00   ;   211,33 ;     
01.07.2003 00:00:00   ;   211,15 ;     
01.08.2003 00:00:00   ;   210,99 ;     
01.09.2003 00:00:00   ;   211,03 ;     
01.10.2003 00:00:00   ;   211,14 ;     
01.11.2003 00:00:00   ;   211,23 ;     
01.12.2003 00:00:00   ;   211,22 ;     
01.01.2004 00:00:00   ;   211,22 ;     
01.02.2004 00:00:00   ;   211,24 ;     
01.03.2004 00:00:00   ;   211,43 ;     
01.04.2004 00:00:00   ;   211,80 ;     
01.05.2004 00:00:00   ;   211,79 ;     
01.06.2004 00:00:00   ;   211,91 ;     
01.07.2004 00:00:00   ;   211,97 ;     
01.08.2004 00:00:00   ;   211,52 ;     
01.09.2004 00:00:00   ;   211,40 ;     
01.10.2004 00:00:00   ;   211,34 ;     
01.11.2004 00:00:00   ;   211,41 ;     
01.12.2004 00:00:00   ;   211,33 ;     
01.01.2005 00:00:00   ;   211,27 ;     
01.02.2005 00:00:00   ;   211,17 ;     
01.03.2005 00:00:00   ;   211,32 ;     
01.04.2005 00:00:00   ;   211,78 ;     
01.05.2005 00:00:00   ;   211,84 ;     
01.06.2005 00:00:00   ;   211,60 ;     
01.07.2005 00:00:00   ;   211,75 ;     
01.08.2005 00:00:00   ;   211,91 ;     
01.09.2005 00:00:00   ;   212,03 ;     
01.10.2005 00:00:00   ;   212,02 ;     
01.11.2005 00:00:00   ;   211,60 ;     
01.12.2005 00:00:00   ;   211,60 ;     
01.01.2006 00:00:00   ;   211,53 ;     
01.02.2006 00:00:00   ;   211,44 ;     
01.03.2006 00:00:00   ;   211,73 ;     
01.04.2006 00:00:00   ;   211,93 ;     
01.05.2006 00:00:00   ;   212,10 ;     
01.06.2006 00:00:00   ;   212,00 ;     
01.07.2006 00:00:00   ;   211,69 ;     
01.08.2006 00:00:00   ;   211,57 ;     
01.09.2006 00:00:00   ;   211,51 ;     
01.10.2006 00:00:00   ;   211,40 ;     
01.11.2006 00:00:00   ;   211,34 ;     
01.12.2006 00:00:00   ;   211,29 ;     
01.01.2007 00:00:00   ;   211,24 ;     
01.02.2007 00:00:00   ;   211,31 ;     
01.03.2007 00:00:00   ;   211,48 ;     
01.04.2007 00:00:00   ;   211,64 ;     
01.05.2007 00:00:00   ;   211,52 ;     
01.06.2007 00:00:00   ;   211,43 ;     
01.07.2007 00:00:00   ;   211,40 ;     
01.08.2007 00:00:00   ;   211,26 ;     
01.09.2007 00:00:00   ;   211,52 ;     
01.10.2007 00:00:00   ;   211,53 ;     
01.11.2007 00:00:00   ;   211,51 ;     
01.12.2007 00:00:00   ;   211,56 ;     
01.01.2008 00:00:00   ;   211,42 ;     
01.02.2008 00:00:00   ;   211,33 ;     
01.03.2008 00:00:00   ;   211,37 ;     
01.04.2008 00:00:00   ;   211,68 ;     
