Messstelle:                ;Lind, Br 207
HZB-Nummer:                ;338897
HD-Nummer:                 ;
DBMS-Nummer:               ;2002146
PorenGW-Gebiet:            ;537 Krappfeld obere Nebenstockwerke
Grundwasserkörper:         ;Krappfeld [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.08.1992
 Geländehöhe:              ;587,18
 Messpunkthöhe:            ;587,18
 Sohllage:                 ;573,88
 T-Messtiefe u.GOK:        ;12,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  07.01.1988               ;14 27 56                 ;46 49 52
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2002 durch Pumpversuche beeinflusst
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.04.1988 00:00:00   ;   578,98 ;     
01.05.1988 00:00:00   ;   579,00 ;     
01.06.1988 00:00:00   ;   579,02 ;     
01.07.1988 00:00:00   ;   579,01 ;     
01.08.1988 00:00:00   ;   578,96 ;     
01.09.1988 00:00:00   ;   578,98 ;     
01.10.1988 00:00:00   ;   579,02 ;     
01.11.1988 00:00:00   ;   579,02 ;     
01.12.1988 00:00:00   ;   578,98 ;     
01.01.1989 00:00:00   ;   578,93 ;     
01.02.1989 00:00:00   ;   578,89 ;     
01.03.1989 00:00:00   ;   578,86 ;     
01.04.1989 00:00:00   ;   578,79 ;     
01.05.1989 00:00:00   ;   578,69 ;     
01.06.1989 00:00:00   ;   578,66 ;     
01.07.1989 00:00:00   ;   578,81 ;     
01.08.1989 00:00:00   ;   578,87 ;     
01.09.1989 00:00:00   ;   578,94 ;     
01.10.1989 00:00:00   ;   579,01 ;     
01.11.1989 00:00:00   ;   579,03 ;     
01.12.1989 00:00:00   ;   579,02 ;     
01.01.1990 00:00:00   ;   578,97 ;     
01.02.1990 00:00:00   ;   578,92 ;     
01.03.1990 00:00:00   ;   578,85 ;     
01.04.1990 00:00:00   ;   578,80 ;     
01.05.1990 00:00:00   ;   578,71 ;     
01.06.1990 00:00:00   ;   578,70 ;     
01.07.1990 00:00:00   ;   578,72 ;     
01.08.1990 00:00:00   ;   578,74 ;     
01.09.1990 00:00:00   ;   578,74 ;     
01.10.1990 00:00:00   ;Lücke     ;     
01.11.1990 00:00:00   ;Lücke     ;     
01.12.1990 00:00:00   ;Lücke     ;     
01.01.1991 00:00:00   ;Lücke     ;     
