Messstelle:                ;Wien 22, Bl 22-188/LSG1
HZB-Nummer:                ;341511
HD-Nummer:                 ;22-188
DBMS-Nummer:               ;9002235
PorenGW-Gebiet:            ;224 Marchfeld
Grundwasserkörper:         ;Marchfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Wien (MA 45)
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.10.2021
 Geländehöhe:              ;151,37
 Messpunkthöhe:            ;152,17
 Sohllage:                 ;146,67
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1978               ;16 34 01                 ;48 08 33
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  1999 HG15 häufig trockengefallen
  2000 HG15 häufig trockengefallen
  2001 HG01 bei Donauhochwasser kein Zugang möglich
  2001 HG06 durch Donauhochwasser beeinflusst
  2002 HG20 durch Donauhochwasser beeinflusst, fallweise unzugänglich
  2004 HG06 durch Donauhochwasser beeinflusst
  2005 HG06 durch Donauhochwasser beeinflusst
  2006 HG06 durch Donauhochwasser beeinflusst
  2009 HG06 durch Donauhochwasser beeinflusst
  2010 HG06 durch Donauhochwasser beeinflusst
  2010 HG20 durch Donauhochwasser beeinflusst, fallweise unzugänglich
  2011 HG06 durch Donauhochwasser beeinflusst
  2011 häufig unzugänglich
  2015 HG14 fehlende Monatsmittel zufolge Datensammlerausfall
  2019 HG28 gerätetechnisch bedingte Datenausfälle
  2020 HG31 Messstelle zeitweise nicht zugänglich
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
