Messstelle:                ;Wernberg, Bl 603
HZB-Nummer:                ;338434
HD-Nummer:                 ;
DBMS-Nummer:               ;2002123
PorenGW-Gebiet:            ;415 Unteres Drautal
Grundwasserkörper:         ;Drautal [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;07.09.2021
 Geländehöhe:              ;481,97
 Messpunkthöhe:            ;483,11
 Sohllage:                 ;471,84
 T-Messtiefe u.GOK:        ;8,86
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  11.12.1972               ;13 58 23                 ;46 35 51
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.07.1991 00:00:00   ;   477,52 ;     
01.08.1991 00:00:00   ;   477,38 ;     
01.09.1991 00:00:00   ;   477,28 ;     
01.10.1991 00:00:00   ;   477,20 ;     
01.11.1991 00:00:00   ;   477,29 ;     
01.12.1991 00:00:00   ;   477,62 ;     
01.01.1992 00:00:00   ;   477,47 ;     
01.02.1992 00:00:00   ;   477,32 ;     
01.03.1992 00:00:00   ;   477,22 ;     
01.04.1992 00:00:00   ;   477,43 ;     
01.05.1992 00:00:00   ;   477,55 ;     
01.06.1992 00:00:00   ;   477,46 ;     
01.07.1992 00:00:00   ;   477,33 ;     
01.08.1992 00:00:00   ;   477,23 ;     
01.09.1992 00:00:00   ;   477,18 ;     
01.10.1992 00:00:00   ;   477,19 ;     
01.11.1992 00:00:00   ;   477,44 ;     
01.12.1992 00:00:00   ;   477,81 ;     
01.01.1993 00:00:00   ;   477,74 ;     
01.02.1993 00:00:00   ;   477,53 ;     
01.03.1993 00:00:00   ;   477,37 ;     
01.04.1993 00:00:00   ;   477,27 ;     
01.05.1993 00:00:00   ;   477,20 ;     
01.06.1993 00:00:00   ;   477,15 ;     
01.07.1993 00:00:00   ;   477,12 ;     
01.08.1993 00:00:00   ;   477,10 ;     
01.09.1993 00:00:00   ;   477,07 ;     
01.10.1993 00:00:00   ;   477,35 ;     
01.11.1993 00:00:00   ;   477,94 ;     
01.12.1993 00:00:00   ;   477,78 ;     
01.01.1994 00:00:00   ;   477,77 ;     
01.02.1994 00:00:00   ;   477,77 ;     
01.03.1994 00:00:00   ;   477,62 ;     
01.04.1994 00:00:00   ;   477,57 ;     
01.05.1994 00:00:00   ;   477,60 ;     
01.06.1994 00:00:00   ;   477,46 ;     
01.07.1994 00:00:00   ;   477,37 ;     
01.08.1994 00:00:00   ;   477,28 ;     
01.09.1994 00:00:00   ;   477,24 ;     
01.10.1994 00:00:00   ;   477,26 ;     
01.11.1994 00:00:00   ;   477,45 ;     
01.12.1994 00:00:00   ;   477,51 ;     
01.01.1995 00:00:00   ;   477,38 ;     
01.02.1995 00:00:00   ;   477,36 ;     
01.03.1995 00:00:00   ;   477,62 ;     
01.04.1995 00:00:00   ;   477,38 ;     
01.05.1995 00:00:00   ;   477,13 ;     
01.06.1995 00:00:00   ;   476,97 ;     
01.07.1995 00:00:00   ;   476,92 ;     
01.08.1995 00:00:00   ;   476,82 ;     
01.09.1995 00:00:00   ;   476,81 ;     
01.10.1995 00:00:00   ;   476,84 ;     
01.11.1995 00:00:00   ;   476,77 ;     
01.12.1995 00:00:00   ;   476,70 ;     
01.01.1996 00:00:00   ;   476,67 ;     
01.02.1996 00:00:00   ;   476,67 ;     
01.03.1996 00:00:00   ;   476,69 ;     
01.04.1996 00:00:00   ;   476,97 ;     
01.05.1996 00:00:00   ;   477,03 ;     
01.06.1996 00:00:00   ;   476,98 ;     
01.07.1996 00:00:00   ;   477,09 ;     
01.08.1996 00:00:00   ;   477,11 ;     
01.09.1996 00:00:00   ;   477,02 ;     
01.10.1996 00:00:00   ;   477,09 ;     
01.11.1996 00:00:00   ;   477,35 ;     
01.12.1996 00:00:00   ;   477,60 ;     
01.01.1997 00:00:00   ;   477,32 ;     
01.02.1997 00:00:00   ;   477,10 ;     
