Messstelle:                ;Eckartsau, Bl 1894.023
HZB-Nummer:                ;356154
HD-Nummer:                 ;3HD39423
DBMS-Nummer:               ;10001125
Fremdnummer:               ;1894.023
PorenGW-Gebiet:            ;224 Marchfeld
Grundwasserkörper:         ;Marchfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;via donau (WSD)
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;via donau - Österreichische Wasserstraßen-GmbH
Höhenangaben [m ü.A.]:     ;gültig seit: ;24.04.2013
 Geländehöhe:              ;145,95
 Messpunkthöhe:            ;148,11
 Sohllage:                 ;140,20
 T-Messtiefe u.GOK:        ;7,60
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.10.2021               ;16 48 13                 ;48 07 58
  01.01.2010               ;16 48 10                 ;48 07 59
  28.11.1984               ;16 48 10                 ;48 07 59
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.02.1998 00:00:00   ;   142,13 ;     
01.03.1998 00:00:00   ;   142,14 ;     
01.04.1998 00:00:00   ;   142,35 ;     
01.05.1998 00:00:00   ;   142,27 ;     
01.06.1998 00:00:00   ;   142,16 ;     
01.07.1998 00:00:00   ;   142,15 ;     
01.08.1998 00:00:00   ;   142,02 ;     
01.09.1998 00:00:00   ;   141,97 ;     
01.10.1998 00:00:00   ;   142,17 ;     
01.11.1998 00:00:00   ;   142,66 ;     
01.12.1998 00:00:00   ;   142,80 ;     
01.01.1999 00:00:00   ;   142,67 ;     
01.02.1999 00:00:00   ;   142,64 ;     
01.03.1999 00:00:00   ;   143,21 ;     
01.04.1999 00:00:00   ;   143,09 ;     
01.05.1999 00:00:00   ;   143,36 ;     
01.06.1999 00:00:00   ;   143,45 ;     
01.07.1999 00:00:00   ;   143,11 ;     
01.08.1999 00:00:00   ;   142,84 ;     
01.09.1999 00:00:00   ;   142,60 ;     
01.10.1999 00:00:00   ;   142,36 ;     
01.11.1999 00:00:00   ;   142,23 ;     
01.12.1999 00:00:00   ;   142,16 ;     
01.01.2000 00:00:00   ;   142,22 ;     
01.02.2000 00:00:00   ;   142,58 ;     
01.03.2000 00:00:00   ;   142,93 ;     
01.04.2000 00:00:00   ;   143,23 ;     
01.05.2000 00:00:00   ;   143,09 ;     
01.06.2000 00:00:00   ;   142,78 ;     
01.07.2000 00:00:00   ;   142,45 ;     
01.08.2000 00:00:00   ;   142,48 ;     
01.09.2000 00:00:00   ;   142,33 ;     
01.10.2000 00:00:00   ;   142,32 ;     
01.11.2000 00:00:00   ;   142,27 ;     
01.12.2000 00:00:00   ;   142,18 ;     
01.01.2001 00:00:00   ;   142,13 ;     
01.02.2001 00:00:00   ;   142,15 ;     
01.03.2001 00:00:00   ;   142,30 ;     
01.04.2001 00:00:00   ;   142,88 ;     
01.05.2001 00:00:00   ;   142,88 ;     
01.06.2001 00:00:00   ;   142,88 ;     
01.07.2001 00:00:00   ;   142,89 ;     
01.08.2001 00:00:00   ;   142,87 ;     
01.09.2001 00:00:00   ;   142,87 ;     
01.10.2001 00:00:00   ;   142,56 ;     
01.11.2001 00:00:00   ;   142,24 ;     
01.12.2001 00:00:00   ;   142,31 ;     
01.01.2002 00:00:00   ;   142,28 ;     
01.02.2002 00:00:00   ;   142,33 ;     
01.03.2002 00:00:00   ;   143,44 ;     
01.04.2002 00:00:00   ;   143,89 ;     
01.05.2002 00:00:00   ;   143,06 ;     
01.06.2002 00:00:00   ;   142,84 ;     
01.07.2002 00:00:00   ;   142,58 ;     
01.08.2002 00:00:00   ;   144,72 ;     
01.09.2002 00:00:00   ;Lücke     ;     
01.10.2002 00:00:00   ;Lücke     ;     
