Messstelle:                ;Baumgarten, Bl 2099.011
HZB-Nummer:                ;308676
HD-Nummer:                 ;2099.011
DBMS-Nummer:               ;4002210
PorenGW-Gebiet:            ;177 Nördliches Machland
Grundwasserkörper:         ;Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;16.07.1973
 Geländehöhe:              ;241,18
 Messpunkthöhe:            ;241,38
 Sohllage:                 ;234,08
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 38 43                 ;48 12 39
  01.01.2003               ;14 38 46                 ;48 12 41
  01.01.1964               ;14 38 46                 ;48 12 41
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1970 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  1970 AKorr 2001: Regimeänderung durch Flussregelung
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1970 00:00:00   ;   235,54 ;     
01.02.1970 00:00:00   ;   235,66 ;     
01.03.1970 00:00:00   ;   236,42 ;     
01.04.1970 00:00:00   ;   236,46 ;     
01.05.1970 00:00:00   ;   236,31 ;     
01.06.1970 00:00:00   ;   236,40 ;     
01.07.1970 00:00:00   ;   236,48 ;     
01.08.1970 00:00:00   ;   236,40 ;     
01.09.1970 00:00:00   ;   236,51 ;     
01.10.1970 00:00:00   ;   236,29 ;     
01.11.1970 00:00:00   ;   236,22 ;     
01.12.1970 00:00:00   ;   236,35 ;     
01.01.1971 00:00:00   ;   236,24 ;     
01.02.1971 00:00:00   ;   236,08 ;     
01.03.1971 00:00:00   ;   236,01 ;     
01.04.1971 00:00:00   ;   235,96 ;     
01.05.1971 00:00:00   ;   235,93 ;     
01.06.1971 00:00:00   ;   235,84 ;     
01.07.1971 00:00:00   ;   235,75 ;     
01.08.1971 00:00:00   ;   235,66 ;     
01.09.1971 00:00:00   ;   235,55 ;     
01.10.1971 00:00:00   ;   235,49 ;     
01.11.1971 00:00:00   ;   235,41 ;     
01.12.1971 00:00:00   ;   235,37 ;     
01.01.1972 00:00:00   ;   235,29 ;     
01.02.1972 00:00:00   ;   235,31 ;     
01.03.1972 00:00:00   ;   235,32 ;     
01.04.1972 00:00:00   ;   235,33 ;     
01.05.1972 00:00:00   ;   235,45 ;     
01.06.1972 00:00:00   ;   235,47 ;     
01.07.1972 00:00:00   ;   235,54 ;     
01.08.1972 00:00:00   ;   235,88 ;     
01.09.1972 00:00:00   ;   235,91 ;     
01.10.1972 00:00:00   ;   235,82 ;     
01.11.1972 00:00:00   ;   235,75 ;     
01.12.1972 00:00:00   ;   235,65 ;     
01.01.1973 00:00:00   ;   235,57 ;     
01.02.1973 00:00:00   ;   235,50 ;     
01.03.1973 00:00:00   ;   235,61 ;     
01.04.1973 00:00:00   ;   235,86 ;     
01.05.1973 00:00:00   ;   235,89 ;     
01.06.1973 00:00:00   ;   235,86 ;     
01.07.1973 00:00:00   ;   235,88 ;     
01.08.1973 00:00:00   ;   235,86 ;     
01.09.1973 00:00:00   ;   235,76 ;     
01.10.1973 00:00:00   ;   235,67 ;     
01.11.1973 00:00:00   ;   235,56 ;     
01.12.1973 00:00:00   ;   235,51 ;     
01.01.1974 00:00:00   ;   235,59 ;     
01.02.1974 00:00:00   ;   235,93 ;     
01.03.1974 00:00:00   ;   236,04 ;     
01.04.1974 00:00:00   ;   235,98 ;     
01.05.1974 00:00:00   ;   235,92 ;     
01.06.1974 00:00:00   ;   235,91 ;     
01.07.1974 00:00:00   ;   236,10 ;     
01.08.1974 00:00:00   ;   236,32 ;     
01.09.1974 00:00:00   ;   236,21 ;     
01.10.1974 00:00:00   ;   236,04 ;     
01.11.1974 00:00:00   ;   235,89 ;     
01.12.1974 00:00:00   ;   236,14 ;     
01.01.1975 00:00:00   ;   236,74 ;     
01.02.1975 00:00:00   ;   236,78 ;     
01.03.1975 00:00:00   ;   236,63 ;     
01.04.1975 00:00:00   ;   236,38 ;     
