Messstelle:                ;Sachsenburg, Bl 407
HZB-Nummer:                ;317909
HD-Nummer:                 ;
DBMS-Nummer:               ;2002074
PorenGW-Gebiet:            ;410 Oberes Drautal
Grundwasserkörper:         ;Drautal [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;22.08.2019
 Geländehöhe:              ;561,41
 Messpunkthöhe:            ;562,15
 Sohllage:                 ;558,41
 T-Messtiefe u.GOK:        ;2,56
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  10.03.1988               ;13 21 24                 ;46 48 20
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2014 HG28 gerätetechnisch bedingte Datenausfälle
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.04.1988 00:00:00   ;   559,75 ;     
01.05.1988 00:00:00   ;   560,33 ;     
01.06.1988 00:00:00   ;   560,45 ;     
01.07.1988 00:00:00   ;   560,68 ;     
01.08.1988 00:00:00   ;   560,41 ;     
01.09.1988 00:00:00   ;   560,24 ;     
01.10.1988 00:00:00   ;   560,00 ;     
01.11.1988 00:00:00   ;   559,68 ;     
01.12.1988 00:00:00   ;   559,49 ;     
01.01.1989 00:00:00   ;   559,35 ;     
01.02.1989 00:00:00   ;   559,29 ;     
01.03.1989 00:00:00   ;   559,44 ;     
01.04.1989 00:00:00   ;   559,82 ;     
01.05.1989 00:00:00   ;   560,19 ;     
01.06.1989 00:00:00   ;   560,49 ;     
01.07.1989 00:00:00   ;   560,91 ;     
01.08.1989 00:00:00   ;   560,45 ;     
01.09.1989 00:00:00   ;   560,09 ;     
01.10.1989 00:00:00   ;   559,79 ;     
01.11.1989 00:00:00   ;   559,75 ;     
01.12.1989 00:00:00   ;   559,51 ;     
01.01.1990 00:00:00   ;   559,37 ;     
01.02.1990 00:00:00   ;   559,36 ;     
01.03.1990 00:00:00   ;   559,42 ;     
01.04.1990 00:00:00   ;   559,60 ;     
01.05.1990 00:00:00   ;   560,03 ;     
01.06.1990 00:00:00   ;   560,43 ;     
01.07.1990 00:00:00   ;   560,67 ;     
01.08.1990 00:00:00   ;   560,26 ;     
01.09.1990 00:00:00   ;   559,86 ;     
01.10.1990 00:00:00   ;   559,82 ;     
01.11.1990 00:00:00   ;   560,19 ;     
01.12.1990 00:00:00   ;   559,97 ;     
01.01.1991 00:00:00   ;   559,62 ;     
01.02.1991 00:00:00   ;   559,49 ;     
01.03.1991 00:00:00   ;   559,90 ;     
01.04.1991 00:00:00   ;   559,94 ;     
01.05.1991 00:00:00   ;   560,12 ;     
01.06.1991 00:00:00   ;   560,88 ;     
01.07.1991 00:00:00   ;   561,05 ;     
01.08.1991 00:00:00   ;   560,57 ;     
01.09.1991 00:00:00   ;   560,05 ;     
01.10.1991 00:00:00   ;   560,01 ;     
01.11.1991 00:00:00   ;   559,86 ;     
01.12.1991 00:00:00   ;   559,69 ;     
01.01.1992 00:00:00   ;   559,51 ;     
01.02.1992 00:00:00   ;   559,49 ;     
01.03.1992 00:00:00   ;   559,52 ;     
01.04.1992 00:00:00   ;   559,85 ;     
01.05.1992 00:00:00   ;   560,61 ;     
01.06.1992 00:00:00   ;   560,73 ;     
01.07.1992 00:00:00   ;   560,52 ;     
01.08.1992 00:00:00   ;   560,22 ;     
01.09.1992 00:00:00   ;   560,03 ;     
01.10.1992 00:00:00   ;   560,27 ;     
01.11.1992 00:00:00   ;   560,02 ;     
01.12.1992 00:00:00   ;   559,97 ;     
01.01.1993 00:00:00   ;   559,59 ;     
01.02.1993 00:00:00   ;   559,48 ;     
01.03.1993 00:00:00   ;   559,43 ;     
01.04.1993 00:00:00   ;   559,46 ;     
01.05.1993 00:00:00   ;   559,89 ;     
01.06.1993 00:00:00   ;   560,32 ;     
01.07.1993 00:00:00   ;   560,49 ;     
01.08.1993 00:00:00   ;   560,35 ;     
01.09.1993 00:00:00   ;   560,12 ;     
01.10.1993 00:00:00   ;   561,09 ;     
01.11.1993 00:00:00   ;   560,47 ;     
01.12.1993 00:00:00   ;   559,95 ;     
01.01.1994 00:00:00   ;   559,88 ;     
01.02.1994 00:00:00   ;   559,70 ;     
01.03.1994 00:00:00   ;   559,66 ;     
01.04.1994 00:00:00   ;   559,71 ;     
01.05.1994 00:00:00   ;   560,17 ;     
01.06.1994 00:00:00   ;   560,50 ;     
01.07.1994 00:00:00   ;   560,41 ;     
01.08.1994 00:00:00   ;   560,18 ;     
01.09.1994 00:00:00   ;   560,50 ;     
01.10.1994 00:00:00   ;   560,04 ;     
01.11.1994 00:00:00   ;   559,81 ;     
01.12.1994 00:00:00   ;   559,58 ;     
01.01.1995 00:00:00   ;   559,43 ;     
01.02.1995 00:00:00   ;   559,40 ;     
01.03.1995 00:00:00   ;   559,42 ;     
01.04.1995 00:00:00   ;   559,43 ;     
01.05.1995 00:00:00   ;   559,82 ;     
01.06.1995 00:00:00   ;   560,66 ;     
01.07.1995 00:00:00   ;   560,78 ;     
01.08.1995 00:00:00   ;   560,24 ;     
01.09.1995 00:00:00   ;   560,26 ;     
01.10.1995 00:00:00   ;   559,85 ;     
01.11.1995 00:00:00   ;   559,57 ;     
01.12.1995 00:00:00   ;   559,45 ;     
01.01.1996 00:00:00   ;   559,40 ;     
01.02.1996 00:00:00   ;   559,31 ;     
01.03.1996 00:00:00   ;   559,31 ;     
01.04.1996 00:00:00   ;   559,37 ;     
01.05.1996 00:00:00   ;   559,92 ;     
01.06.1996 00:00:00   ;   560,32 ;     
01.07.1996 00:00:00   ;   560,49 ;     
01.08.1996 00:00:00   ;   560,36 ;     
01.09.1996 00:00:00   ;   560,04 ;     
01.10.1996 00:00:00   ;   560,49 ;     
01.11.1996 00:00:00   ;   560,65 ;     
01.12.1996 00:00:00   ;   560,08 ;     
01.01.1997 00:00:00   ;   559,70 ;     
01.02.1997 00:00:00   ;   559,57 ;     
01.03.1997 00:00:00   ;   559,58 ;     
