Messstelle:                ;Arnoldstein, Bl 122
HZB-Nummer:                ;351924
HD-Nummer:                 ;
DBMS-Nummer:               ;2002385
PorenGW-Gebiet:            ;425 Unteres Gailtal
Grundwasserkörper:         ;Gailtal [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;16.04.2015
 Geländehöhe:              ;559,84
 Messpunkthöhe:            ;560,84
 Sohllage:                 ;528,74
 T-Messtiefe u.GOK:        ;21,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  28.09.2005               ;13 42 05                 ;46 33 35
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.03.2006 00:00:00   ;   542,42 ;     
01.04.2006 00:00:00   ;   543,75 ;     
01.05.2006 00:00:00   ;   543,50 ;     
01.06.2006 00:00:00   ;   542,93 ;     
01.07.2006 00:00:00   ;   542,15 ;     
01.08.2006 00:00:00   ;   542,17 ;     
01.09.2006 00:00:00   ;   542,23 ;     
01.10.2006 00:00:00   ;   542,64 ;     
01.11.2006 00:00:00   ;   542,45 ;     
01.12.2006 00:00:00   ;   542,71 ;     
01.01.2007 00:00:00   ;   542,50 ;     
01.02.2007 00:00:00   ;   542,40 ;     
