Messstelle:                ;Moosbrunn, Bl S1
HZB-Nummer:                ;315945
HD-Nummer:                 ;
DBMS-Nummer:               ;11002048
PorenGW-Gebiet:            ;250 Südliches Wiener Becken
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;Magistratsabteilung 31
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;Stadt Wien, Magistratsabteilung 31 - Wasserwerke
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1990
 Geländehöhe:              ;187,70
 Messpunkthöhe:            ;188,80
 Sohllage:                 ;182,06
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  30.07.1973               ;16 25 39                 ;48 00 20
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  2004 bis 2015 FG05 durch Entnahme zeitweise beeinflusst
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
10.09.1973 07:01:00   ;   185,42 ;     
24.10.1974 07:01:00   ;   185,34 ;     
23.06.1975 07:01:00   ;   185,42 ;     
02.09.1976 07:01:00   ;   185,26 ;     
05.09.1977 07:01:00   ;   185,46 ;     
11.09.1978 07:01:00   ;   185,32 ;     
01.01.1979 00:00:05   ;   185,45 ;     
11.09.1980 07:01:00   ;   185,35 ;     
10.09.1981 07:01:00   ;   185,39 ;     
19.07.1982 07:01:00   ;   185,36 ;     
12.09.1983 07:01:00   ;   185,28 ;     
10.09.1984 07:01:00   ;   185,36 ;     
21.11.1985 07:01:00   ;   185,61 ;     
27.10.1986 07:01:00   ;   185,52 ;     
02.11.1987 07:01:00   ;   185,52 ;     
22.08.1988 07:01:00   ;   185,42 ;     
07.08.1989 07:01:00   ;   185,56 ;     
10.09.1990 07:01:00   ;   185,39 ;     
11.11.1991 07:01:00   ;   185,59 ;     
24.08.1992 07:01:00   ;   185,39 ;     
19.08.1993 07:01:00   ;   185,31 ;     
06.10.1994 07:01:00   ;   185,43 ;     
04.09.1995 07:01:00   ;   185,45 ;     
26.08.1996 07:01:00   ;   185,89 ;     
10.11.1997 07:01:00   ;   185,65 ;     
24.08.1998 07:01:00   ;   185,43 ;     
08.11.1999 07:01:00   ;   185,68 ;     
31.07.2000 07:01:00   ;   185,46 ;     
03.09.2001 07:01:00   ;   185,41 ;     
12.08.2002 07:01:00   ;   185,55 ;     
22.09.2003 07:01:00   ;   185,41 ;     
04.10.2004 07:01:00   ;   185,48 ;     
15.08.2005 07:01:00   ;   185,56 ;     
13.11.2006 07:01:00   ;   185,66 ;     
06.08.2007 07:01:00   ;   185,48 ;     
23.06.2008 07:01:00   ;   185,74 ;     
22.06.2009 07:01:00   ;   185,72 ;     
02.08.2010 07:01:00   ;   185,75 ;     
10.10.2011 07:01:00   ;   185,48 ;     
23.07.2012 07:01:00   ;   185,43 ;     
16.09.2013 07:01:00   ;   185,53 ;     
28.07.2014 07:01:00   ;   185,68 ;     
14.09.2015 07:01:00   ;   185,44 ;     
17.10.2016 07:01:00   ;   185,60 ;     
28.08.2017 07:01:00   ;   185,41 ;     
27.08.2018 07:01:00   ;   185,55 ;     
26.08.2019 07:01:00   ;   185,50 ;     
07.09.2020 07:01:00   ;   185,51 ;     
09.08.2021 07:01:00   ;   185,54 ;     
