Messstelle:                ;Pergkirchen, Bl 2097.015
HZB-Nummer:                ;316612
HD-Nummer:                 ;2097.015
DBMS-Nummer:               ;4002378
PorenGW-Gebiet:            ;177 Nördliches Machland
Grundwasserkörper:         ;Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Wasserverband Naarn
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.2013
 Geländehöhe:              ;240,12
 Messpunkthöhe:            ;241,02
 Sohllage:                 ;235,68
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 40 27                 ;48 13 51
  01.01.2003               ;14 40 37                 ;48 13 56
  11.12.1998               ;14 04 37                 ;48 13 56
  15.02.1972               ;14 40 36                 ;48 13 57
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  1999 Beobachtung teilweise durch Baustelle beeinträchtigt
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
07.11.1972 07:01:00   ;   238,73 ;     
16.10.1973 07:01:00   ;   238,52 ;     
09.10.1974 07:01:00   ;   238,86 ;     
22.12.1975 07:01:00   ;   238,77 ;     
20.07.1976 07:01:00   ;   238,58 ;     
31.10.1977 07:01:00   ;   238,67 ;     
04.12.1978 07:01:00   ;   238,63 ;     
30.01.1979 07:01:00   ;   238,84 ;     
07.10.1980 07:01:00   ;   238,92 ;     
08.09.1981 07:01:00   ;   238,74 ;     
02.11.1982 07:01:00   ;   238,79 ;     
22.11.1983 07:01:00   ;   238,56 ;     
31.12.1984 23:59:55   ;   238,74 ;     
08.01.1985 07:01:00   ;   238,72 ;     
07.10.1986 07:01:00   ;   238,54 ;     
17.11.1987 07:01:00   ;   238,86 ;     
18.10.1988 07:01:00   ;   238,84 ;     
25.07.1989 07:01:00   ;   238,91 ;     
04.09.1990 07:01:00   ;   238,71 ;     
12.11.1991 07:01:00   ;   238,76 ;     
01.09.1992 07:01:00   ;   238,42 ;     
13.07.1993 07:01:00   ;   238,79 ;     
18.10.1994 07:01:00   ;   238,59 ;     
16.08.1995 07:01:00   ;   238,72 ;     
01.10.1996 07:01:00   ;   239,18 ;     
11.11.1997 07:01:00   ;   238,86 ;     
01.09.1998 07:01:00   ;   238,76 ;     
09.11.1999 07:01:00   ;   238,74 ;     
12.09.2000 07:01:00   ;   238,75 ;     
14.08.2001 07:01:00   ;   238,78 ;     
06.08.2002 07:01:00   ;   238,82 ;     
02.09.2003 07:01:00   ;   238,70 ;     
06.01.2004 07:01:00   ;   238,76 ;     
13.12.2005 07:01:00   ;   238,90 ;     
26.12.2006 07:01:00   ;   238,84 ;     
26.08.2007 07:01:00   ;   238,65 ;     
07.11.2008 07:01:00   ;   238,77 ;     
30.01.2009 07:01:00   ;   238,95 ;     
19.11.2010 07:01:00   ;   239,01 ;     
13.09.2011 07:01:00   ;   238,61 ;     
19.10.2012 07:01:00   ;   238,62 ;     
01.11.2013 07:01:00   ;   238,91 ;     
15.05.2014 07:01:00   ;   238,74 ;     
31.08.2015 10:00:00   ;   238,46 ;     
07.01.2016 07:01:00   ;   238,62 ;     
19.10.2017 07:01:00   ;   238,56 ;     
22.08.2018 07:01:00   ;   238,37 ;     
18.12.2019 07:01:00   ;   238,47 ;     
15.01.2020 07:01:00   ;   238,53 ;     
24.11.2021 07:01:00   ;   238,77 ;     
