Messstelle:                ;Stadl-Hausruck, Br 52.3
HZB-Nummer:                ;374884
HD-Nummer:                 ;V52.3
DBMS-Nummer:               ;4003024
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;16.11.2015
 Geländehöhe:              ;373,73
 Messpunkthöhe:            ;374,08
 Sohllage:                 ;355,08
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 49 13                 ;48 04 04
  01.01.2003               ;13 49 18                 ;48 04 07
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
15.03.1993 07:01:00   ;   355,97 ;     
14.11.1994 07:01:00   ;   355,91 ;     
18.12.1995 07:01:00   ;   356,05 ;     
18.03.1996 07:01:00   ;   355,99 ;     
10.02.1997 07:01:00   ;   356,03 ;     
09.03.1998 07:01:00   ;   356,04 ;     
08.11.1999 07:01:00   ;   355,99 ;     
13.12.2000 07:01:00   ;   355,96 ;     
31.01.2001 07:01:00   ;   355,90 ;     
31.07.2002 07:01:00   ;   356,03 ;     
31.12.2003 23:59:55   ;   355,94 ;     
03.01.2004 07:01:00   ;   355,94 ;     
04.12.2005 07:01:00   ;   356,00 ;     
31.12.2006 23:59:55   ;   355,96 ;     
17.08.2007 07:01:00   ;   355,92 ;     
12.09.2008 07:01:00   ;   355,87 ;     
23.01.2009 07:01:00   ;   355,76 ;     
02.12.2010 07:01:00   ;   355,86 ;     
20.05.2011 07:01:00   ;   355,77 ;     
04.10.2012 07:01:00   ;   355,77 ;     
31.12.2013 23:59:55   ;   355,94 ;     
29.01.2014 07:01:00   ;   355,85 ;     
31.12.2015 23:59:55   ;   355,83 ;     
13.10.2016 07:01:00   ;   355,73 ;     
08.02.2017 07:01:00   ;   355,83 ;     
22.11.2018 07:01:00   ;   355,69 ;     
11.04.2019 07:01:00   ;   355,68 ;     
30.01.2020 07:01:00   ;   355,78 ;     
02.12.2021 07:01:00   ;   355,80 ;     
