Messstelle:                ;Bachloch, Br 45,4
HZB-Nummer:                ;375295
HD-Nummer:                 ;A45.4
DBMS-Nummer:               ;4002675
PorenGW-Gebiet:            ;121 Almtal
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;10.07.2003
 Geländehöhe:              ;351,74
 Messpunkthöhe:            ;352,47
 Sohllage:                 ;328,79
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 53 50                 ;48 04 43
  01.01.2003               ;13 53 53                 ;48 04 45
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
07.12.1982 12:00:00   ;   338,71 ;     
22.11.1983 12:00:00   ;   338,73 ;     
31.12.1984 23:59:55   ;   338,55 ;     
21.01.1985 12:00:00   ;   338,47 ;     
15.12.1986 12:00:00   ;   338,59 ;     
26.01.1987 12:00:00   ;   338,72 ;     
01.03.1988 12:00:00   ;   338,84 ;     
11.12.1989 12:00:00   ;   338,77 ;     
12.02.1990 12:00:00   ;   338,74 ;     
04.03.1991 12:00:00   ;   338,76 ;     
26.10.1992 12:00:00   ;   338,76 ;     
30.11.1993 12:00:00   ;   338,87 ;     
08.11.1994 12:00:00   ;   338,78 ;     
19.12.1995 12:00:00   ;   338,83 ;     
12.03.1996 12:00:00   ;   338,56 ;     
10.02.1997 12:00:00   ;   338,53 ;     
13.02.1998 12:00:00   ;   338,65 ;     
14.12.2003 16:30:00   ;   338,67 ;     
07.01.2004 04:15:00   ;   338,67 ;     
01.01.2005 00:00:05   ;   338,71 ;     
31.12.2006 23:45:00   ;   338,73 ;     
01.01.2007 00:00:05   ;   338,73 ;     
18.11.2008 01:15:00   ;   338,68 ;     
08.02.2009 17:30:00   ;   338,61 ;     
07.12.2010 14:45:00   ;   338,55 ;     
02.12.2011 08:30:00   ;   338,48 ;     
13.12.2012 21:45:00   ;   338,47 ;     
31.12.2013 23:59:55   ;   338,65 ;     
12.03.2014 14:15:00   ;   338,52 ;     
18.11.2015 07:45:00   ;   338,41 ;     
09.01.2016 02:00:00   ;   338,44 ;     
28.01.2017 08:15:00   ;   338,46 ;     
02.12.2018 08:45:00   ;   338,35 ;     
14.12.2019 21:30:00   ;   338,47 ;     
26.01.2020 09:45:00   ;   338,47 ;     
28.11.2021 05:15:00   ;   338,47 ;     
