Messstelle:                ;Thalheim, Br 29.2
HZB-Nummer:                ;376277
HD-Nummer:                 ;W29.2
DBMS-Nummer:               ;4002850
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;03.01.1991
 Geländehöhe:              ;311,09
 Messpunkthöhe:            ;311,19
 Sohllage:                 ;302,90
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 02 28                 ;48 09 20
  01.01.2003               ;14 02 33                 ;48 09 21
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
20.12.1991 07:01:00   ;   305,14 ;     
05.08.1992 07:01:00   ;   305,16 ;     
02.12.1993 07:01:00   ;   305,00 ;     
08.12.1994 07:01:00   ;   304,94 ;     
27.10.1995 07:01:00   ;   305,01 ;     
15.02.1996 07:01:00   ;   305,02 ;     
13.11.1997 07:01:00   ;   304,97 ;     
12.10.1998 07:01:00   ;   304,95 ;     
02.11.1999 07:01:00   ;   304,92 ;     
06.07.2000 07:01:00   ;   304,70 ;     
30.10.2001 07:01:00   ;   304,70 ;     
01.08.2002 07:01:00   ;   304,52 ;     
28.08.2003 07:01:00   ;   304,70 ;     
19.08.2004 07:01:00   ;   304,81 ;     
08.09.2005 07:01:00   ;   304,92 ;     
27.07.2006 07:01:00   ;   304,86 ;     
21.06.2007 07:01:00   ;   304,55 ;     
14.08.2008 07:01:00   ;   304,82 ;     
21.05.2009 07:01:00   ;   304,99 ;     
28.01.2010 07:01:00   ;   304,98 ;     
12.05.2011 07:01:00   ;   305,03 ;     
02.05.2012 07:01:00   ;   305,08 ;     
31.07.2013 07:01:00   ;   305,05 ;     
30.04.2014 07:01:00   ;   305,07 ;     
13.08.2015 07:01:00   ;   304,99 ;     
14.09.2016 07:01:00   ;   305,03 ;     
03.07.2017 07:01:00   ;   304,85 ;     
24.09.2018 07:01:00   ;   304,48 ;     
30.08.2019 07:01:00   ;   304,70 ;     
18.09.2020 07:01:00   ;   304,81 ;     
09.07.2021 07:01:00   ;   304,83 ;     
