Messstelle:                ;Apfelberg, Br  2518
HZB-Nummer:                ;314914
HD-Nummer:                 ;uw2518
DBMS-Nummer:               ;6002239
PorenGW-Gebiet:            ;360 Aichfeld-Murboden
Grundwasserkörper:         ;Aichfeld-Murboden (Judenburg - Knittelfeld) [MUR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.10.1968
 Geländehöhe:              ;633,87
 Messpunkthöhe:            ;634,27
 Sohllage:                 ;625,67
 T-Messtiefe u.GOK:        ;8,10
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;14 49 46                 ;47 11 38
  01.10.1968               ;14 49 46                 ;47 11 38
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
13.02.1969 07:01:00   ;   626,17 ;     
05.03.1970 07:01:00   ;   626,14 ;     
08.03.1971 07:01:00   ;   626,09 ;     
27.01.1972 07:01:00   ;   626,07 ;     
12.03.1973 07:01:00   ;   626,11 ;     
26.12.1974 07:01:00   ;   626,20 ;     
25.12.1975 07:01:00   ;   626,06 ;     
29.01.1976 07:01:00   ;   626,01 ;     
22.12.1977 07:01:00   ;   625,97 ;     
23.02.1978 07:01:00   ;   625,95 ;     
08.01.1979 07:01:00   ;   625,96 ;     
25.02.1980 07:01:00   ;   626,12 ;     
02.03.1981 07:01:00   ;   626,05 ;     
01.03.1982 07:01:00   ;   626,03 ;     
19.12.1983 07:01:00   ;   626,06 ;     
31.12.1984 23:59:55   ;   625,91 ;     
14.01.1985 07:01:00   ;   625,83 ;     
29.12.1986 07:01:00   ;   625,96 ;     
02.02.1987 07:01:00   ;   625,92 ;     
07.03.1988 07:01:00   ;   626,06 ;     
30.01.1989 07:01:00   ;   626,05 ;     
15.01.1990 07:01:00   ;   626,02 ;     
04.02.1991 07:01:00   ;   626,04 ;     
10.02.1992 07:01:00   ;   626,11 ;     
08.03.1993 07:01:00   ;   626,13 ;     
21.02.1994 07:01:00   ;   626,16 ;     
31.12.1995 23:59:55   ;   626,00 ;     
26.02.1996 07:01:00   ;   625,95 ;     
24.11.1997 07:01:00   ;   626,08 ;     
09.02.1998 07:01:00   ;   625,98 ;     
01.02.1999 07:01:00   ;   626,05 ;     
17.01.2000 07:01:00   ;   626,04 ;     
17.12.2001 07:01:00   ;   625,97 ;     
07.01.2002 07:01:00   ;   625,93 ;     
25.08.2003 07:01:00   ;   626,03 ;     
26.01.2004 07:01:00   ;   626,01 ;     
31.01.2005 07:01:00   ;   625,97 ;     
16.01.2006 07:01:00   ;   626,00 ;     
08.01.2007 07:01:00   ;   626,12 ;     
18.02.2008 07:01:00   ;   626,03 ;     
23.02.2009 07:01:00   ;   626,09 ;     
15.03.2010 07:01:00   ;   626,09 ;     
30.12.2011 02:00:00   ;   626,08 ;     
07.02.2012 08:00:00   ;   625,95 ;     
19.08.2013 22:00:00   ;   626,14 ;     
31.01.2014 00:00:00   ;   626,25 ;     
31.12.2015 10:00:00   ;   626,01 ;     
23.01.2016 14:00:00   ;   625,92 ;     
29.01.2017 12:00:00   ;   625,97 ;     
01.03.2018 04:00:00   ;   626,02 ;     
28.10.2019 04:00:00   ;   626,10 ;     
31.01.2020 14:00:00   ;   626,14 ;     
24.12.2021 05:00:00   ;   625,98 ;     
