Messstelle:                ;Altach, Bl 50.4.12
HZB-Nummer:                ;328013
HD-Nummer:                 ;50.4.12
DBMS-Nummer:               ;8002184
PorenGW-Gebiet:            ;004 Rheintal
Grundwasserkörper:         ;Rheintal [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;25.05.2007
 Geländehöhe:              ;410,68
 Messpunkthöhe:            ;411,28
 Sohllage:                 ;404,68
 T-Messtiefe u.GOK:        ;4,40
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1980               ;09 38 47                 ;47 21 52
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.03.1980 07:01:00   ;   407,76 ;     
31.08.1981 07:01:00   ;   407,63 ;     
06.12.1982 07:01:00   ;   407,80 ;     
31.10.1983 07:01:00   ;   407,70 ;     
23.04.1984 07:01:00   ;   407,71 ;     
15.04.1985 07:01:00   ;   407,70 ;     
15.12.1986 07:01:00   ;   407,69 ;     
09.11.1987 07:01:00   ;   407,78 ;     
01.02.1988 07:01:00   ;   407,78 ;     
31.12.1989 23:59:55   ;   407,67 ;     
17.09.1990 07:01:00   ;   407,60 ;     
25.02.1991 07:01:00   ;   407,68 ;     
03.08.1992 07:01:00   ;   407,66 ;     
01.03.1993 07:01:00   ;   407,78 ;     
31.10.1994 07:01:00   ;   408,03 ;     
13.11.1995 07:01:00   ;   408,15 ;     
14.10.1996 07:01:00   ;   408,04 ;     
01.12.1997 07:01:00   ;   408,08 ;     
08.06.1998 07:01:00   ;   408,08 ;     
25.01.1999 07:01:00   ;   408,18 ;     
29.05.2000 07:01:00   ;   408,10 ;     
08.01.2001 07:01:00   ;   408,13 ;     
29.07.2002 07:01:00   ;   408,08 ;     
22.09.2003 07:01:00   ;   407,97 ;     
05.01.2004 07:01:00   ;   408,16 ;     
28.11.2005 07:01:00   ;   408,03 ;     
27.11.2006 07:01:00   ;   408,08 ;     
28.05.2007 07:01:00   ;   408,02 ;     
25.02.2008 07:01:00   ;   408,12 ;     
12.10.2009 07:01:00   ;   408,15 ;     
26.04.2010 07:01:00   ;   408,11 ;     
09.05.2011 07:01:00   ;   408,07 ;     
23.04.2012 07:01:00   ;   408,16 ;     
19.08.2013 09:25:00   ;   408,17 ;     
23.06.2014 10:40:00   ;   408,09 ;     
21.07.2015 21:00:00   ;   408,21 ;     
05.11.2016 18:00:00   ;   408,14 ;     
15.04.2017 03:00:00   ;   408,06 ;     
17.08.2018 03:00:00   ;   407,75 ;     
05.01.2019 10:00:00   ;   408,16 ;     
25.04.2020 06:00:00   ;   408,13 ;     
01.05.2021 22:00:00   ;   408,28 ;     
