Messstelle:                ;Leonding, Br 9.9
HZB-Nummer:                ;376061
HD-Nummer:                 ;W9.9
DBMS-Nummer:               ;4002858
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;02.01.1990
 Geländehöhe:              ;269,42
 Messpunkthöhe:            ;269,79
 Sohllage:                 ;260,79
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;14 15 54                 ;48 15 07
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
19.02.1990 07:01:00   ;   262,04 ;     
29.04.1991 07:01:00   ;   261,96 ;     
26.10.1992 07:01:00   ;   262,07 ;     
07.06.1993 07:01:00   ;   262,02 ;     
26.12.1994 07:01:00   ;   262,11 ;     
01.01.1995 00:00:05   ;   262,13 ;     
31.08.1998 07:01:00   ;   262,18 ;     
13.12.1999 07:01:00   ;   262,25 ;     
11.12.2000 07:01:00   ;   262,23 ;     
05.02.2001 07:01:00   ;   262,24 ;     
01.01.2002 00:00:05   ;   262,36 ;     
31.12.2003 23:59:55   ;   262,17 ;     
31.12.2004 23:59:55   ;   262,02 ;     
16.01.2005 07:01:00   ;   261,98 ;     
01.01.2006 07:01:00   ;   262,15 ;     
21.10.2007 07:01:00   ;   261,92 ;     
14.12.2008 07:01:00   ;   262,00 ;     
08.02.2009 07:01:00   ;   261,92 ;     
21.02.2010 07:01:00   ;   262,23 ;     
25.12.2011 07:01:00   ;   262,02 ;     
16.12.2012 07:01:00   ;   262,03 ;     
01.01.2013 00:00:05   ;   262,15 ;     
11.05.2014 07:01:00   ;   261,98 ;     
31.12.2015 23:59:55   ;   261,94 ;     
31.01.2016 07:01:00   ;   261,89 ;     
19.02.2017 07:01:00   ;   262,08 ;     
25.11.2018 07:01:00   ;   261,87 ;     
15.12.2019 07:01:00   ;   261,79 ;     
27.01.2020 07:01:00   ;   261,76 ;     
17.01.2021 07:01:00   ;   261,95 ;     
