Messstelle:                ;Aschach a.d.Donau, Bl 2159.002
HZB-Nummer:                ;307082
HD-Nummer:                 ;2159.002
DBMS-Nummer:               ;4002051
Fremdnummer:               ;A 108
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;17.06.2016
 Geländehöhe:              ;269,33
 Messpunkthöhe:            ;270,08
 Sohllage:                 ;259,94
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  17.06.2016               ;14 01 17                 ;48 21 44
  01.01.2011               ;14 01 19                 ;48 21 48
  01.01.2003               ;14 01 21                 ;48 21 49
  21.09.1959               ;14 01 21                 ;48 21 49
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1976 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.12.1976 23:59:55   ;   264,01 ;     
12.12.1977 07:01:00   ;   263,91 ;     
27.12.1978 07:01:00   ;   263,83 ;     
29.01.1979 07:01:00   ;   263,72 ;     
15.12.1980 07:01:00   ;   263,89 ;     
02.02.1981 07:01:00   ;   264,01 ;     
06.12.1982 07:01:00   ;   264,01 ;     
19.12.1983 07:01:00   ;   263,89 ;     
31.12.1984 07:01:00   ;   263,90 ;     
21.01.1985 07:01:00   ;   263,80 ;     
09.12.1986 07:01:00   ;   263,92 ;     
14.12.1987 07:01:00   ;   263,83 ;     
07.03.1988 07:01:00   ;   263,84 ;     
11.12.1989 07:01:00   ;   263,94 ;     
05.02.1990 07:01:00   ;   263,88 ;     
16.12.1991 07:01:00   ;   263,72 ;     
03.02.1992 07:01:00   ;   263,66 ;     
08.03.1993 07:01:00   ;   263,80 ;     
26.12.1994 07:01:00   ;   263,82 ;     
11.12.1995 07:01:00   ;   263,67 ;     
18.03.1996 07:01:00   ;   263,58 ;     
03.02.1997 07:01:00   ;   263,72 ;     
09.02.1998 07:01:00   ;   263,77 ;     
04.12.1999 07:01:00   ;   263,55 ;     
29.01.2000 07:01:00   ;   263,44 ;     
28.12.2001 07:01:00   ;   263,52 ;     
18.01.2002 07:01:00   ;   263,53 ;     
12.12.2003 07:01:00   ;   263,61 ;     
09.01.2004 07:01:00   ;   263,60 ;     
30.12.2005 07:01:00   ;   263,54 ;     
03.02.2006 07:01:00   ;   263,48 ;     
02.11.2007 07:01:00   ;   263,58 ;     
18.01.2008 07:01:00   ;   263,55 ;     
25.12.2009 07:01:00   ;   263,44 ;     
26.01.2010 07:01:00   ;   263,36 ;     
08.03.2011 07:01:00   ;   263,37 ;     
15.12.2012 07:01:00   ;   263,36 ;     
05.01.2013 07:01:00   ;   263,36 ;     
22.03.2014 07:01:00   ;   263,86 ;     
19.12.2015 07:01:00   ;   263,76 ;     
30.12.2016 12:00:00   ;   263,51 ;     
14.01.2017 12:00:00   ;   263,47 ;     
07.04.2018 12:00:00   ;   263,28 ;     
07.12.2019 12:00:00   ;   263,26 ;     
31.12.2020 23:59:55   ;   263,30 ;     
22.01.2021 12:00:00   ;   263,26 ;     
