Messstelle:                ;Spillern, Br 1946.005
HZB-Nummer:                ;317693
HD-Nummer:                 ;
DBMS-Nummer:               ;3002623
PorenGW-Gebiet:            ;200 Nördliches Tullner Feld
Grundwasserkörper:         ;Tullnerfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.10.1974
 Geländehöhe:              ;169,29
 Messpunkthöhe:            ;169,94
 Sohllage:                 ;162,17
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;16 17 10                 ;48 22 28
  01.10.1974               ;16 17 08                 ;48 22 28
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
02.12.1974 07:01:00   ;   164,67 ;     
06.01.1975 07:01:00   ;   164,69 ;     
02.11.1976 07:01:00   ;   164,87 ;     
17.01.1977 07:01:00   ;   164,98 ;     
11.12.1978 07:01:00   ;   164,57 ;     
16.01.1979 07:01:00   ;   164,55 ;     
02.01.1980 07:01:00   ;   165,03 ;     
15.07.1981 07:01:00   ;   164,87 ;     
07.12.1982 07:01:00   ;   164,87 ;     
31.12.1983 23:59:55   ;   164,36 ;     
09.10.1984 07:01:00   ;   164,03 ;     
15.01.1985 07:01:00   ;   164,39 ;     
01.01.1986 00:00:05   ;   165,18 ;     
03.02.1987 07:01:00   ;   165,47 ;     
15.12.1988 07:01:00   ;   165,25 ;     
31.12.1989 23:59:55   ;   164,91 ;     
25.10.1990 07:01:00   ;   164,74 ;     
02.05.1991 07:01:00   ;   164,67 ;     
18.11.1992 07:01:00   ;   164,74 ;     
10.12.1993 07:01:00   ;   164,60 ;     
21.12.1994 07:01:00   ;   164,51 ;     
01.03.1995 07:01:00   ;   164,45 ;     
01.01.1996 00:00:05   ;   164,97 ;     
02.07.1997 07:01:00   ;   165,68 ;     
14.10.1998 07:01:00   ;   165,33 ;     
09.12.1999 07:01:00   ;   165,42 ;     
19.12.2000 07:01:00   ;   164,96 ;     
04.09.2001 07:01:00   ;   164,79 ;     
08.01.2002 07:01:00   ;   164,86 ;     
30.12.2003 07:01:00   ;   165,02 ;     
31.12.2004 23:59:55   ;   164,99 ;     
08.02.2005 07:01:00   ;   164,96 ;     
03.01.2006 07:01:00   ;   165,11 ;     
04.09.2007 07:01:00   ;   165,00 ;     
16.12.2008 07:01:00   ;   165,29 ;     
13.01.2009 07:01:00   ;   165,31 ;     
01.01.2010 00:00:05   ;   166,00 ;     
31.12.2011 23:59:55   ;   165,40 ;     
04.12.2012 07:01:00   ;   165,05 ;     
01.01.2013 00:00:05   ;   165,06 ;     
19.08.2014 07:01:00   ;   165,52 ;     
29.12.2015 07:01:00   ;   165,33 ;     
19.01.2016 07:01:00   ;   165,31 ;     
22.12.2017 07:01:00   ;   164,98 ;     
25.11.2018 07:01:00   ;   164,82 ;     
01.01.2019 00:00:05   ;   164,90 ;     
02.06.2020 07:01:00   ;   165,13 ;     
30.11.2021 07:01:00   ;   165,36 ;     
