Messstelle:                ;Neubau, Bl 17.7
HZB-Nummer:                ;375915
HD-Nummer:                 ;W17.7
DBMS-Nummer:               ;4002935
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.01.1993
 Geländehöhe:              ;282,32
 Messpunkthöhe:            ;283,05
 Sohllage:                 ;271,00
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 11 16                 ;48 12 05
  01.01.2003               ;14 11 21                 ;48 12 06
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
18.03.1993 07:01:00   ;   278,24 ;     
21.12.1994 07:01:00   ;   278,34 ;     
01.01.1995 00:00:05   ;   278,37 ;     
13.03.1996 07:01:00   ;   278,30 ;     
07.02.1997 07:01:00   ;   278,34 ;     
26.02.1998 07:01:00   ;   278,41 ;     
18.12.1999 07:01:00   ;   278,50 ;     
26.01.2000 07:01:00   ;   278,37 ;     
27.01.2001 07:01:00   ;   278,47 ;     
26.01.2002 07:01:00   ;   278,40 ;     
20.09.2003 07:01:00   ;   278,27 ;     
10.01.2004 07:01:00   ;   278,28 ;     
10.01.2005 07:01:00   ;   278,29 ;     
30.12.2006 07:01:00   ;   278,28 ;     
09.01.2007 07:01:00   ;   278,24 ;     
17.12.2008 07:01:00   ;   278,41 ;     
04.02.2009 07:01:00   ;   278,31 ;     
12.01.2011 07:01:00   ;   278,44 ;     
13.12.2012 07:01:00   ;   278,47 ;     
01.01.2013 00:00:05   ;   278,50 ;     
18.12.2014 07:01:00   ;   278,53 ;     
31.12.2015 23:59:55   ;   278,40 ;     
27.01.2016 07:01:00   ;   278,34 ;     
08.02.2017 07:01:00   ;   278,40 ;     
24.12.2018 07:01:00   ;   278,49 ;     
12.11.2019 07:01:00   ;   278,04 ;     
01.01.2020 00:00:05   ;   278,15 ;     
05.01.2021 07:01:00   ;   278,42 ;     
