Messstelle:                ;Oslip, Bl 19
HZB-Nummer:                ;326231
HD-Nummer:                 ;
DBMS-Nummer:               ;1002182
PorenGW-Gebiet:            ;313 Wulkatal
Grundwasserkörper:         ;Gruppe Wulkatal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1986
 Geländehöhe:              ;136,03
 Messpunkthöhe:            ;136,68
 Sohllage:                 ;131,61
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1986               ;16 36 07                 ;47 49 52
  31.12.1985               ;16 36 03                 ;47 49 50
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
17.11.1986 07:01:00   ;   134,28 ;     
03.08.1987 07:01:00   ;   134,34 ;     
22.08.1988 07:01:00   ;   134,25 ;     
03.07.1989 07:01:00   ;   134,32 ;     
01.10.1990 07:01:00   ;   134,16 ;     
04.11.1991 07:01:00   ;   134,40 ;     
05.10.1992 07:01:00   ;   134,38 ;     
21.06.1993 07:01:00   ;   134,32 ;     
19.10.1994 07:01:00   ;   134,29 ;     
28.08.1995 07:01:00   ;   134,29 ;     
12.08.1996 07:01:00   ;   134,39 ;     
30.06.1997 09:00:00   ;   134,34 ;     
13.07.1998 09:00:00   ;   134,26 ;     
05.07.1999 08:30:00   ;   134,34 ;     
31.07.2000 08:30:00   ;   134,24 ;     
03.09.2001 08:30:00   ;   134,18 ;     
25.07.2002 08:30:00   ;   134,22 ;     
22.09.2003 08:30:00   ;   134,18 ;     
11.10.2004 08:30:00   ;   134,26 ;     
11.07.2005 08:30:00   ;   134,28 ;     
31.12.2006 23:59:55   ;   134,36 ;     
20.08.2007 08:30:00   ;   134,24 ;     
02.06.2008 08:30:00   ;   134,35 ;     
22.06.2009 08:30:00   ;   134,36 ;     
24.05.2010 08:30:00   ;   134,47 ;     
10.10.2011 08:30:00   ;   134,22 ;     
23.07.2012 07:15:00   ;   134,12 ;     
15.09.2013 10:55:00   ;   134,21 ;     
25.07.2014 13:00:00   ;   134,42 ;     
03.10.2015 09:00:00   ;   134,11 ;     
01.10.2016 10:00:00   ;   134,13 ;     
20.09.2017 03:00:00   ;   134,08 ;     
01.09.2018 09:00:00   ;   134,03 ;     
05.11.2019 13:00:00   ;   134,12 ;     
01.09.2020 12:00:00   ;   134,00 ;     
26.11.2021 19:00:00   ;   134,00 ;     
