Messstelle:                ;Pernau, Br 26.1
HZB-Nummer:                ;375949
HD-Nummer:                 ;W26.1
DBMS-Nummer:               ;4002968
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;15.12.2005
 Geländehöhe:              ;304,33
 Messpunkthöhe:            ;304,73
 Sohllage:                 ;293,11
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 04 38                 ;48 10 06
  01.01.2003               ;14 04 42                 ;48 10 10
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1988 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
24.11.1988 07:01:00   ;   298,21 ;     
21.12.1989 07:01:00   ;   298,33 ;     
15.02.1990 07:01:00   ;   298,21 ;     
19.04.1991 07:01:00   ;   298,56 ;     
22.10.1992 07:01:00   ;   298,61 ;     
11.03.1993 07:01:00   ;   298,65 ;     
03.11.1994 07:01:00   ;   298,55 ;     
12.01.1995 07:01:00   ;   298,64 ;     
28.03.1996 07:01:00   ;   298,73 ;     
30.01.1997 07:01:00   ;   298,70 ;     
22.10.1998 07:01:00   ;   298,62 ;     
30.12.1999 07:01:00   ;   298,27 ;     
30.12.2000 07:01:00   ;   298,21 ;     
01.01.2001 00:00:05   ;   298,21 ;     
01.01.2002 00:00:05   ;   298,65 ;     
31.12.2003 23:59:55   ;   298,36 ;     
08.01.2004 07:01:00   ;   298,31 ;     
13.01.2005 07:01:00   ;   298,47 ;     
31.12.2006 23:59:55   ;   298,58 ;     
04.01.2007 07:01:00   ;   298,56 ;     
31.12.2008 23:59:55   ;   298,38 ;     
29.01.2009 07:01:00   ;   298,31 ;     
11.02.2010 07:01:00   ;   298,38 ;     
28.12.2011 07:01:00   ;   298,39 ;     
13.12.2012 07:01:00   ;   298,35 ;     
01.01.2013 00:00:05   ;   298,51 ;     
20.03.2014 07:01:00   ;   298,40 ;     
31.12.2015 23:59:55   ;   298,42 ;     
07.01.2016 07:01:00   ;   298,29 ;     
30.01.2017 07:01:00   ;   298,47 ;     
19.11.2018 07:01:00   ;   298,35 ;     
20.12.2019 07:01:00   ;   298,35 ;     
24.01.2020 07:01:00   ;   298,37 ;     
29.11.2021 07:01:00   ;   298,53 ;     
01.01.2022 00:00:05   ;   298,62 ;     
