Messstelle:                ;Fischamend, Bl 1909.6
HZB-Nummer:                ;331082
HD-Nummer:                 ;3HD30096
DBMS-Nummer:               ;10001061
Fremdnummer:               ;1909.006
PorenGW-Gebiet:            ;250 Südliches Wiener Becken
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;via donau (WSD)
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;via donau - Österreichische Wasserstraßen-GmbH
Höhenangaben [m ü.A.]:     ;gültig seit: ;06.03.2014
 Geländehöhe:              ;149,91
 Messpunkthöhe:            ;152,59
 Sohllage:                 ;144,61
 T-Messtiefe u.GOK:        ;7,70
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.10.2021               ;16 37 02                 ;48 07 25
  01.01.2010               ;16 37 02                 ;48 07 25
  01.01.2007               ;16 37 02                 ;48 07 25
  01.01.1983               ;16 37 00                 ;48 07 26
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
28.11.1983 07:01:00   ;   147,04 ;     
31.12.1984 23:59:55   ;   147,18 ;     
24.01.1985 07:01:00   ;   146,97 ;     
18.12.1986 07:01:00   ;   147,01 ;     
01.01.1987 00:00:05   ;   147,29 ;     
15.11.1988 07:01:00   ;   147,34 ;     
14.12.1989 07:01:00   ;   147,29 ;     
14.02.1990 07:01:00   ;   147,16 ;     
19.12.1991 07:01:00   ;   147,08 ;     
22.10.1992 07:01:00   ;   146,92 ;     
08.12.1993 07:01:00   ;   147,40 ;     
12.11.1994 07:01:00   ;   146,97 ;     
24.01.1995 07:01:00   ;   147,40 ;     
17.03.1996 07:01:00   ;   147,17 ;     
01.12.1997 12:00:00   ;   147,19 ;     
05.03.1998 12:00:00   ;   147,17 ;     
06.11.1999 12:00:00   ;   147,31 ;     
31.12.2000 23:59:55   ;   147,35 ;     
25.11.2001 03:48:55   ;   147,28 ;     
30.12.2003 11:00:00   ;   146,73 ;     
09.01.2004 05:00:00   ;   146,69 ;     
03.01.2005 16:00:00   ;   146,91 ;     
17.02.2006 08:00:00   ;   146,79 ;     
03.01.2007 12:00:00   ;   146,95 ;     
21.11.2008 00:00:00   ;   146,94 ;     
03.02.2009 22:00:00   ;   146,91 ;     
23.02.2010 11:00:00   ;   147,03 ;     
07.12.2011 16:00:00   ;   146,78 ;     
01.01.2012 00:00:05   ;   147,05 ;     
31.12.2013 05:00:00   ;   147,25 ;     
16.03.2014 22:00:00   ;   146,91 ;     
21.11.2015 00:00:00   ;   146,70 ;     
08.01.2016 23:00:00   ;   146,66 ;     
01.02.2017 07:00:00   ;   146,75 ;     
03.12.2018 12:00:00   ;   146,57 ;     
19.12.2019 13:00:00   ;   146,89 ;     
31.01.2020 09:00:00   ;   146,85 ;     
23.01.2021 05:00:00   ;   146,89 ;     
