Messstelle:                ;Pasching, Bl 9.3
HZB-Nummer:                ;376996
HD-Nummer:                 ;W9.3
DBMS-Nummer:               ;4002857
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;03.08.1979
 Geländehöhe:              ;265,02
 Messpunkthöhe:            ;265,90
 Sohllage:                 ;255,63
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 16 25                 ;48 14 11
  01.01.2003               ;14 16 27                 ;48 14 15
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
03.02.1990 07:01:00   ;   262,39 ;     
22.04.1991 07:01:00   ;   262,44 ;     
03.09.1992 07:01:00   ;   262,42 ;     
03.06.1993 07:01:00   ;   262,49 ;     
02.11.1994 07:01:00   ;   262,54 ;     
19.01.1995 07:01:00   ;   262,53 ;     
13.03.1996 07:01:00   ;   262,48 ;     
10.09.1997 07:01:00   ;   262,47 ;     
05.03.1998 07:01:00   ;   262,50 ;     
26.11.1999 07:01:00   ;   262,54 ;     
11.12.2000 07:01:00   ;   262,50 ;     
16.10.2001 07:01:00   ;   262,49 ;     
14.01.2002 07:01:00   ;   262,53 ;     
29.09.2003 07:01:00   ;   262,40 ;     
20.09.2004 07:01:00   ;   262,38 ;     
17.01.2005 07:01:00   ;   262,41 ;     
27.12.2006 07:01:00   ;   262,41 ;     
01.01.2007 00:00:05   ;   262,41 ;     
24.12.2008 07:01:00   ;   262,40 ;     
28.01.2009 07:01:00   ;   262,40 ;     
28.12.2010 07:01:00   ;   262,46 ;     
19.10.2011 07:01:00   ;   262,44 ;     
13.12.2012 07:01:00   ;   262,47 ;     
25.12.2013 07:01:00   ;   262,45 ;     
01.01.2014 00:00:05   ;   262,47 ;     
18.03.2015 07:01:00   ;   262,47 ;     
27.01.2016 07:01:00   ;   262,45 ;     
15.02.2017 07:01:00   ;   262,46 ;     
19.11.2018 07:01:00   ;   262,41 ;     
02.12.2019 07:01:00   ;   262,33 ;     
20.01.2020 07:01:00   ;   262,38 ;     
26.04.2021 07:01:00   ;   262,46 ;     
