Messstelle:                ;Pama, Bl 23
HZB-Nummer:                ;335455
HD-Nummer:                 ;
DBMS-Nummer:               ;1002253
PorenGW-Gebiet:            ;288 Heideboden
Grundwasserkörper:         ;Heideboden [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.11.2013
 Geländehöhe:              ;134,32
 Messpunkthöhe:            ;135,13
 Sohllage:                 ;121,84
 T-Messtiefe u.GOK:        ;9,19
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1992               ;17 03 50                 ;48 01 56
  31.12.1991               ;17 03 50                 ;48 01 56
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
30.11.1992 07:01:00   ;   130,08 ;     
29.08.1993 07:01:00   ;   130,13 ;     
01.01.1994 00:00:05   ;   130,30 ;     
01.01.1995 00:00:05   ;   130,55 ;     
01.01.1996 00:00:05   ;   131,11 ;     
23.11.1997 08:00:00   ;   131,08 ;     
06.09.1998 08:00:00   ;   130,88 ;     
17.12.1999 07:45:00   ;   131,16 ;     
27.11.2000 14:30:00   ;   131,16 ;     
19.09.2001 06:30:00   ;   130,90 ;     
04.10.2002 00:00:00   ;   130,96 ;     
05.09.2003 13:15:00   ;   131,10 ;     
22.11.2004 14:00:00   ;   131,14 ;     
22.08.2005 01:15:00   ;   131,04 ;     
01.01.2006 00:00:05   ;   131,25 ;     
05.09.2007 15:45:00   ;   130,94 ;     
27.11.2008 02:45:00   ;   131,16 ;     
01.01.2009 00:00:05   ;   131,28 ;     
03.09.2010 08:00:00   ;   131,62 ;     
25.12.2011 11:00:00   ;   131,24 ;     
07.10.2012 03:15:00   ;   130,91 ;     
01.01.2013 00:00:05   ;   130,99 ;     
21.07.2014 12:00:00   ;   131,18 ;     
12.10.2015 03:00:00   ;   131,31 ;     
13.10.2016 23:00:00   ;   131,15 ;     
20.10.2017 07:00:00   ;   130,77 ;     
01.01.2018 00:00:05   ;   130,87 ;     
17.12.2019 17:00:00   ;   131,08 ;     
18.08.2020 07:00:00   ;   130,99 ;     
10.11.2021 10:00:00   ;   131,06 ;     
