Messstelle:                ;Prutz, Bl 6 (102)
HZB-Nummer:                ;342345
HD-Nummer:                 ;
DBMS-Nummer:               ;7004262
Fremdnummer:               ;GW70619028
PorenGW-Gebiet:            ;024 Oberes Gericht
Grundwasserkörper:         ;Gruppe Zentralzone [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Tiroler Wasserkraftwerke-AG.
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.05.1981
 Geländehöhe:              ;861,87
 Messpunkthöhe:            ;862,67
 Sohllage:                 ;857,37
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.05.1981               ;10 40 08                 ;47 05 12
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.12.1981 23:59:55   ;   858,99 ;     
04.01.1982 11:15:00   ;   858,96 ;     
31.12.1983 23:59:55   ;   859,06 ;     
06.02.1984 08:39:00   ;   858,98 ;     
27.12.1985 03:30:00   ;   858,92 ;     
01.01.1986 12:15:00   ;   858,92 ;     
01.01.1987 00:00:05   ;   859,02 ;     
02.01.1988 06:45:00   ;   859,08 ;     
26.12.1989 13:15:00   ;   859,02 ;     
29.12.1990 20:30:00   ;   859,00 ;     
02.01.1991 10:00:00   ;   858,99 ;     
06.01.1992 11:00:00   ;   859,03 ;     
31.01.1993 21:00:00   ;   859,10 ;     
28.12.1994 14:15:00   ;   859,05 ;     
27.12.1995 22:45:00   ;   859,00 ;     
01.01.1996 00:00:05   ;   859,00 ;     
31.12.1997 10:30:00   ;   858,90 ;     
03.01.1998 17:30:00   ;   858,88 ;     
04.01.1999 03:00:00   ;   858,95 ;     
10.01.2000 10:45:00   ;   859,13 ;     
12.02.2001 09:30:00   ;   859,23 ;     
04.02.2002 09:45:00   ;   859,17 ;     
21.04.2003 11:15:00   ;   859,06 ;     
01.01.2004 18:00:00   ;   859,05 ;     
01.01.2005 23:00:00   ;   859,11 ;     
30.12.2006 09:30:00   ;   859,06 ;     
07.01.2007 15:45:00   ;   859,05 ;     
02.01.2008 09:15:00   ;   859,07 ;     
31.12.2009 14:15:00   ;   859,13 ;     
19.04.2010 16:30:00   ;   859,02 ;     
31.12.2011 20:00:00   ;   859,21 ;     
04.01.2012 13:30:00   ;   859,12 ;     
01.01.2013 11:45:00   ;   859,28 ;     
31.12.2014 18:30:00   ;   859,18 ;     
27.12.2015 14:15:00   ;   858,99 ;     
28.03.2016 13:00:00   ;   858,93 ;     
05.03.2017 20:00:00   ;   859,02 ;     
03.04.2018 13:00:00   ;   859,05 ;     
26.12.2019 01:30:00   ;   859,12 ;     
31.12.2020 20:30:00   ;   859,12 ;     
30.12.2021 23:30:00   ;   858,92 ;     
