Messstelle:                ;Wien 14, Br 14- 1
HZB-Nummer:                ;333062
HD-Nummer:                 ;14-1
DBMS-Nummer:               ;9002161
PorenGW-Gebiet:            ;251 Wien zentral bis Petersbach
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Wien (MA 45)
Messstellenbetreiber:      ;Privat
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1948
 Geländehöhe:              ;212,31
 Messpunkthöhe:            ;212,36
 Sohllage:                 ;196,96
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1948               ;16 18 26                 ;48 11 43
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
30.10.1964 07:01:00   ;   206,76 ;     
01.01.1987 07:01:00   ;   207,76 ;     
27.12.1988 07:01:00   ;   207,89 ;     
11.04.1989 07:01:00   ;   207,82 ;     
06.02.1990 07:01:00   ;   207,75 ;     
17.12.1991 07:01:00   ;   207,95 ;     
07.01.1992 07:01:00   ;   207,98 ;     
23.02.1993 07:01:00   ;   208,07 ;     
31.12.1994 23:59:55   ;   208,07 ;     
28.02.1995 07:01:00   ;   207,92 ;     
09.01.1996 07:01:00   ;   208,11 ;     
27.01.1997 11:11:00   ;   208,26 ;     
02.09.1998 11:11:00   ;   208,34 ;     
09.11.1999 11:11:00   ;   208,26 ;     
21.12.2000 11:11:00   ;   208,00 ;     
19.07.2001 11:11:00   ;   207,83 ;     
07.03.2002 11:11:00   ;   207,82 ;     
17.07.2003 11:11:00   ;   208,01 ;     
01.01.2004 00:00:05   ;   208,03 ;     
08.02.2005 11:20:00   ;   208,17 ;     
01.01.2006 00:00:05   ;   208,39 ;     
05.09.2007 09:00:00   ;   208,42 ;     
31.12.2008 11:11:00   ;   207,95 ;     
28.01.2009 07:00:00   ;   207,92 ;     
31.03.2010 11:11:00   ;   207,94 ;     
28.12.2011 11:11:00   ;   208,03 ;     
29.06.2012 11:11:00   ;   207,86 ;     
01.01.2013 00:00:05   ;   207,93 ;     
02.04.2014 09:35:00   ;   207,79 ;     
28.08.2015 11:11:00   ;   208,09 ;     
22.01.2016 11:11:00   ;   208,16 ;     
20.01.2017 11:11:00   ;   208,42 ;     
01.01.2018 00:00:05   ;   208,63 ;     
23.10.2019 00:00:00   ;   208,71 ;     
31.12.2020 23:59:55   ;   208,10 ;     
31.12.2021 23:59:55   ;   207,71 ;     
