Messstelle:                ;Schwarzach, Bl 50.3.15
HZB-Nummer:                ;328278
HD-Nummer:                 ;50.3.15
DBMS-Nummer:               ;8002209
PorenGW-Gebiet:            ;004 Rheintal
Grundwasserkörper:         ;Rheintal [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;18.11.2022
 Geländehöhe:              ;421,96
 Messpunkthöhe:            ;421,88
 Sohllage:                 ;413,29
 T-Messtiefe u.GOK:        ;3,08
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  03.03.2006               ;09 45 41                 ;47 27 07
  01.01.1981               ;09 45 41                 ;47 27 07
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
02.02.1981 07:01:00   ;   420,95 ;     
12.07.1982 07:01:00   ;   420,66 ;     
01.08.1983 07:01:00   ;   420,86 ;     
12.11.1984 07:01:00   ;   421,00 ;     
21.01.1985 07:01:00   ;   420,90 ;     
03.03.1986 07:01:00   ;   420,85 ;     
02.02.1987 07:01:00   ;   421,10 ;     
16.05.1988 07:01:00   ;   421,06 ;     
31.07.1989 07:01:00   ;   420,95 ;     
22.10.1990 07:01:00   ;   421,03 ;     
09.09.1991 07:01:00   ;   420,82 ;     
27.01.1992 07:01:00   ;   420,92 ;     
04.01.1993 07:01:00   ;   420,97 ;     
01.08.1994 07:01:00   ;   420,97 ;     
07.08.1995 07:01:00   ;   420,94 ;     
12.02.1996 07:01:00   ;   420,95 ;     
20.01.1997 07:01:00   ;   420,92 ;     
08.06.1998 07:01:00   ;   420,84 ;     
20.09.1999 07:01:00   ;   421,08 ;     
15.05.2000 07:01:00   ;   421,03 ;     
28.05.2001 07:01:00   ;   421,03 ;     
14.01.2002 07:01:00   ;   420,96 ;     
22.09.2003 07:01:00   ;   420,78 ;     
13.12.2004 07:01:00   ;   421,03 ;     
14.11.2005 08:15:00   ;   421,05 ;     
06.02.2006 08:12:00   ;   420,86 ;     
30.04.2007 07:01:00   ;   420,99 ;     
02.06.2008 07:01:00   ;   420,99 ;     
12.01.2009 07:01:00   ;   420,95 ;     
26.04.2010 07:01:00   ;   421,09 ;     
28.11.2011 07:01:00   ;   420,80 ;     
19.11.2012 07:01:00   ;   420,74 ;     
19.04.2013 14:00:00   ;   420,69 ;     
23.06.2014 01:00:00   ;   420,93 ;     
08.08.2015 09:00:00   ;   420,89 ;     
26.12.2016 14:00:00   ;   420,69 ;     
06.01.2017 11:00:00   ;   420,78 ;     
24.08.2018 11:00:00   ;   420,58 ;     
21.04.2019 12:00:00   ;   420,81 ;     
23.04.2020 10:00:00   ;   420,78 ;     
03.03.2021 06:00:00   ;   420,89 ;     
