Messstelle:                ;Reisenberg, Bl S4
HZB-Nummer:                ;301226
HD-Nummer:                 ;
DBMS-Nummer:               ;11002121
PorenGW-Gebiet:            ;250 Südliches Wiener Becken
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;Magistratsabteilung 31
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;Stadt Wien, Magistratsabteilung 31 - Wasserwerke
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1990
 Geländehöhe:              ;177,00
 Messpunkthöhe:            ;178,20
 Sohllage:                 ;171,48
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  02.01.1965               ;16 30 38                 ;48 01 01
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
18.09.1965 07:01:00   ;   176,15 ;     
06.06.1966 07:01:00   ;   176,01 ;     
31.07.1967 07:01:00   ;   176,05 ;     
08.07.1968 07:01:00   ;   175,96 ;     
02.06.1969 07:01:00   ;   176,02 ;     
29.06.1970 07:01:00   ;   175,95 ;     
26.07.1971 07:01:00   ;   175,95 ;     
10.07.1972 07:01:00   ;   175,99 ;     
20.08.1973 07:01:00   ;   175,95 ;     
19.08.1974 07:01:00   ;   175,91 ;     
23.06.1975 07:01:00   ;   175,98 ;     
12.07.1976 07:01:00   ;   175,85 ;     
20.06.1977 07:01:00   ;   175,86 ;     
28.08.1978 07:01:00   ;   175,89 ;     
11.06.1979 07:01:00   ;   175,87 ;     
28.07.1980 07:01:00   ;   175,90 ;     
06.07.1981 07:01:00   ;   175,85 ;     
21.06.1982 07:01:00   ;   175,96 ;     
02.08.1983 07:01:00   ;   175,83 ;     
23.07.1984 07:01:00   ;   175,94 ;     
15.07.1985 07:01:00   ;   175,91 ;     
04.08.1986 07:01:00   ;   175,93 ;     
20.07.1987 07:01:00   ;   175,93 ;     
25.07.1988 07:01:00   ;   175,83 ;     
24.07.1989 07:01:00   ;   176,03 ;     
06.08.1990 07:01:00   ;   175,84 ;     
08.07.1991 07:01:00   ;   175,98 ;     
27.07.1992 07:01:00   ;   175,92 ;     
05.07.1993 07:01:00   ;   175,92 ;     
15.08.1994 07:01:00   ;   175,82 ;     
07.08.1995 07:01:00   ;   175,87 ;     
12.08.1996 07:01:00   ;   176,07 ;     
08.09.1997 07:01:00   ;   176,02 ;     
13.08.1998 07:01:00   ;   175,86 ;     
05.07.1999 07:01:00   ;   175,94 ;     
22.06.2000 07:01:00   ;   175,82 ;     
09.07.2001 07:01:00   ;   175,87 ;     
11.07.2002 07:01:00   ;   175,93 ;     
28.08.2003 07:01:00   ;   175,88 ;     
05.08.2004 07:01:00   ;   175,95 ;     
01.08.2005 07:01:00   ;   175,95 ;     
27.07.2006 07:01:00   ;   176,00 ;     
19.07.2007 07:01:00   ;   175,90 ;     
15.05.2008 07:01:00   ;   176,01 ;     
28.05.2009 07:01:00   ;   175,98 ;     
15.07.2010 07:01:00   ;   175,95 ;     
14.07.2011 07:01:00   ;   175,95 ;     
02.07.2012 07:01:00   ;   175,89 ;     
01.08.2013 07:01:00   ;   175,94 ;     
23.06.2014 07:01:00   ;   176,05 ;     
10.08.2015 07:01:00   ;   175,94 ;     
30.05.2016 07:01:00   ;   176,08 ;     
06.07.2017 07:01:00   ;   175,95 ;     
20.08.2018 07:01:00   ;   175,99 ;     
25.07.2019 07:01:00   ;   175,97 ;     
03.08.2020 07:01:00   ;   175,99 ;     
08.07.2021 07:01:00   ;   175,90 ;     
