Messstelle:                ;Ebental, Br 201
HZB-Nummer:                ;338038
HD-Nummer:                 ;
DBMS-Nummer:               ;2002105
PorenGW-Gebiet:            ;442 Klagenfurter Becken
Grundwasserkörper:         ;Klagenfurter Becken [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;17.01.1991
 Geländehöhe:              ;417,12
 Messpunkthöhe:            ;417,25
 Sohllage:                 ;415,17
 T-Messtiefe u.GOK:        ;1,60
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  17.01.1991               ;14 23 35                 ;46 36 24
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
13.09.1991 07:01:00   ;   415,45 ;     
27.08.1992 07:01:00   ;   415,36 ;     
17.07.1993 07:01:00   ;   415,39 ;     
29.07.1994 07:01:00   ;   415,36 ;     
17.12.1995 07:01:00   ;   415,34 ;     
16.02.1996 07:01:00   ;   415,29 ;     
24.10.1997 07:30:00   ;   415,34 ;     
25.06.1998 07:30:00   ;   415,30 ;     
09.07.1999 07:30:00   ;   415,45 ;     
15.09.2000 07:30:00   ;   415,40 ;     
28.12.2001 07:30:00   ;   415,35 ;     
11.01.2002 07:30:00   ;   415,33 ;     
29.08.2003 07:30:00   ;   415,33 ;     
07.02.2004 07:30:00   ;   415,45 ;     
24.06.2005 07:30:00   ;   415,49 ;     
17.11.2006 07:30:00   ;   415,40 ;     
27.07.2007 07:30:00   ;   415,30 ;     
03.10.2008 07:30:00   ;   415,28 ;     
28.08.2009 07:30:00   ;   415,46 ;     
06.08.2010 07:30:00   ;   415,37 ;     
16.12.2011 07:30:00   ;   415,36 ;     
10.02.2012 07:30:00   ;   415,27 ;     
23.08.2013 07:30:00   ;   415,39 ;     
20.06.2014 07:30:00   ;   415,56 ;     
10.07.2015 07:30:00   ;   415,35 ;     
22.07.2016 07:30:00   ;   415,10 ;     
14.04.2017 07:30:00   ;   415,18 ;     
29.06.2018 07:30:00   ;   415,19 ;     
19.07.2019 08:23:00   ;   415,22 ;     
18.07.2020 13:19:00   ;   415,21 ;     
24.04.2021 13:20:00   ;   415,24 ;     
