Messstelle:                ;Tobaj, Bl 10
HZB-Nummer:                ;336008
HD-Nummer:                 ;
DBMS-Nummer:               ;1002304
PorenGW-Gebiet:            ;334 Stremtal
Grundwasserkörper:         ;Stremtal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1995
 Geländehöhe:              ;219,74
 Messpunkthöhe:            ;220,54
 Sohllage:                 ;213,30
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1995               ;16 18 12                 ;47 05 18
  31.12.1994               ;16 18 08                 ;47 05 17
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
03.12.1995 07:01:00   ;   217,39 ;     
01.01.1996 00:00:05   ;   217,53 ;     
23.11.1997 13:00:00   ;   217,68 ;     
23.08.1998 13:00:00   ;   217,69 ;     
07.11.1999 13:00:00   ;   217,67 ;     
24.09.2000 13:00:00   ;   217,34 ;     
31.12.2001 23:59:55   ;   217,36 ;     
06.07.2002 13:00:00   ;   216,96 ;     
28.09.2003 13:00:00   ;   217,00 ;     
01.01.2004 00:00:05   ;   217,05 ;     
13.02.2005 13:00:00   ;   217,34 ;     
19.11.2006 13:00:00   ;   217,32 ;     
05.08.2007 13:00:00   ;   217,24 ;     
23.11.2008 13:00:00   ;   217,32 ;     
01.01.2009 00:00:05   ;   217,53 ;     
01.08.2010 14:00:00   ;   217,92 ;     
31.12.2011 23:59:55   ;   217,63 ;     
07.10.2012 13:00:00   ;   217,33 ;     
03.11.2013 13:00:00   ;   217,52 ;     
01.01.2014 00:00:05   ;   217,68 ;     
11.10.2015 13:00:00   ;   217,69 ;     
17.01.2016 13:00:00   ;   217,65 ;     
01.10.2017 13:00:00   ;   217,12 ;     
01.01.2018 00:00:05   ;   217,28 ;     
06.10.2019 13:00:00   ;   217,17 ;     
12.07.2020 13:00:00   ;   217,42 ;     
12.12.2021 13:00:00   ;   217,26 ;     
