Messstelle:                ;Windern, Br 59.3
HZB-Nummer:                ;375139
HD-Nummer:                 ;V59.3
DBMS-Nummer:               ;4003037
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;23.05.2005
 Geländehöhe:              ;416,07
 Messpunkthöhe:            ;416,46
 Sohllage:                 ;367,60
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 47 56                 ;48 01 13
  01.01.2003               ;13 48 01                 ;48 01 15
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
27.12.1984 07:01:00   ;   368,55 ;     
22.01.1985 07:01:00   ;   368,46 ;     
23.12.1986 07:01:00   ;   368,66 ;     
03.02.1987 07:01:00   ;   368,89 ;     
25.01.1988 07:01:00   ;   369,08 ;     
18.12.1989 07:01:00   ;   369,44 ;     
29.01.1990 07:01:00   ;   369,41 ;     
25.02.1991 07:01:00   ;   369,61 ;     
21.09.1992 07:01:00   ;   369,63 ;     
04.01.1993 07:01:00   ;   369,74 ;     
26.12.1994 07:01:00   ;   369,88 ;     
23.01.1995 07:01:00   ;   369,87 ;     
11.03.1996 07:01:00   ;   370,11 ;     
01.12.1997 07:01:00   ;   370,19 ;     
09.02.1998 07:01:00   ;   370,20 ;     
27.12.1999 07:01:00   ;   370,00 ;     
17.01.2000 07:01:00   ;   370,02 ;     
31.01.2001 07:01:00   ;   369,79 ;     
01.01.2002 00:00:05   ;   370,28 ;     
31.12.2003 23:59:55   ;   369,87 ;     
10.01.2004 07:01:00   ;   369,86 ;     
27.03.2005 07:01:00   ;   369,84 ;     
29.12.2006 07:01:00   ;   370,30 ;     
19.10.2007 07:01:00   ;   370,16 ;     
13.11.2008 07:01:00   ;   370,15 ;     
08.01.2009 07:01:00   ;   370,16 ;     
31.12.2010 23:59:55   ;   370,26 ;     
22.09.2011 07:01:00   ;   369,60 ;     
01.01.2012 00:00:05   ;   370,07 ;     
03.01.2013 07:01:00   ;   370,21 ;     
17.04.2014 07:01:00   ;   370,45 ;     
31.12.2015 23:59:55   ;   370,19 ;     
21.01.2016 07:01:00   ;   370,17 ;     
07.12.2017 07:01:00   ;   370,33 ;     
15.11.2018 07:01:00   ;   369,75 ;     
08.08.2019 07:01:00   ;   369,60 ;     
13.03.2020 07:01:00   ;   370,09 ;     
21.01.2021 07:01:00   ;   370,36 ;     
