Messstelle:                ;Eckartsau, Bl 1895.3
HZB-Nummer:                ;356170
HD-Nummer:                 ;3HD39503
DBMS-Nummer:               ;10001127
Fremdnummer:               ;1895.003
PorenGW-Gebiet:            ;224 Marchfeld
Grundwasserkörper:         ;Marchfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;via donau (WSD)
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;via donau - Österreichische Wasserstraßen-GmbH
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.11.2016
 Geländehöhe:              ;145,95
 Messpunkthöhe:            ;146,75
 Sohllage:                 ;138,50
 T-Messtiefe u.GOK:        ;8,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.10.2021               ;16 47 45                 ;48 08 44
  01.01.2010               ;16 47 44                 ;48 08 45
  25.06.1991               ;16 47 44                 ;48 08 45
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
21.08.1998 02:42:40   ;   142,07 ;     
31.12.1999 23:59:55   ;   142,49 ;     
13.09.2000 18:50:45   ;   142,24 ;     
05.09.2001 10:54:25   ;   142,25 ;     
02.01.2002 11:42:10   ;   142,35 ;     
13.10.2003 12:30:00   ;   142,00 ;     
01.01.2004 00:00:05   ;   142,01 ;     
05.01.2005 13:00:00   ;   142,07 ;     
01.01.2006 00:00:05   ;   142,31 ;     
05.09.2007 01:00:00   ;   141,93 ;     
18.12.2008 01:00:00   ;   142,42 ;     
01.01.2009 00:00:05   ;   142,52 ;     
01.01.2010 00:00:05   ;   142,57 ;     
25.12.2011 15:00:00   ;   142,27 ;     
04.10.2012 11:00:00   ;   142,02 ;     
01.01.2013 00:00:05   ;   142,14 ;     
21.07.2014 08:00:00   ;   142,20 ;     
14.10.2015 03:00:00   ;   142,03 ;     
07.01.2016 14:00:00   ;   142,10 ;     
07.09.2017 16:00:00   ;   141,85 ;     
10.11.2018 17:00:00   ;   141,77 ;     
04.11.2019 11:00:00   ;   141,90 ;     
16.08.2020 12:00:00   ;   141,90 ;     
17.07.2021 08:00:00   ;   142,00 ;     
