Messstelle:                ;Donnersdorf, Bl  3901
HZB-Nummer:                ;311654
HD-Nummer:                 ;uw3901
DBMS-Nummer:               ;6002175
PorenGW-Gebiet:            ;400 Unteres Murtal
Grundwasserkörper:         ;Unteres Murtal [MUR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;06.01.1968
 Geländehöhe:              ;218,96
 Messpunkthöhe:            ;220,01
 Sohllage:                 ;211,11
 T-Messtiefe u.GOK:        ;4,95
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;15 53 36                 ;46 42 54
  14.10.1960               ;15 53 38                 ;46 42 53
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
02.10.1961 07:01:00   ;   215,73 ;     
31.12.1962 07:01:00   ;   215,74 ;     
14.02.1963 07:01:00   ;   215,68 ;     
23.01.1964 07:01:00   ;   215,62 ;     
19.11.1965 07:01:00   ;   215,70 ;     
14.01.1966 07:01:00   ;   215,54 ;     
22.12.1967 07:01:00   ;   215,54 ;     
15.01.1968 07:01:00   ;   215,41 ;     
02.01.1969 07:01:00   ;   215,37 ;     
02.02.1970 07:01:00   ;   215,55 ;     
08.11.1971 07:01:00   ;   215,40 ;     
19.01.1972 07:01:00   ;   215,32 ;     
29.01.1973 07:01:00   ;   215,38 ;     
01.01.1974 07:01:00   ;   215,39 ;     
31.12.1975 23:59:55   ;   215,29 ;     
16.02.1976 07:01:00   ;   215,26 ;     
25.12.1977 07:01:00   ;   215,07 ;     
18.02.1978 07:01:00   ;   215,06 ;     
08.01.1979 07:01:00   ;   215,09 ;     
04.10.1980 07:01:00   ;   215,36 ;     
31.01.1981 07:01:00   ;   215,29 ;     
23.02.1982 07:01:00   ;   215,28 ;     
15.12.1983 07:01:00   ;   215,14 ;     
28.01.1984 07:01:00   ;   215,15 ;     
14.01.1985 07:01:00   ;   215,03 ;     
27.12.1986 07:01:00   ;   215,02 ;     
02.02.1987 07:01:00   ;   214,98 ;     
17.12.1988 07:01:00   ;   215,24 ;     
31.12.1989 07:01:00   ;   215,13 ;     
15.01.1990 07:01:00   ;   215,07 ;     
04.02.1991 07:01:00   ;   215,10 ;     
31.08.1992 07:01:00   ;   215,07 ;     
13.03.1993 07:01:00   ;   215,13 ;     
06.08.1994 07:01:00   ;   215,16 ;     
10.12.1995 07:01:00   ;   215,08 ;     
11.02.1996 07:01:00   ;   215,03 ;     
06.11.1997 12:00:00   ;   215,08 ;     
06.02.1998 12:00:00   ;   214,96 ;     
31.01.1999 12:00:00   ;   214,96 ;     
27.01.2000 12:00:00   ;   214,94 ;     
25.12.2001 22:07:45   ;   214,79 ;     
20.01.2002 10:09:30   ;   214,79 ;     
27.08.2003 21:24:45   ;   214,79 ;     
25.01.2004 20:58:00   ;   214,89 ;     
01.03.2005 19:00:00   ;   214,82 ;     
02.02.2006 14:30:00   ;   214,83 ;     
08.01.2007 04:00:00   ;   214,92 ;     
18.02.2008 11:00:00   ;   214,82 ;     
11.01.2009 06:30:00   ;   214,89 ;     
02.02.2010 19:15:00   ;   214,82 ;     
30.12.2011 23:00:00   ;   214,72 ;     
05.02.2012 10:15:00   ;   214,56 ;     
19.08.2013 07:00:00   ;   214,82 ;     
21.07.2014 03:00:00   ;   215,02 ;     
30.12.2015 08:00:00   ;   214,71 ;     
24.01.2016 08:00:00   ;   214,61 ;     
29.01.2017 23:00:00   ;   214,63 ;     
24.10.2018 18:00:00   ;   214,74 ;     
27.10.2019 04:00:00   ;   214,65 ;     
31.01.2020 20:00:00   ;   214,80 ;     
01.11.2021 04:00:00   ;   214,68 ;     
