Messstelle:                ;Stadl-Hausruck, Bl 50.7
HZB-Nummer:                ;374801
HD-Nummer:                 ;V50.7
DBMS-Nummer:               ;4003020
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.04.1996
 Geländehöhe:              ;355,28
 Messpunkthöhe:            ;356,03
 Sohllage:                 ;346,39
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 50 54                 ;48 04 35
  01.01.2003               ;13 50 57                 ;48 04 37
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.12.1996 23:59:55   ;   347,97 ;     
10.02.1997 07:01:00   ;   347,86 ;     
09.02.1998 07:01:00   ;   347,93 ;     
01.11.1999 07:01:00   ;   347,92 ;     
17.01.2000 07:01:00   ;   347,90 ;     
24.01.2001 07:01:00   ;   347,95 ;     
16.01.2002 07:01:00   ;   347,90 ;     
26.02.2003 07:01:00   ;   348,07 ;     
12.12.2004 07:01:00   ;   348,10 ;     
02.01.2005 07:01:00   ;   348,15 ;     
05.02.2006 07:01:00   ;   348,30 ;     
02.02.2007 07:01:00   ;   348,29 ;     
15.02.2008 07:01:00   ;   348,32 ;     
20.02.2009 07:01:00   ;   348,31 ;     
02.12.2010 07:01:00   ;   348,29 ;     
02.12.2011 07:01:00   ;   348,26 ;     
29.11.2012 07:01:00   ;   347,82 ;     
28.02.2013 07:01:00   ;   347,83 ;     
09.10.2014 07:01:00   ;   348,12 ;     
31.12.2015 23:59:55   ;   348,21 ;     
07.01.2016 07:01:00   ;   348,19 ;     
26.01.2017 07:01:00   ;   348,15 ;     
22.11.2018 07:01:00   ;   348,11 ;     
12.12.2019 07:01:00   ;   348,16 ;     
10.12.2020 07:01:00   ;   348,16 ;     
14.01.2021 07:01:00   ;   348,16 ;     
