Messstelle:                ;Kleinmünchen, Bl 2127.28
HZB-Nummer:                ;323774
HD-Nummer:                 ;2127.028
DBMS-Nummer:               ;4002477
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;04.03.1976
 Geländehöhe:              ;260,10
 Messpunkthöhe:            ;260,95
 Sohllage:                 ;249,15
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 18 47                 ;48 15 29
  01.01.2003               ;14 18 49                 ;48 15 32
  04.03.1976               ;14 18 49                 ;48 15 32
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.01.1980 07:01:00   ;   252,44 ;     
10.12.1981 07:01:00   ;   252,77 ;     
22.12.1982 07:01:00   ;   252,50 ;     
17.11.1983 07:01:00   ;   252,39 ;     
02.02.1984 07:01:00   ;   252,44 ;     
24.01.1985 07:01:00   ;   252,35 ;     
16.10.1986 07:01:00   ;   252,50 ;     
19.11.1987 07:01:00   ;   252,87 ;     
10.03.1988 07:01:00   ;   253,20 ;     
20.12.1989 07:01:00   ;   252,90 ;     
15.02.1990 07:01:00   ;   252,77 ;     
25.04.1991 07:01:00   ;   252,61 ;     
23.01.1992 07:01:00   ;   252,97 ;     
24.06.1993 07:01:00   ;   252,97 ;     
05.09.1994 07:01:00   ;   253,00 ;     
26.01.1995 07:01:00   ;   253,15 ;     
07.03.1996 07:01:00   ;   253,21 ;     
06.03.1997 07:01:00   ;   253,44 ;     
10.06.1998 07:01:00   ;   253,57 ;     
29.01.1999 07:01:00   ;   253,72 ;     
14.12.2000 07:01:00   ;   253,66 ;     
22.11.2001 07:01:00   ;   253,56 ;     
21.06.2002 07:01:00   ;   253,56 ;     
12.12.2003 07:01:00   ;   253,45 ;     
29.12.2004 07:01:00   ;   253,15 ;     
20.01.2005 07:01:00   ;   253,14 ;     
10.02.2006 07:01:00   ;   253,35 ;     
05.07.2007 07:01:00   ;   253,22 ;     
13.03.2008 07:01:00   ;   253,27 ;     
05.02.2009 07:01:00   ;   253,19 ;     
17.02.2010 07:01:00   ;   253,19 ;     
26.05.2011 07:01:00   ;   252,89 ;     
13.12.2012 07:01:00   ;   253,05 ;     
19.04.2013 07:01:00   ;   253,02 ;     
15.05.2014 07:01:00   ;   252,87 ;     
20.11.2015 07:01:00   ;   252,81 ;     
29.04.2016 07:01:00   ;   252,85 ;     
24.01.2017 07:01:00   ;   252,87 ;     
07.06.2018 07:01:00   ;   252,81 ;     
25.04.2019 07:01:00   ;   252,92 ;     
16.11.2020 15:00:00   ;   252,53 ;     
05.03.2021 07:01:00   ;   252,73 ;     
