Messstelle:                ;Schweinberg, Bl 2090.006
HZB-Nummer:                ;302695
HD-Nummer:                 ;
DBMS-Nummer:               ;3002227
PorenGW-Gebiet:            ;178 Südliches Machland
Grundwasserkörper:         ;Südl. Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;09.08.2012
 Geländehöhe:              ;231,29
 Messpunkthöhe:            ;232,59
 Sohllage:                 ;223,73
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;14 44 49                 ;48 10 10
  09.08.1965               ;14 44 51                 ;48 10 09
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
29.01.1966 07:01:00   ;   228,66 ;     
23.12.1967 07:01:00   ;   228,13 ;     
31.12.1968 23:59:55   ;   227,96 ;     
31.12.1969 23:59:55   ;   227,34 ;     
17.01.1970 07:01:00   ;   227,29 ;     
11.12.1971 07:01:00   ;   227,28 ;     
25.03.1972 07:01:00   ;   227,17 ;     
10.02.1973 07:01:00   ;   227,25 ;     
12.01.1974 07:01:00   ;   227,90 ;     
27.12.1975 07:01:00   ;   227,52 ;     
01.01.1976 00:00:05   ;   227,52 ;     
22.01.1977 07:01:00   ;   227,48 ;     
24.02.1978 07:01:00   ;   227,61 ;     
03.02.1979 07:01:00   ;   227,51 ;     
10.12.1980 07:01:00   ;   228,02 ;     
13.07.1981 07:01:00   ;   228,19 ;     
06.12.1982 07:01:00   ;   227,71 ;     
29.11.1983 07:01:00   ;   227,50 ;     
31.12.1984 23:59:55   ;   227,58 ;     
21.01.1985 07:01:00   ;   227,45 ;     
15.12.1986 07:01:00   ;   227,41 ;     
01.01.1987 00:00:05   ;   227,72 ;     
11.11.1988 07:01:00   ;   227,76 ;     
15.12.1989 07:01:00   ;   227,72 ;     
09.02.1990 07:01:00   ;   227,60 ;     
20.12.1991 07:01:00   ;   227,41 ;     
16.10.1992 07:01:00   ;   227,09 ;     
10.12.1993 07:01:00   ;   227,73 ;     
11.11.1994 07:01:00   ;   227,34 ;     
20.01.1995 07:01:00   ;   227,68 ;     
15.03.1996 07:01:00   ;   227,61 ;     
28.11.1997 07:01:00   ;   227,59 ;     
06.03.1998 07:01:00   ;   227,56 ;     
03.12.1999 07:01:00   ;   227,65 ;     
31.12.2000 23:59:55   ;   227,81 ;     
05.01.2001 07:01:00   ;   227,78 ;     
02.08.2002 07:01:00   ;   228,14 ;     
31.12.2003 23:59:55   ;   227,27 ;     
09.01.2004 07:01:00   ;   227,22 ;     
01.01.2005 00:00:05   ;   227,49 ;     
17.02.2006 07:01:00   ;   227,43 ;     
05.01.2007 07:01:00   ;   227,48 ;     
21.11.2008 07:01:00   ;   227,56 ;     
06.02.2009 07:01:00   ;   227,56 ;     
19.02.2010 07:01:00   ;   227,70 ;     
08.12.2011 07:01:00   ;   227,54 ;     
01.01.2012 00:00:05   ;   227,79 ;     
31.12.2013 23:59:55   ;   227,89 ;     
13.03.2014 07:01:00   ;   227,61 ;     
20.11.2015 07:01:00   ;   227,44 ;     
08.01.2016 07:01:00   ;   227,42 ;     
10.02.2017 07:01:00   ;   227,88 ;     
30.11.2018 07:01:00   ;   227,28 ;     
20.12.2019 07:01:00   ;   227,58 ;     
17.01.2020 07:01:00   ;   227,60 ;     
22.01.2021 07:01:00   ;   227,78 ;     
