Messstelle:                ;Kleinsöding, Bl  4011
HZB-Nummer:                ;340034
HD-Nummer:                 ;uw4011
DBMS-Nummer:               ;6002804
PorenGW-Gebiet:            ;382 Kainachtal
Grundwasserkörper:         ;Kainach [MUR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1995
 Geländehöhe:              ;344,07
 Messpunkthöhe:            ;344,77
 Sohllage:                 ;336,07
 T-Messtiefe u.GOK:        ;6,30
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;15 15 57                 ;46 59 34
  01.01.1995               ;15 15 57                 ;46 59 33
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
04.09.1995 07:01:00   ;   340,84 ;     
15.01.1996 07:01:00   ;   340,80 ;     
16.06.1997 07:01:00   ;   340,77 ;     
13.07.1998 07:01:00   ;   340,73 ;     
24.05.1999 07:01:00   ;   340,85 ;     
02.10.2000 07:01:00   ;   340,72 ;     
31.12.2001 23:59:55   ;   340,53 ;     
01.04.2002 07:01:00   ;   340,37 ;     
27.10.2003 07:01:00   ;   340,51 ;     
01.01.2004 00:00:05   ;   340,74 ;     
04.07.2005 07:01:00   ;   340,87 ;     
31.12.2006 23:59:55   ;   340,79 ;     
15.01.2007 07:01:00   ;   340,76 ;     
19.05.2008 07:01:00   ;   340,66 ;     
05.01.2009 07:01:00   ;   340,90 ;     
13.09.2010 07:01:00   ;   340,82 ;     
30.12.2011 07:01:00   ;   340,79 ;     
07.05.2012 07:01:00   ;   340,59 ;     
11.10.2013 03:00:00   ;   340,84 ;     
16.07.2014 14:00:00   ;   341,09 ;     
23.09.2015 00:00:00   ;   340,87 ;     
16.02.2016 08:00:00   ;   340,86 ;     
12.09.2017 08:00:00   ;   340,64 ;     
31.12.2018 14:00:00   ;   341,04 ;     
06.11.2019 00:00:00   ;   340,77 ;     
22.06.2020 20:00:00   ;   340,72 ;     
14.12.2021 04:00:00   ;   340,55 ;     
