Messstelle:                ;Wilhering, Bl 2145.006
HZB-Nummer:                ;314419
HD-Nummer:                 ;2145.006
DBMS-Nummer:               ;4002307
Fremdnummer:               ;O 212
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.02.2010
 Geländehöhe:              ;257,77
 Messpunkthöhe:            ;258,87
 Sohllage:                 ;250,34
 T-Messtiefe u.GOK:        ;7,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;14 10 13                 ;48 19 18
  20.05.1968               ;14 10 13                 ;48 19 18
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.12.1980 07:01:00   ;   252,45 ;     
02.02.1981 07:01:00   ;   252,47 ;     
06.12.1982 07:01:00   ;   252,21 ;     
21.11.1983 07:01:00   ;   251,92 ;     
10.12.1984 07:01:00   ;   252,05 ;     
07.01.1985 07:01:00   ;   251,98 ;     
15.12.1986 07:01:00   ;   251,95 ;     
09.11.1987 07:01:00   ;   252,22 ;     
14.11.1988 07:01:00   ;   252,15 ;     
11.12.1989 07:01:00   ;   252,02 ;     
05.02.1990 07:01:00   ;   252,03 ;     
04.11.1991 07:01:00   ;   251,82 ;     
12.10.1992 07:01:00   ;   251,94 ;     
08.03.1993 07:01:00   ;   252,06 ;     
07.11.1994 07:01:00   ;   251,91 ;     
30.10.1995 07:01:00   ;   252,11 ;     
11.03.1996 07:01:00   ;   251,94 ;     
24.11.1997 07:01:00   ;   251,96 ;     
09.02.1998 07:01:00   ;   251,98 ;     
06.11.1999 07:01:00   ;   252,25 ;     
31.12.2000 23:59:55   ;   252,19 ;     
05.01.2001 07:01:00   ;   252,14 ;     
11.01.2002 07:01:00   ;   252,59 ;     
31.12.2003 23:59:55   ;   251,82 ;     
02.01.2004 07:01:00   ;   251,81 ;     
09.12.2005 07:01:00   ;   251,94 ;     
03.02.2006 07:01:00   ;   251,89 ;     
01.01.2007 00:00:05   ;   251,99 ;     
21.11.2008 07:01:00   ;   252,02 ;     
06.02.2009 07:01:00   ;   251,95 ;     
20.02.2010 12:00:00   ;   252,05 ;     
03.12.2011 20:00:00   ;   251,82 ;     
29.11.2012 01:00:00   ;   252,08 ;     
25.12.2013 12:00:00   ;   251,99 ;     
13.03.2014 04:00:00   ;   251,81 ;     
31.12.2015 23:00:00   ;   251,76 ;     
01.01.2016 17:00:00   ;   251,76 ;     
23.01.2017 11:00:00   ;   251,78 ;     
24.10.2018 09:00:00   ;   251,73 ;     
28.10.2019 03:00:00   ;   251,90 ;     
22.12.2020 08:00:00   ;   251,84 ;     
17.01.2021 18:00:00   ;   251,85 ;     
