Messstelle:                ;Mönchhof, Bl 60
HZB-Nummer:                ;345215
HD-Nummer:                 ;
DBMS-Nummer:               ;1002322
PorenGW-Gebiet:            ;310 Parndorfer Platte rezent
Grundwasserkörper:         ;Parndorfer Platte [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.04.1995
 Geländehöhe:              ;142,08
 Messpunkthöhe:            ;142,83
 Sohllage:                 ;133,83
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.04.1995               ;16 58 57                 ;47 54 12
  31.03.1995               ;16 58 55                 ;47 54 10
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.10.1995 07:01:00   ;   136,45 ;     
01.01.1996 00:00:05   ;   136,60 ;     
26.10.1997 08:00:00   ;   137,33 ;     
30.08.1998 08:00:00   ;   136,95 ;     
07.11.1999 10:00:00   ;   137,04 ;     
22.10.2000 10:00:00   ;   136,72 ;     
30.12.2001 10:00:00   ;   136,30 ;     
06.10.2002 10:00:00   ;   136,05 ;     
09.11.2003 10:00:00   ;   135,99 ;     
22.02.2004 10:00:00   ;   135,93 ;     
16.01.2005 10:00:00   ;   135,94 ;     
01.01.2006 00:00:05   ;   136,38 ;     
02.09.2007 10:00:00   ;   136,76 ;     
07.12.2008 10:00:00   ;   136,84 ;     
11.01.2009 10:00:00   ;   136,91 ;     
01.01.2010 00:00:05   ;   137,01 ;     
25.12.2011 10:30:00   ;   136,98 ;     
02.12.2012 11:00:00   ;   136,38 ;     
01.01.2013 00:00:05   ;   136,50 ;     
24.08.2014 15:15:00   ;   136,97 ;     
11.10.2015 10:15:00   ;   137,50 ;     
16.10.2016 08:00:00   ;   137,50 ;     
29.10.2017 10:45:00   ;   137,00 ;     
07.01.2018 11:15:00   ;   137,14 ;     
20.10.2019 11:15:00   ;   137,41 ;     
27.09.2020 09:45:00   ;   136,96 ;     
10.10.2021 11:15:00   ;   136,92 ;     
