Messstelle:                ;Voggenberg, Bl 25
HZB-Nummer:                ;320853
HD-Nummer:                 ;
DBMS-Nummer:               ;5002054
PorenGW-Gebiet:            ;040 Unteres Salzachtal
Grundwasserkörper:         ;Unteres Salzachtal [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Salzburg
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.12.2016
 Geländehöhe:              ;407,50
 Messpunkthöhe:            ;407,97
 Sohllage:                 ;399,90
 T-Messtiefe u.GOK:        ;7,33
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.08.1994               ;13 00 17                 ;47 51 33
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
07.11.1994 07:01:00   ;   401,41 ;     
22.12.1995 07:01:00   ;   401,55 ;     
22.03.1996 07:01:00   ;   401,42 ;     
14.02.1997 15:30:00   ;   401,47 ;     
06.03.1998 14:00:00   ;   401,43 ;     
01.10.1999 15:00:00   ;   401,47 ;     
20.12.2000 15:00:00   ;   401,49 ;     
01.01.2001 00:00:05   ;   401,53 ;     
19.07.2002 15:00:00   ;   401,56 ;     
28.08.2003 17:00:00   ;   401,27 ;     
01.01.2004 00:00:05   ;   401,30 ;     
18.01.2005 18:00:00   ;   401,39 ;     
15.02.2006 04:00:00   ;   401,44 ;     
04.05.2007 23:00:00   ;   401,37 ;     
11.11.2008 23:00:00   ;   401,27 ;     
09.02.2009 12:00:00   ;   401,36 ;     
01.05.2010 00:00:00   ;   401,35 ;     
06.12.2011 18:00:00   ;   401,28 ;     
15.12.2012 21:00:00   ;   401,40 ;     
13.09.2013 14:00:00   ;   401,43 ;     
21.03.2014 20:00:00   ;   401,35 ;     
31.12.2015 12:00:00   ;   401,02 ;     
09.01.2016 02:00:00   ;   400,99 ;     
31.01.2017 07:00:00   ;   401,30 ;     
28.11.2018 16:00:00   ;   401,05 ;     
20.12.2019 17:00:00   ;   401,47 ;     
23.05.2020 13:00:00   ;   401,38 ;     
26.01.2021 22:00:00   ;   401,36 ;     
