Messstelle:                ;Thalheim, Br 29.4
HZB-Nummer:                ;376319
HD-Nummer:                 ;W29.4
DBMS-Nummer:               ;4002851
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;03.01.1991
 Geländehöhe:              ;309,92
 Messpunkthöhe:            ;310,36
 Sohllage:                 ;303,42
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 02 49                 ;48 09 19
  01.01.2003               ;14 02 50                 ;48 09 21
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
07.03.1991 07:01:00   ;   305,09 ;     
05.08.1992 07:01:00   ;   305,07 ;     
08.01.1993 07:01:00   ;   305,09 ;     
20.10.1994 07:01:00   ;   305,02 ;     
19.10.1995 07:01:00   ;   305,02 ;     
15.02.1996 07:01:00   ;   305,12 ;     
23.10.1997 07:01:00   ;   305,11 ;     
03.09.1998 07:01:00   ;   305,07 ;     
28.10.1999 07:01:00   ;   305,04 ;     
06.07.2000 07:01:00   ;   304,95 ;     
08.11.2001 07:01:00   ;   304,95 ;     
01.08.2002 07:01:00   ;   304,88 ;     
28.08.2003 07:01:00   ;   304,95 ;     
01.01.2004 00:00:05   ;   304,99 ;     
03.01.2005 07:01:00   ;   305,05 ;     
26.10.2006 07:01:00   ;   305,03 ;     
09.08.2007 07:01:00   ;   304,88 ;     
11.09.2008 07:01:00   ;   304,99 ;     
15.01.2009 07:01:00   ;   305,19 ;     
18.02.2010 07:01:00   ;   305,18 ;     
12.05.2011 07:01:00   ;   305,17 ;     
09.05.2012 07:01:00   ;   305,21 ;     
31.07.2013 07:01:00   ;   305,24 ;     
31.01.2014 07:01:00   ;   305,21 ;     
16.07.2015 07:01:00   ;   305,16 ;     
14.09.2016 07:01:00   ;   305,21 ;     
03.07.2017 07:01:00   ;   305,12 ;     
17.09.2018 07:01:00   ;   304,94 ;     
30.08.2019 07:01:00   ;   305,02 ;     
18.09.2020 07:01:00   ;   305,11 ;     
26.11.2021 07:01:00   ;   305,09 ;     
