Messstelle:                ;Eckartsau, Bl 1894.5
HZB-Nummer:                ;331058
HD-Nummer:                 ;3HD30454
DBMS-Nummer:               ;10001056
Fremdnummer:               ;1894.005
PorenGW-Gebiet:            ;224 Marchfeld
Grundwasserkörper:         ;Marchfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;via donau (WSD)
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;via donau - Österreichische Wasserstraßen-GmbH
Höhenangaben [m ü.A.]:     ;gültig seit: ;28.01.2014
 Geländehöhe:              ;146,03
 Messpunkthöhe:            ;147,86
 Sohllage:                 ;138,28
 T-Messtiefe u.GOK:        ;7,45
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.10.2021               ;16 48 14                 ;48 07 24
  01.01.2010               ;16 48 14                 ;48 07 24
  01.01.2007               ;16 48 14                 ;48 07 24
  01.01.1983               ;16 48 15                 ;48 07 24
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
28.11.1983 07:01:00   ;   141,78 ;     
31.12.1984 23:59:55   ;   141,87 ;     
24.01.1985 07:01:00   ;   141,70 ;     
18.12.1986 07:01:00   ;   141,71 ;     
01.01.1987 00:00:05   ;   142,02 ;     
14.11.1988 07:01:00   ;   141,99 ;     
15.12.1989 07:01:00   ;   141,92 ;     
13.02.1990 07:01:00   ;   141,80 ;     
26.02.1991 07:01:00   ;   141,71 ;     
22.10.1992 07:01:00   ;   141,54 ;     
08.12.1993 07:01:00   ;   141,92 ;     
11.11.1994 07:01:00   ;   141,56 ;     
25.01.1995 07:01:00   ;   141,89 ;     
15.03.1996 07:01:00   ;   141,86 ;     
01.12.1997 12:00:00   ;   141,81 ;     
14.02.1998 12:00:00   ;   141,79 ;     
09.11.1999 12:00:00   ;   141,91 ;     
31.12.2000 20:25:45   ;   141,88 ;     
06.01.2001 20:22:20   ;   141,85 ;     
30.12.2003 19:00:00   ;   141,32 ;     
08.01.2004 16:00:00   ;   141,28 ;     
02.01.2005 14:00:00   ;   141,47 ;     
16.02.2006 09:00:00   ;   141,46 ;     
02.01.2007 01:00:00   ;   141,56 ;     
18.11.2008 00:00:00   ;   141,62 ;     
05.02.2009 11:00:00   ;   141,56 ;     
19.02.2010 17:00:00   ;   141,69 ;     
06.12.2011 03:00:00   ;   141,42 ;     
16.12.2012 06:00:00   ;   141,66 ;     
31.12.2013 14:00:00   ;   141,87 ;     
17.03.2014 07:00:00   ;   141,56 ;     
21.11.2015 06:00:00   ;   141,29 ;     
05.01.2016 21:00:00   ;   141,26 ;     
01.02.2017 05:00:00   ;   141,34 ;     
03.12.2018 16:00:00   ;   141,03 ;     
18.12.2019 04:00:00   ;   141,37 ;     
29.01.2020 19:00:00   ;   141,34 ;     
23.01.2021 14:00:00   ;   141,38 ;     
