Messstelle:                ;Traismauer, Br 1989.008
HZB-Nummer:                ;322966
HD-Nummer:                 ;
DBMS-Nummer:               ;3002691
PorenGW-Gebiet:            ;195 Traisental
Grundwasserkörper:         ;Traisental [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;30.06.1992
 Geländehöhe:              ;195,53
 Messpunkthöhe:            ;195,88
 Sohllage:                 ;190,08
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;15 44 23                 ;48 21 07
  01.01.2009               ;15 44 23                 ;48 21 08
  01.01.1979               ;15 44 22                 ;48 21 09
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
02.02.1979 07:01:00   ;   192,12 ;     
14.11.1980 07:01:00   ;   192,11 ;     
14.08.1981 07:01:00   ;   192,10 ;     
19.12.1982 07:01:00   ;   191,83 ;     
23.12.1983 07:01:00   ;   191,53 ;     
31.12.1984 23:59:55   ;   191,79 ;     
04.01.1985 07:01:00   ;   191,77 ;     
22.10.1986 07:01:00   ;   191,92 ;     
23.11.1987 07:01:00   ;   191,96 ;     
01.03.1988 07:01:00   ;   192,02 ;     
12.12.1989 07:01:00   ;   192,10 ;     
14.08.1990 07:01:00   ;   191,83 ;     
10.12.1991 07:01:00   ;   191,91 ;     
19.10.1992 07:01:00   ;   191,84 ;     
29.11.1993 07:01:00   ;   191,88 ;     
07.11.1994 07:01:00   ;   191,74 ;     
24.01.1995 07:01:00   ;   191,88 ;     
11.03.1996 07:01:00   ;   191,80 ;     
10.11.1997 07:01:00   ;   192,14 ;     
09.02.1998 07:01:00   ;   192,04 ;     
27.12.1999 07:01:00   ;   192,07 ;     
27.12.2000 07:01:00   ;   191,91 ;     
22.01.2001 07:01:00   ;   191,93 ;     
21.01.2002 07:01:00   ;   192,07 ;     
08.09.2003 07:01:00   ;   191,96 ;     
31.12.2004 23:59:55   ;   191,95 ;     
03.01.2005 07:01:00   ;   191,94 ;     
16.01.2006 07:01:00   ;   192,04 ;     
02.01.2007 07:01:00   ;   192,08 ;     
02.06.2008 07:01:00   ;   192,10 ;     
07.12.2009 07:01:00   ;   192,02 ;     
28.11.2010 07:01:00   ;   191,97 ;     
05.12.2011 07:01:00   ;   191,88 ;     
17.12.2012 07:01:00   ;   191,91 ;     
21.10.2013 07:01:00   ;   192,00 ;     
03.02.2014 07:01:00   ;   191,95 ;     
03.08.2015 07:01:00   ;   192,01 ;     
03.10.2016 07:01:00   ;   192,01 ;     
30.01.2017 07:01:00   ;   192,01 ;     
25.11.2018 07:01:00   ;   192,05 ;     
01.09.2019 07:01:00   ;   192,08 ;     
12.01.2020 07:01:00   ;   192,06 ;     
13.12.2021 07:01:00   ;   192,05 ;     
