Messstelle:                ;Schnepfau, Bl 30.3.08
HZB-Nummer:                ;332296
HD-Nummer:                 ;30.3.08
DBMS-Nummer:               ;8002253
PorenGW-Gebiet:            ;006 Bregenzerwald
Grundwasserkörper:         ;Gruppe Helvetikum [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;06.03.2012
 Geländehöhe:              ;733,29
 Messpunkthöhe:            ;734,44
 Sohllage:                 ;703,39
 T-Messtiefe u.GOK:        ;25,85
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  31.07.2007               ;09 56 35                 ;47 20 55
  01.01.1990               ;09 56 35                 ;47 20 55
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
20.08.1990 07:01:00   ;   705,68 ;     
18.02.1991 07:01:00   ;   708,28 ;     
24.08.1992 07:01:00   ;   706,40 ;     
08.03.1993 07:01:00   ;   708,31 ;     
01.08.1994 07:01:00   ;   706,87 ;     
07.08.1995 07:01:00   ;   706,76 ;     
11.03.1996 07:01:00   ;   709,37 ;     
20.01.1997 07:01:00   ;   709,18 ;     
17.08.1998 07:01:00   ;   707,98 ;     
15.02.1999 07:01:00   ;   710,03 ;     
03.07.2000 07:01:00   ;   716,63 ;     
09.07.2001 07:01:00   ;   716,47 ;     
16.09.2002 07:01:00   ;   716,47 ;     
25.08.2003 07:01:00   ;   707,02 ;     
22.11.2004 07:01:00   ;   715,77 ;     
14.11.2005 07:01:00   ;   714,80 ;     
31.07.2006 07:01:00   ;   713,92 ;     
04.11.2007 07:01:00   ;   713,99 ;     
17.02.2008 07:01:00   ;   713,48 ;     
11.10.2009 07:01:00   ;   712,51 ;     
31.01.2010 07:01:00   ;   712,58 ;     
03.01.2011 07:01:00   ;   713,52 ;     
06.08.2012 09:00:00   ;   712,30 ;     
06.08.2013 10:00:00   ;   710,43 ;     
13.12.2014 11:00:00   ;   714,29 ;     
19.11.2015 09:00:00   ;   711,88 ;     
12.07.2016 13:00:00   ;   711,79 ;     
02.01.2017 12:00:00   ;   713,23 ;     
09.08.2018 01:00:00   ;   707,89 ;     
05.09.2019 14:00:00   ;   711,18 ;     
02.08.2020 18:00:00   ;   712,88 ;     
11.01.2021 03:00:00   ;   713,06 ;     
