Messstelle:                ;Pasching, Lp 14.11
HZB-Nummer:                ;375550
HD-Nummer:                 ;W14.11
DBMS-Nummer:               ;4002927
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;03.01.1992
 Geländehöhe:              ;275,48
 Messpunkthöhe:            ;274,78
 Sohllage:                 ;3,00
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 13 20                 ;48 12 52
  01.01.2003               ;14 13 24                 ;48 12 54
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
21.02.1992 07:01:00   ;   272,79 ;     
29.04.1993 07:01:00   ;   272,71 ;     
29.12.1994 07:01:00   ;   272,80 ;     
01.01.1995 00:00:05   ;   272,81 ;     
27.03.1996 07:01:00   ;   272,85 ;     
15.02.1997 07:01:00   ;   272,91 ;     
12.03.1998 07:01:00   ;   272,93 ;     
08.09.1999 07:01:00   ;   272,95 ;     
26.01.2000 07:01:00   ;   272,98 ;     
10.12.2001 07:01:00   ;   272,92 ;     
01.01.2002 00:00:05   ;   272,98 ;     
31.12.2003 23:59:55   ;   272,89 ;     
05.01.2004 07:01:00   ;   272,83 ;     
17.01.2005 07:01:00   ;   272,83 ;     
25.12.2006 07:01:00   ;   273,00 ;     
15.10.2007 07:01:00   ;   272,79 ;     
08.12.2008 07:01:00   ;   272,94 ;     
02.02.2009 07:01:00   ;   272,90 ;     
23.05.2011 07:01:00   ;   273,03 ;     
12.11.2012 07:01:00   ;   273,09 ;     
01.01.2013 00:00:05   ;   273,10 ;     
25.08.2014 07:01:00   ;   273,06 ;     
26.08.2015 07:01:00   ;   273,10 ;     
09.05.2016 07:01:00   ;   273,00 ;     
04.05.2017 07:01:00   ;   273,02 ;     
22.10.2018 07:01:00   ;   273,02 ;     
29.11.2019 07:01:00   ;   272,72 ;     
01.01.2020 00:00:05   ;   272,79 ;     
08.01.2021 07:01:00   ;   273,06 ;     
