Messstelle:                ;Neckenmarkt, Bl 2
HZB-Nummer:                ;335638
HD-Nummer:                 ;
DBMS-Nummer:               ;1002271
PorenGW-Gebiet:            ;325 Ikvatal
Grundwasserkörper:         ;Gruppe Ikvatal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;13.10.1994
 Geländehöhe:              ;216,06
 Messpunkthöhe:            ;216,81
 Sohllage:                 ;194,21
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1993               ;16 33 47                 ;47 36 07
  31.12.1992               ;16 33 42                 ;47 36 05
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
10.10.1993 07:01:00   ;   210,09 ;     
14.08.1994 07:01:00   ;   209,59 ;     
06.08.1995 07:01:00   ;   209,63 ;     
16.06.1996 07:01:00   ;   210,31 ;     
29.06.1997 10:30:00   ;   208,55 ;     
16.08.1998 10:30:00   ;   209,78 ;     
17.10.1999 09:00:00   ;   210,61 ;     
01.10.2000 09:00:00   ;   209,37 ;     
21.10.2001 09:00:00   ;   209,75 ;     
21.07.2002 09:00:00   ;   209,49 ;     
23.08.2003 09:00:00   ;   209,57 ;     
30.10.2004 09:00:00   ;   209,91 ;     
07.05.2005 09:00:00   ;   210,01 ;     
08.10.2006 09:00:00   ;   211,03 ;     
22.07.2007 09:00:00   ;   210,15 ;     
01.06.2008 09:00:00   ;   211,79 ;     
31.12.2009 23:59:55   ;   211,98 ;     
02.05.2010 10:00:00   ;   210,96 ;     
02.10.2011 09:52:00   ;   212,23 ;     
01.07.2012 09:31:00   ;   210,60 ;     
04.08.2013 09:26:00   ;   210,58 ;     
29.06.2014 10:45:00   ;   211,59 ;     
16.08.2015 13:01:00   ;   210,67 ;     
24.04.2016 09:13:00   ;   211,16 ;     
25.06.2017 09:56:00   ;   211,25 ;     
23.09.2018 09:42:00   ;   210,89 ;     
21.07.2019 09:32:00   ;   210,09 ;     
09.08.2020 08:47:00   ;   210,12 ;     
11.07.2021 09:00:00   ;   209,26 ;     
