Messstelle:                ;Pinkafeld, Bl 18
HZB-Nummer:                ;335026
HD-Nummer:                 ;
DBMS-Nummer:               ;1002211
PorenGW-Gebiet:            ;332 Oberes Pinkatal
Grundwasserkörper:         ;Pinkatal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1988
 Geländehöhe:              ;403,74
 Messpunkthöhe:            ;404,84
 Sohllage:                 ;398,39
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1988               ;16 06 49                 ;47 23 03
  31.12.1987               ;16 06 45                 ;47 23 01
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
20.08.1988 07:01:00   ;   401,74 ;     
18.02.1989 07:01:00   ;   401,78 ;     
01.09.1990 07:01:00   ;   401,80 ;     
02.03.1991 07:01:00   ;   401,81 ;     
29.08.1992 07:01:00   ;   401,76 ;     
05.06.1993 07:01:00   ;   401,76 ;     
16.07.1994 07:01:00   ;   401,73 ;     
09.12.1995 07:01:00   ;   401,74 ;     
09.03.1996 07:01:00   ;   401,76 ;     
17.05.1997 09:30:00   ;   401,81 ;     
14.03.1998 09:30:00   ;   401,95 ;     
30.01.1999 10:00:00   ;   402,08 ;     
09.09.2000 10:00:00   ;   402,08 ;     
14.07.2001 10:00:00   ;   402,06 ;     
13.07.2002 10:00:00   ;   402,05 ;     
19.07.2003 10:00:00   ;   402,00 ;     
24.01.2004 10:00:00   ;   402,07 ;     
19.02.2005 10:00:00   ;   402,07 ;     
28.10.2006 10:00:00   ;   402,06 ;     
18.08.2007 10:00:00   ;   402,00 ;     
17.05.2008 10:00:00   ;   402,09 ;     
24.10.2009 10:00:00   ;   402,10 ;     
02.05.2010 10:00:00   ;   402,09 ;     
24.04.2011 09:20:00   ;   402,19 ;     
04.08.2013 09:15:00   ;   402,04 ;     
20.07.2014 17:25:00   ;   402,13 ;     
04.10.2015 09:50:00   ;   402,04 ;     
02.01.2016 13:35:00   ;   402,08 ;     
19.06.2017 09:30:00   ;   402,04 ;     
21.10.2018 09:30:00   ;   401,98 ;     
21.01.2019 14:00:00   ;   402,04 ;     
01.06.2020 09:25:00   ;   402,08 ;     
25.07.2021 09:30:00   ;   402,14 ;     
