Messstelle:                ;Neubau, Bl 19.9
HZB-Nummer:                ;375204
HD-Nummer:                 ;W19.9
DBMS-Nummer:               ;4002943
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;14.08.1978
 Geländehöhe:              ;287,36
 Messpunkthöhe:            ;288,58
 Sohllage:                 ;282,58
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 09 33                 ;48 12 12
  01.01.2003               ;14 09 36                 ;48 12 14
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
29.11.1978 07:01:00   ;   283,62 ;     
24.01.1979 07:01:00   ;   283,69 ;     
12.09.1980 07:01:00   ;   283,92 ;     
11.07.1981 07:01:00   ;   283,93 ;     
19.11.1982 07:01:00   ;   283,84 ;     
27.11.1983 07:01:00   ;   283,83 ;     
25.08.1984 07:01:00   ;   283,85 ;     
19.01.1985 07:01:00   ;   283,84 ;     
11.10.1986 07:01:00   ;   283,86 ;     
05.12.1987 07:01:00   ;   283,95 ;     
08.10.1988 07:01:00   ;   283,94 ;     
01.07.1989 07:01:00   ;   283,96 ;     
07.10.1990 07:01:00   ;   283,90 ;     
03.05.1991 07:01:00   ;   283,93 ;     
20.08.1992 07:01:00   ;   283,92 ;     
19.08.1993 07:01:00   ;   283,90 ;     
10.11.1994 07:01:00   ;   283,88 ;     
10.08.1995 07:01:00   ;   283,96 ;     
13.03.1996 07:01:00   ;   283,99 ;     
07.02.1997 07:01:00   ;   283,93 ;     
03.09.1998 07:01:00   ;   283,92 ;     
29.10.1999 07:01:00   ;   283,90 ;     
17.08.2000 07:01:00   ;   283,91 ;     
06.07.2001 07:01:00   ;   283,89 ;     
27.07.2002 07:01:00   ;   283,88 ;     
20.09.2003 07:01:00   ;   283,88 ;     
24.01.2004 07:01:00   ;   283,74 ;     
17.01.2005 07:01:00   ;   283,91 ;     
30.12.2006 07:01:00   ;   283,89 ;     
30.05.2007 07:01:00   ;   283,79 ;     
29.10.2008 07:01:00   ;   283,91 ;     
01.01.2009 00:00:05   ;   283,96 ;     
24.11.2010 07:01:00   ;   283,96 ;     
25.05.2011 07:01:00   ;   283,95 ;     
09.12.2012 07:01:00   ;   283,95 ;     
31.12.2013 23:59:55   ;   284,02 ;     
30.04.2014 07:01:00   ;   283,92 ;     
30.12.2015 07:01:00   ;   283,89 ;     
01.01.2016 00:00:05   ;   283,89 ;     
08.03.2017 07:01:00   ;   283,93 ;     
21.11.2018 07:01:00   ;   283,84 ;     
17.12.2019 07:01:00   ;   283,85 ;     
14.01.2020 07:01:00   ;   283,87 ;     
23.11.2021 07:01:00   ;   283,96 ;     
