Messstelle:                ;Strassen, Bl 22 (Sa409)
HZB-Nummer:                ;346015
HD-Nummer:                 ;
DBMS-Nummer:               ;7002267
Fremdnummer:               ;GW70729011
PorenGW-Gebiet:            ;404 Pustertal
Grundwasserkörper:         ;Gruppe Zentralzone [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Tiroler Wasserkraftwerke-AG.
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1984
 Geländehöhe:              ;1067,40
 Messpunkthöhe:            ;1068,20
 Sohllage:                 ;1059,80
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1984               ;12 28 18                 ;46 44 56
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
23.01.1989 07:01:00   ;  1064,76 ;     
31.12.1994 23:59:55   ;  1065,05 ;     
13.02.1995 07:01:00   ;  1065,04 ;     
16.12.1996 07:01:00   ;  1065,09 ;     
03.11.1997 07:01:00   ;  1065,01 ;     
09.02.1998 07:01:00   ;  1065,01 ;     
18.01.1999 10:15:00   ;  1065,07 ;     
10.01.2000 13:15:00   ;  1065,05 ;     
13.11.2001 11:29:00   ;  1064,78 ;     
21.01.2002 09:40:00   ;  1065,03 ;     
19.01.2004 10:40:00   ;  1065,03 ;     
14.03.2005 09:35:00   ;  1065,03 ;     
27.11.2006 09:10:00   ;  1065,18 ;     
09.01.2007 08:35:00   ;  1065,19 ;     
25.10.2008 21:45:00   ;  1065,14 ;     
31.10.2009 22:00:00   ;  1065,09 ;     
09.03.2010 22:15:00   ;  1064,97 ;     
25.12.2011 22:45:00   ;  1065,13 ;     
10.01.2012 20:30:00   ;  1065,12 ;     
25.02.2013 22:00:00   ;  1065,09 ;     
17.10.2014 19:15:00   ;  1065,30 ;     
25.12.2015 18:30:00   ;  1065,15 ;     
29.01.2016 20:00:00   ;  1065,14 ;     
30.10.2017 22:00:00   ;  1065,34 ;     
30.12.2018 15:00:00   ;  1065,28 ;     
04.02.2019 09:30:00   ;  1065,21 ;     
31.01.2020 20:30:00   ;  1065,29 ;     
29.10.2021 23:00:00   ;  1065,28 ;     
