Messstelle:                ;Lorch, Br 14.10
HZB-Nummer:                ;377093
HD-Nummer:                 ;2114.010
DBMS-Nummer:               ;4002781
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.01.1993
 Geländehöhe:              ;247,71
 Messpunkthöhe:            ;247,71
 Sohllage:                 ;239,81
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 29 00                 ;48 13 27
  01.01.2003               ;14 29 05                 ;48 13 29
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
03.12.1993 07:01:00   ;   240,73 ;     
12.11.1994 07:01:00   ;   240,59 ;     
28.10.1995 07:01:00   ;   240,73 ;     
23.01.1996 07:01:00   ;   240,47 ;     
15.11.1997 07:01:00   ;   240,70 ;     
07.03.1998 07:01:00   ;   240,70 ;     
03.12.1999 07:01:00   ;   240,68 ;     
29.01.2000 07:01:00   ;   240,79 ;     
20.11.2001 07:01:00   ;   240,76 ;     
03.08.2002 07:01:00   ;   240,93 ;     
13.12.2003 07:01:00   ;   240,63 ;     
08.01.2004 07:01:00   ;   240,63 ;     
02.12.2005 07:01:00   ;   240,62 ;     
03.02.2006 07:01:00   ;   240,59 ;     
01.01.2007 00:00:05   ;   240,69 ;     
14.11.2008 07:01:00   ;   240,66 ;     
06.02.2009 07:01:00   ;   240,64 ;     
25.11.2010 07:01:00   ;   240,71 ;     
02.12.2011 07:01:00   ;   240,61 ;     
14.12.2012 07:01:00   ;   240,73 ;     
31.12.2013 23:59:55   ;   240,78 ;     
16.04.2014 07:59:00   ;   240,64 ;     
17.10.2015 07:01:00   ;   240,62 ;     
09.01.2016 07:01:00   ;   240,60 ;     
05.01.2017 07:01:00   ;   240,74 ;     
19.10.2018 07:01:00   ;   240,49 ;     
06.11.2019 07:01:00   ;   240,52 ;     
28.01.2020 07:01:00   ;   240,63 ;     
03.02.2021 07:01:00   ;   240,64 ;     
