Messstelle:                ;Villach, Bl 606
HZB-Nummer:                ;338558
HD-Nummer:                 ;
DBMS-Nummer:               ;2002129
PorenGW-Gebiet:            ;415 Unteres Drautal
Grundwasserkörper:         ;Drautal [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;27.06.2023
 Geländehöhe:              ;489,71
 Messpunkthöhe:            ;490,88
 Sohllage:                 ;478,43
 T-Messtiefe u.GOK:        ;6,83
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  13.11.1979               ;13 54 57                 ;46 36 55
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.08.1992 07:01:00   ;   485,46 ;     
20.09.1993 07:01:00   ;   485,42 ;     
20.06.1994 07:01:00   ;   485,43 ;     
20.11.1995 07:01:00   ;   485,40 ;     
26.02.1996 07:01:00   ;   485,38 ;     
23.06.1997 07:30:00   ;   485,29 ;     
29.06.1998 07:30:00   ;   485,30 ;     
05.07.1999 07:30:00   ;   485,46 ;     
04.09.2000 07:30:00   ;   485,36 ;     
31.12.2001 23:59:55   ;   485,38 ;     
08.04.2002 07:30:00   ;   485,34 ;     
18.08.2003 07:30:00   ;   485,30 ;     
15.09.2004 10:45:00   ;   485,35 ;     
05.07.2005 10:15:00   ;   485,34 ;     
18.09.2006 05:15:00   ;   485,29 ;     
20.08.2007 13:00:00   ;   485,25 ;     
20.10.2008 11:15:00   ;   485,28 ;     
07.01.2009 02:20:00   ;   485,35 ;     
13.08.2010 05:30:00   ;   485,32 ;     
06.05.2011 06:00:00   ;   485,24 ;     
23.03.2012 07:00:00   ;   485,25 ;     
29.10.2013 11:00:00   ;   485,26 ;     
06.11.2014 10:00:00   ;   485,31 ;     
11.12.2015 10:00:00   ;   485,30 ;     
05.08.2016 22:00:00   ;   485,36 ;     
20.07.2017 00:00:00   ;   485,30 ;     
28.10.2018 21:00:00   ;   485,32 ;     
26.10.2019 08:00:00   ;   485,28 ;     
01.06.2020 23:00:00   ;   485,29 ;     
02.09.2021 00:00:00   ;   485,33 ;     
