Messstelle:                ;St.Anton i.M., Bl 09.26.03
HZB-Nummer:                ;347120
HD-Nummer:                 ;09.26.03
DBMS-Nummer:               ;8002283
PorenGW-Gebiet:            ;001 Montafon
Grundwasserkörper:         ;Gruppe Nördliche Kalkalpen [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Vorarlberger Illwerke-AG.
Höhenangaben [m ü.A.]:     ;gültig seit: ;18.11.2019
 Geländehöhe:              ;624,00
 Messpunkthöhe:            ;625,00
 Sohllage:                 ;617,50
 T-Messtiefe u.GOK:        ;6,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1996               ;09 51 56                 ;47 06 19
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
06.03.1996 07:01:00   ;   619,32 ;     
08.12.1997 07:01:00   ;   619,23 ;     
02.02.1998 07:01:00   ;   619,30 ;     
15.02.1999 07:01:00   ;   619,38 ;     
25.12.2000 07:01:00   ;   619,69 ;     
26.11.2001 07:01:00   ;   619,65 ;     
07.01.2002 07:01:00   ;   619,67 ;     
08.09.2003 07:01:00   ;   619,32 ;     
15.11.2004 07:01:00   ;   619,57 ;     
31.01.2005 07:01:00   ;   619,57 ;     
13.02.2006 13:25:00   ;   619,67 ;     
05.11.2007 07:01:00   ;   619,76 ;     
24.11.2008 07:01:00   ;   619,74 ;     
12.10.2009 07:01:00   ;   619,63 ;     
15.02.2010 07:01:00   ;   619,59 ;     
21.03.2011 07:01:00   ;   619,63 ;     
20.02.2012 07:01:00   ;   619,70 ;     
10.09.2013 07:00:00   ;   619,59 ;     
17.12.2014 15:00:00   ;   619,63 ;     
16.11.2015 18:00:00   ;   619,45 ;     
31.12.2016 23:59:55   ;   619,48 ;     
01.01.2017 16:00:00   ;   619,47 ;     
29.10.2018 11:00:00   ;   619,25 ;     
10.01.2019 08:00:00   ;   619,52 ;     
10.12.2020 11:00:00   ;   619,48 ;     
23.12.2021 09:00:00   ;   619,37 ;     
