Messstelle:                ;Saxen, Bl 2085.001
HZB-Nummer:                ;309021
HD-Nummer:                 ;2085.001
DBMS-Nummer:               ;4002245
PorenGW-Gebiet:            ;177 Nördliches Machland
Grundwasserkörper:         ;Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;24.02.2009
 Geländehöhe:              ;229,44
 Messpunkthöhe:            ;230,64
 Sohllage:                 ;224,86
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 48 29                 ;48 11 28
  01.01.2003               ;14 48 31                 ;48 11 28
  01.01.1958               ;14 48 31                 ;48 11 28
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
06.01.1958 07:01:00   ;   225,58 ;     
21.12.1959 07:01:00   ;   226,11 ;     
27.12.1960 07:01:00   ;   226,11 ;     
09.12.1961 07:01:00   ;   225,96 ;     
10.12.1962 07:01:00   ;   226,02 ;     
30.12.1963 07:01:00   ;   226,02 ;     
07.01.1964 07:01:00   ;   225,94 ;     
01.03.1965 07:01:00   ;   226,13 ;     
24.01.1966 07:01:00   ;   226,37 ;     
18.12.1967 07:01:00   ;   226,10 ;     
31.12.1968 23:59:55   ;   226,14 ;     
22.12.1969 07:01:00   ;   225,99 ;     
26.01.1970 07:01:00   ;   225,98 ;     
08.11.1971 07:01:00   ;   225,94 ;     
31.01.1972 07:01:00   ;   225,91 ;     
29.01.1973 07:01:00   ;   225,94 ;     
21.10.1974 07:01:00   ;   226,16 ;     
29.12.1975 07:01:00   ;   225,94 ;     
02.11.1976 07:01:00   ;   225,97 ;     
23.01.1977 07:01:00   ;   225,99 ;     
20.02.1978 07:01:00   ;   226,03 ;     
29.01.1979 07:01:00   ;   225,94 ;     
24.11.1980 07:01:00   ;   226,19 ;     
13.07.1981 07:01:00   ;   226,22 ;     
06.12.1982 07:01:00   ;   226,08 ;     
19.12.1983 07:01:00   ;   226,03 ;     
10.12.1984 07:01:00   ;   226,09 ;     
14.01.1985 07:01:00   ;   226,05 ;     
20.10.1986 07:01:00   ;   226,03 ;     
07.02.1987 07:01:00   ;   225,98 ;     
11.11.1988 07:01:00   ;   226,27 ;     
15.12.1989 07:01:00   ;   226,22 ;     
09.02.1990 07:01:00   ;   226,17 ;     
08.11.1991 07:01:00   ;   226,10 ;     
14.10.1992 07:01:00   ;   226,10 ;     
09.12.1993 07:01:00   ;   226,29 ;     
09.11.1994 07:01:00   ;   226,14 ;     
18.01.1995 07:01:00   ;   226,37 ;     
06.03.1996 07:01:00   ;   226,22 ;     
12.11.1997 07:01:00   ;   226,21 ;     
11.02.1998 07:01:00   ;   226,23 ;     
04.11.1999 07:01:00   ;   226,23 ;     
31.12.2000 23:59:55   ;   226,30 ;     
03.01.2001 07:01:00   ;   226,28 ;     
01.08.2002 07:01:00   ;   226,40 ;     
28.08.2003 07:01:00   ;   226,07 ;     
08.01.2004 07:01:00   ;   226,10 ;     
15.12.2005 07:01:00   ;   226,22 ;     
16.02.2006 07:01:00   ;   226,16 ;     
01.01.2007 00:00:05   ;   226,24 ;     
13.11.2008 07:00:00   ;   226,26 ;     
05.02.2009 07:00:00   ;   226,29 ;     
18.02.2010 07:00:00   ;   226,37 ;     
01.12.2011 07:00:00   ;   226,33 ;     
13.12.2012 07:01:00   ;   226,49 ;     
12.09.2013 07:01:00   ;   226,44 ;     
13.03.2014 07:01:00   ;   226,48 ;     
17.09.2015 07:01:00   ;   226,27 ;     
07.01.2016 07:01:00   ;   226,32 ;     
26.01.2017 07:01:00   ;   226,33 ;     
18.10.2018 07:01:00   ;   226,18 ;     
03.10.2019 07:01:00   ;   226,30 ;     
23.01.2020 07:01:00   ;   226,34 ;     
21.01.2021 07:01:00   ;   226,42 ;     
