Messstelle:                ;Erla, Bl 2104.004
HZB-Nummer:                ;302307
HD-Nummer:                 ;
DBMS-Nummer:               ;3002188
PorenGW-Gebiet:            ;178 Südliches Machland
Grundwasserkörper:         ;Südl. Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;25.04.2013
 Geländehöhe:              ;237,86
 Messpunkthöhe:            ;239,16
 Sohllage:                 ;231,06
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;14 35 58                 ;48 12 08
  01.01.2009               ;14 35 58                 ;48 12 08
  24.10.1963               ;14 35 59                 ;48 12 08
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1969 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  1968 Akorr. 2001: Vollstau des KW Wallsee-Mitterkirchen 27. Mai 1968
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
27.12.1969 07:01:00   ;   236,86 ;     
24.01.1970 07:01:00   ;   236,84 ;     
31.12.1971 23:59:55   ;   236,82 ;     
05.02.1972 07:01:00   ;   236,73 ;     
20.01.1973 07:01:00   ;   236,70 ;     
05.01.1974 07:01:00   ;   236,80 ;     
20.12.1975 07:01:00   ;   236,76 ;     
10.07.1976 07:01:00   ;   236,66 ;     
30.07.1977 07:01:00   ;   236,57 ;     
17.06.1978 07:01:00   ;   236,54 ;     
09.06.1979 07:01:00   ;   236,52 ;     
30.08.1980 07:01:00   ;   236,52 ;     
11.07.1981 07:01:00   ;   236,46 ;     
16.10.1982 07:01:00   ;   236,50 ;     
01.10.1983 07:01:00   ;   236,45 ;     
28.07.1984 07:01:00   ;   236,44 ;     
20.07.1985 07:01:00   ;   236,57 ;     
04.10.1986 07:01:00   ;   236,46 ;     
05.09.1987 07:01:00   ;   236,49 ;     
02.07.1988 07:01:00   ;   236,50 ;     
22.07.1989 07:01:00   ;   236,50 ;     
01.09.1990 07:01:00   ;   236,47 ;     
23.02.1991 07:01:00   ;   236,62 ;     
29.08.1992 07:01:00   ;   236,61 ;     
21.08.1993 07:01:00   ;   236,60 ;     
20.08.1994 07:01:00   ;   236,41 ;     
05.08.1995 07:01:00   ;   236,45 ;     
27.07.1996 07:01:00   ;   236,68 ;     
05.07.1997 07:01:00   ;   236,57 ;     
06.06.1998 07:01:00   ;   236,58 ;     
09.07.1999 07:01:00   ;   236,51 ;     
24.06.2000 07:01:00   ;   236,50 ;     
13.07.2001 07:01:00   ;   236,59 ;     
12.07.2002 07:01:00   ;   236,57 ;     
29.08.2003 07:01:00   ;   236,77 ;     
20.08.2004 07:01:00   ;   236,78 ;     
01.07.2005 07:01:00   ;   236,83 ;     
04.08.2006 07:01:00   ;   236,70 ;     
03.08.2007 07:01:00   ;   236,62 ;     
27.06.2008 07:01:00   ;   236,63 ;     
19.06.2009 07:01:00   ;   236,72 ;     
13.10.2010 07:01:00   ;   236,64 ;     
28.07.2011 07:01:00   ;   236,54 ;     
23.08.2012 07:01:00   ;   236,45 ;     
24.05.2013 07:01:00   ;   236,60 ;     
31.12.2014 23:59:55   ;   236,80 ;     
14.08.2015 07:01:00   ;   236,68 ;     
23.12.2016 07:01:00   ;   236,68 ;     
14.07.2017 07:01:00   ;   236,56 ;     
24.08.2018 07:01:00   ;   236,47 ;     
09.08.2019 07:01:00   ;   236,39 ;     
08.05.2020 07:01:00   ;   236,45 ;     
09.07.2021 07:01:00   ;   236,31 ;     
