Messstelle:                ;St.Pantaleon, Bl 2110.012
HZB-Nummer:                ;302588
HD-Nummer:                 ;
DBMS-Nummer:               ;3002216
PorenGW-Gebiet:            ;178 Südliches Machland
Grundwasserkörper:         ;Unteres Ennstal (NT,OT) [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.01.1969
 Geländehöhe:              ;246,94
 Messpunkthöhe:            ;247,64
 Sohllage:                 ;241,38
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;14 32 27                 ;48 13 07
  01.01.2009               ;14 32 27                 ;48 13 08
  23.02.1956               ;14 32 28                 ;48 13 07
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1969 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  1968 Akorr. 2001: Vollstau des KW Wallsee-Mitterkirchen 27. Mai 1968
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
06.12.1969 07:01:00   ;   241,77 ;     
31.01.1970 07:01:00   ;   241,71 ;     
31.12.1971 07:01:00   ;   242,11 ;     
05.02.1972 07:01:00   ;   242,07 ;     
10.11.1973 07:01:00   ;   242,11 ;     
05.01.1974 07:01:00   ;   242,23 ;     
27.12.1975 07:01:00   ;   242,53 ;     
13.11.1976 07:01:00   ;   242,09 ;     
22.01.1977 07:01:00   ;   242,13 ;     
30.12.1978 07:01:00   ;   241,91 ;     
01.01.1979 00:00:05   ;   241,92 ;     
13.12.1980 07:01:00   ;   242,36 ;     
26.09.1981 07:01:00   ;   242,35 ;     
25.12.1982 07:01:00   ;   242,30 ;     
31.12.1983 07:01:00   ;   241,78 ;     
01.01.1984 00:00:05   ;   241,79 ;     
05.01.1985 07:01:00   ;   241,84 ;     
31.12.1986 23:59:55   ;   242,17 ;     
03.01.1987 07:01:00   ;   242,17 ;     
26.11.1988 07:01:00   ;   242,41 ;     
30.12.1989 07:01:00   ;   242,23 ;     
10.02.1990 07:01:00   ;   242,15 ;     
13.07.1991 07:01:00   ;   242,10 ;     
31.10.1992 07:01:00   ;   242,10 ;     
11.12.1993 07:01:00   ;   242,31 ;     
24.12.1994 07:01:00   ;   242,36 ;     
23.12.1995 07:01:00   ;   242,14 ;     
13.01.1996 07:01:00   ;   242,22 ;     
06.12.1997 07:01:00   ;   242,40 ;     
17.10.1998 07:01:00   ;   242,22 ;     
18.12.1999 07:01:00   ;   242,24 ;     
09.12.2000 07:01:00   ;   242,16 ;     
01.01.2001 00:00:05   ;   242,20 ;     
01.01.2002 00:00:05   ;   242,46 ;     
31.12.2003 23:59:55   ;   242,21 ;     
31.12.2004 23:59:55   ;   242,07 ;     
21.01.2005 07:01:00   ;   242,04 ;     
17.02.2006 07:01:00   ;   242,31 ;     
27.07.2007 07:01:00   ;   242,14 ;     
05.12.2008 07:01:00   ;   242,11 ;     
06.02.2009 07:01:00   ;   242,08 ;     
03.12.2010 07:01:00   ;   242,32 ;     
21.11.2011 07:01:00   ;   241,84 ;     
04.01.2012 07:01:00   ;   241,90 ;     
01.01.2013 00:00:05   ;   242,19 ;     
18.07.2014 07:01:00   ;   242,13 ;     
31.12.2015 23:59:55   ;   242,00 ;     
08.01.2016 07:01:00   ;   241,99 ;     
15.12.2017 07:01:00   ;   242,14 ;     
16.11.2018 07:01:00   ;   241,77 ;     
13.12.2019 07:01:00   ;   241,74 ;     
24.01.2020 07:01:00   ;   241,74 ;     
15.01.2021 07:01:00   ;   241,98 ;     
